 Q11 Q12 Q21 Q22
 0.188451e-03 0.188451e-03 0.188451e-03 0.188451e-03
 0.187655e-03 0.187655e-03 0.187655e-03 0.187655e-03
 0.186869e-03 0.186869e-03 0.186869e-03 0.186869e-03
 0.186093e-03 0.186093e-03 0.186093e-03 0.186093e-03
 0.185327e-03 0.185327e-03 0.185327e-03 0.185327e-03
 0.184570e-03 0.184570e-03 0.184570e-03 0.184570e-03
 0.183821e-03 0.183821e-03 0.183821e-03 0.183821e-03
 0.183082e-03 0.183082e-03 0.183082e-03 0.183082e-03
 0.182352e-03 0.182352e-03 0.182352e-03 0.182352e-03
 0.181630e-03 0.181630e-03 0.181630e-03 0.181630e-03
 0.180916e-03 0.180916e-03 0.180916e-03 0.180916e-03
 0.180210e-03 0.180210e-03 0.180210e-03 0.180210e-03
 0.179513e-03 0.179513e-03 0.179513e-03 0.179513e-03
 0.178823e-03 0.178823e-03 0.178823e-03 0.178823e-03
 0.178141e-03 0.178141e-03 0.178141e-03 0.178141e-03
 0.177467e-03 0.177467e-03 0.177467e-03 0.177467e-03
 0.176800e-03 0.176800e-03 0.176800e-03 0.176800e-03
 0.176140e-03 0.176140e-03 0.176140e-03 0.176140e-03
 0.175487e-03 0.175487e-03 0.175487e-03 0.175487e-03
 0.174842e-03 0.174842e-03 0.174842e-03 0.174842e-03
 0.174203e-03 0.174203e-03 0.174203e-03 0.174203e-03
 0.173571e-03 0.173571e-03 0.173571e-03 0.173571e-03
 0.172945e-03 0.172945e-03 0.172945e-03 0.172945e-03
 0.172326e-03 0.172326e-03 0.172326e-03 0.172326e-03
 0.171714e-03 0.171714e-03 0.171714e-03 0.171714e-03
 0.171107e-03 0.171107e-03 0.171107e-03 0.171107e-03
 0.170507e-03 0.170507e-03 0.170507e-03 0.170507e-03
 0.431246e+03 0.431246e+03 0.431246e+03 0.431246e+03
 0.392239e+03 0.392239e+03 0.392239e+03 0.392239e+03
 0.283313e+03 0.283313e+03 0.283313e+03 0.283313e+03
 0.197248e+03 0.197248e+03 0.197248e+03 0.197248e+03
 0.139159e+03 0.139159e+03 0.139159e+03 0.139159e+03
 0.100553e+03 0.100553e+03 0.100553e+03 0.100553e+03
 0.744873e+02 0.744873e+02 0.744873e+02 0.744873e+02
 0.564492e+02 0.564492e+02 0.564492e+02 0.564492e+02
 0.436492e+02 0.436492e+02 0.436492e+02 0.436492e+02
 0.343537e+02 0.343537e+02 0.343537e+02 0.343537e+02
 0.274540e+02 0.274540e+02 0.274540e+02 0.274540e+02
 0.222409e+02 0.222409e+02 0.222409e+02 0.222409e+02
 0.182331e+02 0.182331e+02 0.182331e+02 0.182331e+02
 0.151064e+02 0.151064e+02 0.151064e+02 0.151064e+02
 0.126345e+02 0.126345e+02 0.126345e+02 0.126345e+02
 0.106589e+02 0.106589e+02 0.106589e+02 0.106589e+02
 0.906247e+01 0.906247e+01 0.906247e+01 0.906247e+01
 0.775920e+01 0.775920e+01 0.775920e+01 0.775920e+01
 0.668584e+01 0.668584e+01 0.668584e+01 0.668584e+01
 0.579592e+01 0.579592e+01 0.579592e+01 0.579592e+01
 0.505156e+01 0.505156e+01 0.505156e+01 0.505156e+01
 0.442573e+01 0.442573e+01 0.442573e+01 0.442573e+01
 0.389590e+01 0.389590e+01 0.389590e+01 0.389590e+01
 0.344467e+01 0.344467e+01 0.344467e+01 0.344467e+01
 0.305828e+01 0.305828e+01 0.305828e+01 0.305828e+01
 0.272610e+01 0.272610e+01 0.272610e+01 0.272610e+01
 0.243925e+01 0.243925e+01 0.243925e+01 0.243925e+01
 0.219041e+01 0.219041e+01 0.219041e+01 0.219041e+01
 0.197352e+01 0.197352e+01 0.197352e+01 0.197352e+01
 0.178711e+01 0.178711e+01 0.178711e+01 0.178711e+01
 0.161219e+01 0.161219e+01 0.161219e+01 0.161219e+01
 0.145913e+01 0.145913e+01 0.145913e+01 0.145913e+01
 0.133080e+01 0.133080e+01 0.133080e+01 0.133080e+01
 0.120914e+01 0.120914e+01 0.120914e+01 0.120914e+01
 0.110353e+01 0.110353e+01 0.110353e+01 0.110353e+01
 0.100967e+01 0.100967e+01 0.100967e+01 0.100967e+01
 0.925863e+00 0.925863e+00 0.925863e+00 0.925863e+00
 0.850321e+00 0.850321e+00 0.850321e+00 0.850321e+00
 0.782279e+00 0.782279e+00 0.782279e+00 0.782279e+00
 0.721169e+00 0.721169e+00 0.721169e+00 0.721169e+00
 0.665650e+00 0.665650e+00 0.665650e+00 0.665650e+00
 0.615735e+00 0.615735e+00 0.615735e+00 0.615735e+00
 0.569858e+00 0.569858e+00 0.569858e+00 0.569858e+00
 0.528426e+00 0.528426e+00 0.528426e+00 0.528426e+00
 0.490782e+00 0.490782e+00 0.490782e+00 0.490782e+00
 0.456307e+00 0.456307e+00 0.456307e+00 0.456307e+00
 0.425027e+00 0.425027e+00 0.425027e+00 0.425027e+00
 0.396288e+00 0.396288e+00 0.396288e+00 0.396288e+00
 0.369931e+00 0.369931e+00 0.369931e+00 0.369931e+00
 0.345700e+00 0.345700e+00 0.345700e+00 0.345700e+00
 0.323372e+00 0.323372e+00 0.323372e+00 0.323372e+00
 0.302860e+00 0.302860e+00 0.302860e+00 0.302860e+00
 0.283943e+00 0.283943e+00 0.283943e+00 0.283943e+00
 0.266495e+00 0.266495e+00 0.266495e+00 0.266495e+00
 0.250334e+00 0.250334e+00 0.250334e+00 0.250334e+00
 0.235405e+00 0.235405e+00 0.235405e+00 0.235405e+00
 0.221606e+00 0.221606e+00 0.221606e+00 0.221606e+00
 0.208779e+00 0.208779e+00 0.208779e+00 0.208779e+00
 0.196871e+00 0.196871e+00 0.196871e+00 0.196871e+00
 0.161391e+00 0.161391e+00 0.161391e+00 0.161391e+00
 0.117410e+00 0.117410e+00 0.117410e+00 0.117410e+00
 0.876070e-01 0.876070e-01 0.876070e-01 0.876070e-01
 0.668371e-01 0.668371e-01 0.668371e-01 0.668371e-01
 0.520047e-01 0.520047e-01 0.520047e-01 0.520047e-01
 0.411815e-01 0.411815e-01 0.411815e-01 0.411815e-01
 0.328895e-01 0.328895e-01 0.328895e-01 0.328895e-01
 0.265047e-01 0.265047e-01 0.265047e-01 0.265047e-01
 0.216397e-01 0.216397e-01 0.216397e-01 0.216397e-01
 0.178786e-01 0.178786e-01 0.178786e-01 0.178786e-01
 0.149328e-01 0.149328e-01 0.149328e-01 0.149328e-01
 0.125973e-01 0.125973e-01 0.125973e-01 0.125973e-01
 0.107254e-01 0.107254e-01 0.107254e-01 0.107254e-01
 0.920972e-02 0.920972e-02 0.920972e-02 0.920972e-02
 0.797085e-02 0.797085e-02 0.797085e-02 0.797085e-02
 0.694943e-02 0.694943e-02 0.694943e-02 0.694943e-02
 0.610040e-02 0.610040e-02 0.610040e-02 0.610040e-02
 0.538937e-02 0.538937e-02 0.538937e-02 0.538937e-02
 0.478972e-02 0.478972e-02 0.478972e-02 0.478972e-02
 0.428063e-02 0.428063e-02 0.428063e-02 0.428063e-02
 0.384577e-02 0.384577e-02 0.384577e-02 0.384577e-02
 0.347216e-02 0.347216e-02 0.347216e-02 0.347216e-02
 0.314941e-02 0.314941e-02 0.314941e-02 0.314941e-02
 0.286916e-02 0.286916e-02 0.286916e-02 0.286916e-02
 0.262464e-02 0.262464e-02 0.262464e-02 0.262464e-02
 0.241031e-02 0.241031e-02 0.241031e-02 0.241031e-02
 0.222163e-02 0.222163e-02 0.222163e-02 0.222163e-02
 0.205484e-02 0.205484e-02 0.205484e-02 0.205484e-02
 0.190683e-02 0.190683e-02 0.190683e-02 0.190683e-02
 0.177500e-02 0.177500e-02 0.177500e-02 0.177500e-02
 0.165717e-02 0.165717e-02 0.165717e-02 0.165717e-02
 0.155149e-02 0.155149e-02 0.155149e-02 0.155149e-02
 0.145641e-02 0.145641e-02 0.145641e-02 0.145641e-02
 0.137061e-02 0.137061e-02 0.137061e-02 0.137061e-02
 0.129296e-02 0.129296e-02 0.129296e-02 0.129296e-02
 0.122248e-02 0.122248e-02 0.122248e-02 0.122248e-02
 0.115835e-02 0.115835e-02 0.115835e-02 0.115835e-02
 0.109984e-02 0.109984e-02 0.109984e-02 0.109984e-02
 0.104633e-02 0.104633e-02 0.104633e-02 0.104633e-02
 0.997286e-03 0.997286e-03 0.997286e-03 0.997286e-03
 0.952227e-03 0.952227e-03 0.952227e-03 0.952227e-03
 0.910743e-03 0.910743e-03 0.910743e-03 0.910743e-03
 0.872472e-03 0.872472e-03 0.872472e-03 0.872472e-03
 0.837095e-03 0.837095e-03 0.837095e-03 0.837095e-03
 0.804330e-03 0.804330e-03 0.804330e-03 0.804330e-03
 0.773930e-03 0.773930e-03 0.773930e-03 0.773930e-03
 0.745673e-03 0.745673e-03 0.745673e-03 0.745673e-03
 0.719364e-03 0.719364e-03 0.719364e-03 0.719364e-03
 0.694829e-03 0.694829e-03 0.694829e-03 0.694829e-03
 0.671912e-03 0.671912e-03 0.671912e-03 0.671912e-03
 0.650473e-03 0.650473e-03 0.650473e-03 0.650473e-03
 0.630387e-03 0.630387e-03 0.630387e-03 0.630387e-03
 0.611543e-03 0.611543e-03 0.611543e-03 0.611543e-03
 0.593839e-03 0.593839e-03 0.593839e-03 0.593839e-03
 0.577184e-03 0.577184e-03 0.577184e-03 0.577184e-03
 0.561496e-03 0.561496e-03 0.561496e-03 0.561496e-03
 0.546701e-03 0.546701e-03 0.546701e-03 0.546701e-03
 0.532729e-03 0.532729e-03 0.532729e-03 0.532729e-03
 0.519522e-03 0.519522e-03 0.519522e-03 0.519522e-03
 0.507021e-03 0.507021e-03 0.507021e-03 0.507021e-03
 0.495177e-03 0.495177e-03 0.495177e-03 0.495177e-03
 0.483943e-03 0.483943e-03 0.483943e-03 0.483943e-03
 0.473277e-03 0.473277e-03 0.473277e-03 0.473277e-03
 0.463139e-03 0.463139e-03 0.463139e-03 0.463139e-03
 0.453495e-03 0.453495e-03 0.453495e-03 0.453495e-03
 0.444311e-03 0.444311e-03 0.444311e-03 0.444311e-03
 0.435557e-03 0.435557e-03 0.435557e-03 0.435557e-03
 0.427206e-03 0.427206e-03 0.427206e-03 0.427206e-03
 0.419233e-03 0.419233e-03 0.419233e-03 0.419233e-03
 0.411613e-03 0.411613e-03 0.411613e-03 0.411613e-03
 0.404325e-03 0.404325e-03 0.404325e-03 0.404325e-03
 0.397350e-03 0.397350e-03 0.397350e-03 0.397350e-03
 0.390667e-03 0.390667e-03 0.390667e-03 0.390667e-03
 0.384261e-03 0.384261e-03 0.384261e-03 0.384261e-03
 0.378115e-03 0.378115e-03 0.378115e-03 0.378115e-03
 0.372215e-03 0.372215e-03 0.372215e-03 0.372215e-03
 0.366546e-03 0.366546e-03 0.366546e-03 0.366546e-03
 0.361096e-03 0.361096e-03 0.361096e-03 0.361096e-03
 0.355852e-03 0.355852e-03 0.355852e-03 0.355852e-03
 0.350804e-03 0.350804e-03 0.350804e-03 0.350804e-03
 0.345942e-03 0.345942e-03 0.345942e-03 0.345942e-03
 0.341255e-03 0.341255e-03 0.341255e-03 0.341255e-03
 0.336734e-03 0.336734e-03 0.336734e-03 0.336734e-03
 0.332372e-03 0.332372e-03 0.332372e-03 0.332372e-03
 0.328159e-03 0.328159e-03 0.328159e-03 0.328159e-03
 0.324089e-03 0.324089e-03 0.324089e-03 0.324089e-03
 0.320155e-03 0.320155e-03 0.320155e-03 0.320155e-03
 0.316349e-03 0.316349e-03 0.316349e-03 0.316349e-03
 0.312666e-03 0.312666e-03 0.312666e-03 0.312666e-03
 0.309100e-03 0.309100e-03 0.309100e-03 0.309100e-03
 0.305646e-03 0.305646e-03 0.305646e-03 0.305646e-03
 0.302298e-03 0.302298e-03 0.302298e-03 0.302298e-03
 0.299052e-03 0.299052e-03 0.299052e-03 0.299052e-03
 0.295902e-03 0.295902e-03 0.295902e-03 0.295902e-03
 0.292846e-03 0.292846e-03 0.292846e-03 0.292846e-03
 0.289878e-03 0.289878e-03 0.289878e-03 0.289878e-03
 0.286994e-03 0.286994e-03 0.286994e-03 0.286994e-03
 0.284192e-03 0.284192e-03 0.284192e-03 0.284192e-03
 0.281467e-03 0.281467e-03 0.281467e-03 0.281467e-03
 0.278817e-03 0.278817e-03 0.278817e-03 0.278817e-03
 0.276238e-03 0.276238e-03 0.276238e-03 0.276238e-03
 0.273728e-03 0.273728e-03 0.273728e-03 0.273728e-03
 0.271284e-03 0.271284e-03 0.271284e-03 0.271284e-03
 0.268902e-03 0.268902e-03 0.268902e-03 0.268902e-03
 0.266581e-03 0.266581e-03 0.266581e-03 0.266581e-03
 0.264318e-03 0.264318e-03 0.264318e-03 0.264318e-03
 0.262111e-03 0.262111e-03 0.262111e-03 0.262111e-03
 0.259958e-03 0.259958e-03 0.259958e-03 0.259958e-03
 0.257857e-03 0.257857e-03 0.257857e-03 0.257857e-03
 0.255805e-03 0.255805e-03 0.255805e-03 0.255805e-03
 0.253802e-03 0.253802e-03 0.253802e-03 0.253802e-03
 0.251845e-03 0.251845e-03 0.251845e-03 0.251845e-03
 0.249932e-03 0.249932e-03 0.249932e-03 0.249932e-03
 0.248062e-03 0.248062e-03 0.248062e-03 0.248062e-03
 0.246234e-03 0.246234e-03 0.246234e-03 0.246234e-03
 0.244446e-03 0.244446e-03 0.244446e-03 0.244446e-03
 0.242697e-03 0.242697e-03 0.242697e-03 0.242697e-03
 0.240984e-03 0.240984e-03 0.240984e-03 0.240984e-03
 0.239308e-03 0.239308e-03 0.239308e-03 0.239308e-03
 0.237667e-03 0.237667e-03 0.237667e-03 0.237667e-03
 0.236059e-03 0.236059e-03 0.236059e-03 0.236059e-03
 0.234484e-03 0.234484e-03 0.234484e-03 0.234484e-03
 0.232940e-03 0.232940e-03 0.232940e-03 0.232940e-03
 0.231427e-03 0.231427e-03 0.231427e-03 0.231427e-03
 0.229943e-03 0.229943e-03 0.229943e-03 0.229943e-03
 0.228488e-03 0.228488e-03 0.228488e-03 0.228488e-03
 0.227061e-03 0.227061e-03 0.227061e-03 0.227061e-03
 0.225660e-03 0.225660e-03 0.225660e-03 0.225660e-03
 0.224285e-03 0.224285e-03 0.224285e-03 0.224285e-03
 0.222936e-03 0.222936e-03 0.222936e-03 0.222936e-03
 0.221611e-03 0.221611e-03 0.221611e-03 0.221611e-03
 0.220309e-03 0.220309e-03 0.220309e-03 0.220309e-03
 0.219031e-03 0.219031e-03 0.219031e-03 0.219031e-03
 0.217775e-03 0.217775e-03 0.217775e-03 0.217775e-03
 0.216541e-03 0.216541e-03 0.216541e-03 0.216541e-03
 0.215328e-03 0.215328e-03 0.215328e-03 0.215328e-03
 0.214135e-03 0.214135e-03 0.214135e-03 0.214135e-03
 0.212962e-03 0.212962e-03 0.212962e-03 0.212962e-03
 0.211809e-03 0.211809e-03 0.211809e-03 0.211809e-03
 0.210674e-03 0.210674e-03 0.210674e-03 0.210674e-03
 0.209558e-03 0.209558e-03 0.209558e-03 0.209558e-03
 0.208459e-03 0.208459e-03 0.208459e-03 0.208459e-03
 0.207378e-03 0.207378e-03 0.207378e-03 0.207378e-03
 0.206314e-03 0.206314e-03 0.206314e-03 0.206314e-03
 0.205266e-03 0.205266e-03 0.205266e-03 0.205266e-03
 0.204234e-03 0.204234e-03 0.204234e-03 0.204234e-03
 0.203218e-03 0.203218e-03 0.203218e-03 0.203218e-03
 0.202216e-03 0.202216e-03 0.202216e-03 0.202216e-03
 0.201230e-03 0.201230e-03 0.201230e-03 0.201230e-03
 0.200258e-03 0.200258e-03 0.200258e-03 0.200258e-03
 0.199300e-03 0.199300e-03 0.199300e-03 0.199300e-03
 0.198356e-03 0.198356e-03 0.198356e-03 0.198356e-03
 0.197425e-03 0.197425e-03 0.197425e-03 0.197425e-03
 0.196508e-03 0.196508e-03 0.196508e-03 0.196508e-03
 0.195603e-03 0.195603e-03 0.195603e-03 0.195603e-03
 0.194710e-03 0.194710e-03 0.194710e-03 0.194710e-03
 0.193830e-03 0.193830e-03 0.193830e-03 0.193830e-03
 0.192961e-03 0.192961e-03 0.192961e-03 0.192961e-03
 0.192104e-03 0.192104e-03 0.192104e-03 0.192104e-03
 0.191259e-03 0.191259e-03 0.191259e-03 0.191259e-03
 0.190424e-03 0.190424e-03 0.190424e-03 0.190424e-03
 0.189600e-03 0.189600e-03 0.189600e-03 0.189600e-03
 0.188787e-03 0.188787e-03 0.188787e-03 0.188787e-03
 0.187984e-03 0.187984e-03 0.187984e-03 0.187984e-03
 0.187191e-03 0.187191e-03 0.187191e-03 0.187191e-03
 0.186408e-03 0.186408e-03 0.186408e-03 0.186408e-03
 0.185635e-03 0.185635e-03 0.185635e-03 0.185635e-03
 0.184871e-03 0.184871e-03 0.184871e-03 0.184871e-03
 0.184117e-03 0.184117e-03 0.184117e-03 0.184117e-03
 0.183371e-03 0.183371e-03 0.183371e-03 0.183371e-03
 0.182635e-03 0.182635e-03 0.182635e-03 0.182635e-03
 0.181907e-03 0.181907e-03 0.181907e-03 0.181907e-03
 0.181187e-03 0.181187e-03 0.181187e-03 0.181187e-03
 0.180476e-03 0.180476e-03 0.180476e-03 0.180476e-03
 0.179773e-03 0.179773e-03 0.179773e-03 0.179773e-03
 0.179078e-03 0.179078e-03 0.179078e-03 0.179078e-03
 0.178391e-03 0.178391e-03 0.178391e-03 0.178391e-03
 0.177711e-03 0.177711e-03 0.177711e-03 0.177711e-03
 0.177039e-03 0.177039e-03 0.177039e-03 0.177039e-03
 0.176374e-03 0.176374e-03 0.176374e-03 0.176374e-03
 0.175717e-03 0.175717e-03 0.175717e-03 0.175717e-03
 0.175067e-03 0.175067e-03 0.175067e-03 0.175067e-03
 0.174423e-03 0.174423e-03 0.174423e-03 0.174423e-03
 0.173787e-03 0.173787e-03 0.173787e-03 0.173787e-03
 0.173157e-03 0.173157e-03 0.173157e-03 0.173157e-03
 0.172534e-03 0.172534e-03 0.172534e-03 0.172534e-03
 0.171917e-03 0.171917e-03 0.171917e-03 0.171917e-03
 0.171306e-03 0.171306e-03 0.171306e-03 0.171306e-03
 0.170702e-03 0.170702e-03 0.170702e-03 0.170702e-03
 0.170104e-03 0.170104e-03 0.170104e-03 0.170104e-03
 0.426973e+03 0.426973e+03 0.426973e+03 0.426973e+03
 0.389150e+03 0.389150e+03 0.389150e+03 0.389150e+03
 0.281625e+03 0.281625e+03 0.281625e+03 0.281625e+03
 0.196304e+03 0.196304e+03 0.196304e+03 0.196304e+03
 0.138600e+03 0.138600e+03 0.138600e+03 0.138600e+03
 0.100201e+03 0.100201e+03 0.100201e+03 0.100201e+03
 0.742505e+02 0.742505e+02 0.742505e+02 0.742505e+02
 0.562847e+02 0.562847e+02 0.562847e+02 0.562847e+02
 0.435288e+02 0.435288e+02 0.435288e+02 0.435288e+02
 0.342621e+02 0.342621e+02 0.342621e+02 0.342621e+02
 0.273820e+02 0.273820e+02 0.273820e+02 0.273820e+02
 0.221821e+02 0.221821e+02 0.221821e+02 0.221821e+02
 0.181838e+02 0.181838e+02 0.181838e+02 0.181838e+02
 0.150640e+02 0.150640e+02 0.150640e+02 0.150640e+02
 0.125973e+02 0.125973e+02 0.125973e+02 0.125973e+02
 0.106254e+02 0.106254e+02 0.106254e+02 0.106254e+02
 0.903194e+01 0.903194e+01 0.903194e+01 0.903194e+01
 0.773085e+01 0.773085e+01 0.773085e+01 0.773085e+01
 0.665924e+01 0.665924e+01 0.665924e+01 0.665924e+01
 0.577070e+01 0.577070e+01 0.577070e+01 0.577070e+01
 0.502743e+01 0.502743e+01 0.502743e+01 0.502743e+01
 0.440249e+01 0.440249e+01 0.440249e+01 0.440249e+01
 0.387338e+01 0.387338e+01 0.387338e+01 0.387338e+01
 0.342273e+01 0.342273e+01 0.342273e+01 0.342273e+01
 0.303684e+01 0.303684e+01 0.303684e+01 0.303684e+01
 0.270506e+01 0.270506e+01 0.270506e+01 0.270506e+01
 0.241855e+01 0.241855e+01 0.241855e+01 0.241855e+01
 0.216998e+01 0.216998e+01 0.216998e+01 0.216998e+01
 0.195332e+01 0.195332e+01 0.195332e+01 0.195332e+01
 0.178484e+01 0.178484e+01 0.178484e+01 0.178484e+01
 0.161885e+01 0.161885e+01 0.161885e+01 0.161885e+01
 0.145957e+01 0.145957e+01 0.145957e+01 0.145957e+01
 0.133049e+01 0.133049e+01 0.133049e+01 0.133049e+01
 0.121176e+01 0.121176e+01 0.121176e+01 0.121176e+01
 0.110634e+01 0.110634e+01 0.110634e+01 0.110634e+01
 0.101079e+01 0.101079e+01 0.101079e+01 0.101079e+01
 0.926830e+00 0.926830e+00 0.926830e+00 0.926830e+00
 0.851099e+00 0.851099e+00 0.851099e+00 0.851099e+00
 0.783279e+00 0.783279e+00 0.783279e+00 0.783279e+00
 0.722080e+00 0.722080e+00 0.722080e+00 0.722080e+00
 0.666323e+00 0.666323e+00 0.666323e+00 0.666323e+00
 0.616316e+00 0.616316e+00 0.616316e+00 0.616316e+00
 0.570555e+00 0.570555e+00 0.570555e+00 0.570555e+00
 0.529252e+00 0.529252e+00 0.529252e+00 0.529252e+00
 0.491392e+00 0.491392e+00 0.491392e+00 0.491392e+00
 0.456913e+00 0.456913e+00 0.456913e+00 0.456913e+00
 0.425365e+00 0.425365e+00 0.425365e+00 0.425365e+00
 0.396557e+00 0.396557e+00 0.396557e+00 0.396557e+00
 0.370363e+00 0.370363e+00 0.370363e+00 0.370363e+00
 0.346067e+00 0.346067e+00 0.346067e+00 0.346067e+00
 0.323760e+00 0.323760e+00 0.323760e+00 0.323760e+00
 0.303147e+00 0.303147e+00 0.303147e+00 0.303147e+00
 0.284239e+00 0.284239e+00 0.284239e+00 0.284239e+00
 0.266784e+00 0.266784e+00 0.266784e+00 0.266784e+00
 0.250634e+00 0.250634e+00 0.250634e+00 0.250634e+00
 0.235717e+00 0.235717e+00 0.235717e+00 0.235717e+00
 0.221862e+00 0.221862e+00 0.221862e+00 0.221862e+00
 0.209014e+00 0.209014e+00 0.209014e+00 0.209014e+00
 0.197128e+00 0.197128e+00 0.197128e+00 0.197128e+00
 0.161606e+00 0.161606e+00 0.161606e+00 0.161606e+00
 0.117588e+00 0.117588e+00 0.117588e+00 0.117588e+00
 0.877413e-01 0.877413e-01 0.877413e-01 0.877413e-01
 0.669345e-01 0.669345e-01 0.669345e-01 0.669345e-01
 0.520770e-01 0.520770e-01 0.520770e-01 0.520770e-01
 0.412345e-01 0.412345e-01 0.412345e-01 0.412345e-01
 0.329570e-01 0.329570e-01 0.329570e-01 0.329570e-01
 0.265570e-01 0.265570e-01 0.265570e-01 0.265570e-01
 0.216804e-01 0.216804e-01 0.216804e-01 0.216804e-01
 0.179104e-01 0.179104e-01 0.179104e-01 0.179104e-01
 0.149577e-01 0.149577e-01 0.149577e-01 0.149577e-01
 0.126170e-01 0.126170e-01 0.126170e-01 0.126170e-01
 0.107410e-01 0.107410e-01 0.107410e-01 0.107410e-01
 0.922194e-02 0.922194e-02 0.922194e-02 0.922194e-02
 0.798046e-02 0.798046e-02 0.798046e-02 0.798046e-02
 0.695694e-02 0.695694e-02 0.695694e-02 0.695694e-02
 0.610626e-02 0.610626e-02 0.610626e-02 0.610626e-02
 0.539388e-02 0.539388e-02 0.539388e-02 0.539388e-02
 0.479313e-02 0.479313e-02 0.479313e-02 0.479313e-02
 0.428316e-02 0.428316e-02 0.428316e-02 0.428316e-02
 0.384757e-02 0.384757e-02 0.384757e-02 0.384757e-02
 0.347337e-02 0.347337e-02 0.347337e-02 0.347337e-02
 0.315013e-02 0.315013e-02 0.315013e-02 0.315013e-02
 0.286950e-02 0.286950e-02 0.286950e-02 0.286950e-02
 0.262465e-02 0.262465e-02 0.262465e-02 0.262465e-02
 0.241005e-02 0.241005e-02 0.241005e-02 0.241005e-02
 0.222115e-02 0.222115e-02 0.222115e-02 0.222115e-02
 0.205419e-02 0.205419e-02 0.205419e-02 0.205419e-02
 0.190603e-02 0.190603e-02 0.190603e-02 0.190603e-02
 0.177408e-02 0.177408e-02 0.177408e-02 0.177408e-02
 0.165615e-02 0.165615e-02 0.165615e-02 0.165615e-02
 0.155040e-02 0.155040e-02 0.155040e-02 0.155040e-02
 0.145526e-02 0.145526e-02 0.145526e-02 0.145526e-02
 0.136940e-02 0.136940e-02 0.136940e-02 0.136940e-02
 0.129171e-02 0.129171e-02 0.129171e-02 0.129171e-02
 0.122120e-02 0.122120e-02 0.122120e-02 0.122120e-02
 0.115705e-02 0.115705e-02 0.115705e-02 0.115705e-02
 0.109852e-02 0.109852e-02 0.109852e-02 0.109852e-02
 0.104500e-02 0.104500e-02 0.104500e-02 0.104500e-02
 0.995949e-03 0.995949e-03 0.995949e-03 0.995949e-03
 0.950888e-03 0.950888e-03 0.950888e-03 0.950888e-03
 0.909404e-03 0.909404e-03 0.909404e-03 0.909404e-03
 0.871135e-03 0.871135e-03 0.871135e-03 0.871135e-03
 0.835763e-03 0.835763e-03 0.835763e-03 0.835763e-03
 0.803005e-03 0.803005e-03 0.803005e-03 0.803005e-03
 0.772612e-03 0.772612e-03 0.772612e-03 0.772612e-03
 0.744365e-03 0.744365e-03 0.744365e-03 0.744365e-03
 0.718066e-03 0.718066e-03 0.718066e-03 0.718066e-03
 0.693542e-03 0.693542e-03 0.693542e-03 0.693542e-03
 0.670637e-03 0.670637e-03 0.670637e-03 0.670637e-03
 0.649210e-03 0.649210e-03 0.649210e-03 0.649210e-03
 0.629137e-03 0.629137e-03 0.629137e-03 0.629137e-03
 0.610306e-03 0.610306e-03 0.610306e-03 0.610306e-03
 0.592615e-03 0.592615e-03 0.592615e-03 0.592615e-03
 0.575974e-03 0.575974e-03 0.575974e-03 0.575974e-03
 0.560300e-03 0.560300e-03 0.560300e-03 0.560300e-03
 0.545517e-03 0.545517e-03 0.545517e-03 0.545517e-03
 0.531560e-03 0.531560e-03 0.531560e-03 0.531560e-03
 0.518365e-03 0.518365e-03 0.518365e-03 0.518365e-03
 0.505878e-03 0.505878e-03 0.505878e-03 0.505878e-03
 0.494048e-03 0.494048e-03 0.494048e-03 0.494048e-03
 0.482827e-03 0.482827e-03 0.482827e-03 0.482827e-03
 0.472174e-03 0.472174e-03 0.472174e-03 0.472174e-03
 0.462049e-03 0.462049e-03 0.462049e-03 0.462049e-03
 0.452418e-03 0.452418e-03 0.452418e-03 0.452418e-03
 0.443246e-03 0.443246e-03 0.443246e-03 0.443246e-03
 0.434505e-03 0.434505e-03 0.434505e-03 0.434505e-03
 0.426166e-03 0.426166e-03 0.426166e-03 0.426166e-03
 0.418205e-03 0.418205e-03 0.418205e-03 0.418205e-03
 0.410597e-03 0.410597e-03 0.410597e-03 0.410597e-03
 0.403321e-03 0.403321e-03 0.403321e-03 0.403321e-03
 0.396357e-03 0.396357e-03 0.396357e-03 0.396357e-03
 0.389686e-03 0.389686e-03 0.389686e-03 0.389686e-03
 0.383291e-03 0.383291e-03 0.383291e-03 0.383291e-03
 0.377156e-03 0.377156e-03 0.377156e-03 0.377156e-03
 0.371266e-03 0.371266e-03 0.371266e-03 0.371266e-03
 0.365607e-03 0.365607e-03 0.365607e-03 0.365607e-03
 0.360167e-03 0.360167e-03 0.360167e-03 0.360167e-03
 0.354934e-03 0.354934e-03 0.354934e-03 0.354934e-03
 0.349896e-03 0.349896e-03 0.349896e-03 0.349896e-03
 0.345044e-03 0.345044e-03 0.345044e-03 0.345044e-03
 0.340366e-03 0.340366e-03 0.340366e-03 0.340366e-03
 0.335855e-03 0.335855e-03 0.335855e-03 0.335855e-03
 0.331502e-03 0.331502e-03 0.331502e-03 0.331502e-03
 0.327298e-03 0.327298e-03 0.327298e-03 0.327298e-03
 0.323237e-03 0.323237e-03 0.323237e-03 0.323237e-03
 0.319311e-03 0.319311e-03 0.319311e-03 0.319311e-03
 0.315514e-03 0.315514e-03 0.315514e-03 0.315514e-03
