 R11 R12 R21 R22
 -0.101045e-02 -0.101045e-02 -0.101045e-02 -0.101045e-02
 -0.998774e-03 -0.998774e-03 -0.998774e-03 -0.998774e-03
 -0.987366e-03 -0.987366e-03 -0.987366e-03 -0.987366e-03
 -0.976219e-03 -0.976219e-03 -0.976219e-03 -0.976219e-03
 -0.965324e-03 -0.965324e-03 -0.965324e-03 -0.965324e-03
 -0.954672e-03 -0.954672e-03 -0.954672e-03 -0.954672e-03
 -0.944257e-03 -0.944257e-03 -0.944257e-03 -0.944257e-03
 -0.934070e-03 -0.934070e-03 -0.934070e-03 -0.934070e-03
 -0.924105e-03 -0.924105e-03 -0.924105e-03 -0.924105e-03
 -0.914353e-03 -0.914353e-03 -0.914353e-03 -0.914353e-03
 -0.904810e-03 -0.904810e-03 -0.904810e-03 -0.904810e-03
 -0.895467e-03 -0.895467e-03 -0.895467e-03 -0.895467e-03
 -0.886319e-03 -0.886319e-03 -0.886319e-03 -0.886319e-03
 -0.877361e-03 -0.877361e-03 -0.877361e-03 -0.877361e-03
 -0.868586e-03 -0.868586e-03 -0.868586e-03 -0.868586e-03
 -0.859989e-03 -0.859989e-03 -0.859989e-03 -0.859989e-03
 -0.851564e-03 -0.851564e-03 -0.851564e-03 -0.851564e-03
 -0.843308e-03 -0.843308e-03 -0.843308e-03 -0.843308e-03
 -0.835213e-03 -0.835213e-03 -0.835213e-03 -0.835213e-03
 -0.827277e-03 -0.827277e-03 -0.827277e-03 -0.827277e-03
 -0.819495e-03 -0.819495e-03 -0.819495e-03 -0.819495e-03
 -0.811862e-03 -0.811862e-03 -0.811862e-03 -0.811862e-03
 -0.804373e-03 -0.804373e-03 -0.804373e-03 -0.804373e-03
 -0.797026e-03 -0.797026e-03 -0.797026e-03 -0.797026e-03
 -0.789816e-03 -0.789816e-03 -0.789816e-03 -0.789816e-03
 -0.782738e-03 -0.782738e-03 -0.782738e-03 -0.782738e-03
 -0.775791e-03 -0.775791e-03 -0.775791e-03 -0.775791e-03
 -0.768970e-03 -0.768970e-03 -0.768970e-03 -0.768970e-03
 -0.762271e-03 -0.762271e-03 -0.762271e-03 -0.762271e-03
 -0.755693e-03 -0.755693e-03 -0.755693e-03 -0.755693e-03
 -0.749230e-03 -0.749230e-03 -0.749230e-03 -0.749230e-03
 -0.742881e-03 -0.742881e-03 -0.742881e-03 -0.742881e-03
 -0.736642e-03 -0.736642e-03 -0.736642e-03 -0.736642e-03
 -0.730511e-03 -0.730511e-03 -0.730511e-03 -0.730511e-03
 -0.724484e-03 -0.724484e-03 -0.724484e-03 -0.724484e-03
 -0.718560e-03 -0.718560e-03 -0.718560e-03 -0.718560e-03
 -0.712737e-03 -0.712737e-03 -0.712737e-03 -0.712737e-03
 -0.707008e-03 -0.707008e-03 -0.707008e-03 -0.707008e-03
 -0.701375e-03 -0.701375e-03 -0.701375e-03 -0.701375e-03
 -0.695834e-03 -0.695834e-03 -0.695834e-03 -0.695834e-03
 -0.690384e-03 -0.690384e-03 -0.690384e-03 -0.690384e-03
 -0.685021e-03 -0.685021e-03 -0.685021e-03 -0.685021e-03
 -0.679744e-03 -0.679744e-03 -0.679744e-03 -0.679744e-03
 -0.674551e-03 -0.674551e-03 -0.674551e-03 -0.674551e-03
 -0.669440e-03 -0.669440e-03 -0.669440e-03 -0.669440e-03
 -0.664409e-03 -0.664409e-03 -0.664409e-03 -0.664409e-03
 -0.659455e-03 -0.659455e-03 -0.659455e-03 -0.659455e-03
 -0.654578e-03 -0.654578e-03 -0.654578e-03 -0.654578e-03
 -0.649776e-03 -0.649776e-03 -0.649776e-03 -0.649776e-03
 -0.645046e-03 -0.645046e-03 -0.645046e-03 -0.645046e-03
 -0.640387e-03 -0.640387e-03 -0.640387e-03 -0.640387e-03
 -0.635797e-03 -0.635797e-03 -0.635797e-03 -0.635797e-03
 -0.631276e-03 -0.631276e-03 -0.631276e-03 -0.631276e-03
 -0.626821e-03 -0.626821e-03 -0.626821e-03 -0.626821e-03
 -0.622431e-03 -0.622431e-03 -0.622431e-03 -0.622431e-03
 -0.618104e-03 -0.618104e-03 -0.618104e-03 -0.618104e-03
 -0.613840e-03 -0.613840e-03 -0.613840e-03 -0.613840e-03
 -0.609636e-03 -0.609636e-03 -0.609636e-03 -0.609636e-03
 -0.605492e-03 -0.605492e-03 -0.605492e-03 -0.605492e-03
 -0.601406e-03 -0.601406e-03 -0.601406e-03 -0.601406e-03
 -0.597377e-03 -0.597377e-03 -0.597377e-03 -0.597377e-03
 -0.593404e-03 -0.593404e-03 -0.593404e-03 -0.593404e-03
 -0.589486e-03 -0.589486e-03 -0.589486e-03 -0.589486e-03
 -0.585621e-03 -0.585621e-03 -0.585621e-03 -0.585621e-03
 -0.581809e-03 -0.581809e-03 -0.581809e-03 -0.581809e-03
 -0.578048e-03 -0.578048e-03 -0.578048e-03 -0.578048e-03
 -0.574337e-03 -0.574337e-03 -0.574337e-03 -0.574337e-03
 -0.570676e-03 -0.570676e-03 -0.570676e-03 -0.570676e-03
 -0.567063e-03 -0.567063e-03 -0.567063e-03 -0.567063e-03
 -0.563497e-03 -0.563497e-03 -0.563497e-03 -0.563497e-03
 -0.559978e-03 -0.559978e-03 -0.559978e-03 -0.559978e-03
 -0.556504e-03 -0.556504e-03 -0.556504e-03 -0.556504e-03
 -0.553075e-03 -0.553075e-03 -0.553075e-03 -0.553075e-03
 -0.549690e-03 -0.549690e-03 -0.549690e-03 -0.549690e-03
 -0.546347e-03 -0.546347e-03 -0.546347e-03 -0.546347e-03
 -0.543047e-03 -0.543047e-03 -0.543047e-03 -0.543047e-03
 -0.539788e-03 -0.539788e-03 -0.539788e-03 -0.539788e-03
 -0.536569e-03 -0.536569e-03 -0.536569e-03 -0.536569e-03
 -0.533390e-03 -0.533390e-03 -0.533390e-03 -0.533390e-03
 -0.530250e-03 -0.530250e-03 -0.530250e-03 -0.530250e-03
 -0.527149e-03 -0.527149e-03 -0.527149e-03 -0.527149e-03
 -0.524085e-03 -0.524085e-03 -0.524085e-03 -0.524085e-03
 -0.521057e-03 -0.521057e-03 -0.521057e-03 -0.521057e-03
 -0.518067e-03 -0.518067e-03 -0.518067e-03 -0.518067e-03
 -0.515111e-03 -0.515111e-03 -0.515111e-03 -0.515111e-03
 -0.512191e-03 -0.512191e-03 -0.512191e-03 -0.512191e-03
 -0.509305e-03 -0.509305e-03 -0.509305e-03 -0.509305e-03
 -0.506452e-03 -0.506452e-03 -0.506452e-03 -0.506452e-03
 -0.503633e-03 -0.503633e-03 -0.503633e-03 -0.503633e-03
 -0.500846e-03 -0.500846e-03 -0.500846e-03 -0.500846e-03
 -0.498091e-03 -0.498091e-03 -0.498091e-03 -0.498091e-03
 -0.495368e-03 -0.495368e-03 -0.495368e-03 -0.495368e-03
 -0.492675e-03 -0.492675e-03 -0.492675e-03 -0.492675e-03
 -0.490013e-03 -0.490013e-03 -0.490013e-03 -0.490013e-03
 -0.487381e-03 -0.487381e-03 -0.487381e-03 -0.487381e-03
 -0.484777e-03 -0.484777e-03 -0.484777e-03 -0.484777e-03
 -0.482203e-03 -0.482203e-03 -0.482203e-03 -0.482203e-03
 -0.479657e-03 -0.479657e-03 -0.479657e-03 -0.479657e-03
 -0.477139e-03 -0.477139e-03 -0.477139e-03 -0.477139e-03
 -0.474648e-03 -0.474648e-03 -0.474648e-03 -0.474648e-03
 -0.472184e-03 -0.472184e-03 -0.472184e-03 -0.472184e-03
 -0.469747e-03 -0.469747e-03 -0.469747e-03 -0.469747e-03
 -0.467335e-03 -0.467335e-03 -0.467335e-03 -0.467335e-03
 -0.464947e-03 -0.464947e-03 -0.464947e-03 -0.464947e-03
 -0.462589e-03 -0.462589e-03 -0.462589e-03 -0.462589e-03
 -0.460254e-03 -0.460254e-03 -0.460254e-03 -0.460254e-03
 -0.457943e-03 -0.457943e-03 -0.457943e-03 -0.457943e-03
 -0.455655e-03 -0.455655e-03 -0.455655e-03 -0.455655e-03
 -0.453392e-03 -0.453392e-03 -0.453392e-03 -0.453392e-03
 -0.451152e-03 -0.451152e-03 -0.451152e-03 -0.451152e-03
 -0.448935e-03 -0.448935e-03 -0.448935e-03 -0.448935e-03
 -0.446740e-03 -0.446740e-03 -0.446740e-03 -0.446740e-03
 -0.444567e-03 -0.444567e-03 -0.444567e-03 -0.444567e-03
 -0.442417e-03 -0.442417e-03 -0.442417e-03 -0.442417e-03
 -0.440288e-03 -0.440288e-03 -0.440288e-03 -0.440288e-03
 -0.438180e-03 -0.438180e-03 -0.438180e-03 -0.438180e-03
 -0.436093e-03 -0.436093e-03 -0.436093e-03 -0.436093e-03
 -0.434027e-03 -0.434027e-03 -0.434027e-03 -0.434027e-03
 -0.431981e-03 -0.431981e-03 -0.431981e-03 -0.431981e-03
 -0.429955e-03 -0.429955e-03 -0.429955e-03 -0.429955e-03
 -0.427949e-03 -0.427949e-03 -0.427949e-03 -0.427949e-03
 -0.425962e-03 -0.425962e-03 -0.425962e-03 -0.425962e-03
 -0.134554e+01 -0.134554e+01 -0.134554e+01 -0.134554e+01
 -0.140965e+01 -0.140965e+01 -0.140965e+01 -0.140965e+01
 -0.106737e+01 -0.106737e+01 -0.106737e+01 -0.106737e+01
 -0.740882e+00 -0.740882e+00 -0.740882e+00 -0.740882e+00
 -0.477848e+00 -0.477848e+00 -0.477848e+00 -0.477848e+00
 -0.330885e+00 -0.330885e+00 -0.330885e+00 -0.330885e+00
 -0.241254e+00 -0.241254e+00 -0.241254e+00 -0.241254e+00
 -0.182976e+00 -0.182976e+00 -0.182976e+00 -0.182976e+00
 -0.143182e+00 -0.143182e+00 -0.143182e+00 -0.143182e+00
 -0.114936e+00 -0.114936e+00 -0.114936e+00 -0.114936e+00
 -0.942445e-01 -0.942445e-01 -0.942445e-01 -0.942445e-01
 -0.786846e-01 -0.786846e-01 -0.786846e-01 -0.786846e-01
 -0.667216e-01 -0.667216e-01 -0.667216e-01 -0.667216e-01
 -0.573474e-01 -0.573474e-01 -0.573474e-01 -0.573474e-01
 -0.498793e-01 -0.498793e-01 -0.498793e-01 -0.498793e-01
 -0.438427e-01 -0.438427e-01 -0.438427e-01 -0.438427e-01
 -0.389001e-01 -0.389001e-01 -0.389001e-01 -0.389001e-01
 -0.348063e-01 -0.348063e-01 -0.348063e-01 -0.348063e-01
 -0.313804e-01 -0.313804e-01 -0.313804e-01 -0.313804e-01
 -0.284865e-01 -0.284865e-01 -0.284865e-01 -0.284865e-01
 -0.260210e-01 -0.260210e-01 -0.260210e-01 -0.260210e-01
 -0.239041e-01 -0.239041e-01 -0.239041e-01 -0.239041e-01
 -0.220735e-01 -0.220735e-01 -0.220735e-01 -0.220735e-01
 -0.204801e-01 -0.204801e-01 -0.204801e-01 -0.204801e-01
 -0.190845e-01 -0.190845e-01 -0.190845e-01 -0.190845e-01
 -0.178554e-01 -0.178554e-01 -0.178554e-01 -0.178554e-01
 -0.167672e-01 -0.167672e-01 -0.167672e-01 -0.167672e-01
 -0.157989e-01 -0.157989e-01 -0.157989e-01 -0.157989e-01
 -0.149335e-01 -0.149335e-01 -0.149335e-01 -0.149335e-01
 -0.141566e-01 -0.141566e-01 -0.141566e-01 -0.141566e-01
 -0.134564e-01 -0.134564e-01 -0.134564e-01 -0.134564e-01
 -0.128229e-01 -0.128229e-01 -0.128229e-01 -0.128229e-01
 -0.122477e-01 -0.122477e-01 -0.122477e-01 -0.122477e-01
 -0.117237e-01 -0.117237e-01 -0.117237e-01 -0.117237e-01
 -0.112447e-01 -0.112447e-01 -0.112447e-01 -0.112447e-01
 -0.108057e-01 -0.108057e-01 -0.108057e-01 -0.108057e-01
 -0.104020e-01 -0.104020e-01 -0.104020e-01 -0.104020e-01
 -0.100298e-01 -0.100298e-01 -0.100298e-01 -0.100298e-01
 -0.968588e-02 -0.968588e-02 -0.968588e-02 -0.968588e-02
 -0.936718e-02 -0.936718e-02 -0.936718e-02 -0.936718e-02
 -0.907119e-02 -0.907119e-02 -0.907119e-02 -0.907119e-02
 -0.879567e-02 -0.879567e-02 -0.879567e-02 -0.879567e-02
 -0.853867e-02 -0.853867e-02 -0.853867e-02 -0.853867e-02
 -0.829844e-02 -0.829844e-02 -0.829844e-02 -0.829844e-02
 -0.807346e-02 -0.807346e-02 -0.807346e-02 -0.807346e-02
 -0.786235e-02 -0.786235e-02 -0.786235e-02 -0.786235e-02
 -0.766392e-02 -0.766392e-02 -0.766392e-02 -0.766392e-02
 -0.747708e-02 -0.747708e-02 -0.747708e-02 -0.747708e-02
 -0.730086e-02 -0.730086e-02 -0.730086e-02 -0.730086e-02
 -0.713440e-02 -0.713440e-02 -0.713440e-02 -0.713440e-02
 -0.697692e-02 -0.697692e-02 -0.697692e-02 -0.697692e-02
 -0.682772e-02 -0.682772e-02 -0.682772e-02 -0.682772e-02
 -0.668617e-02 -0.668617e-02 -0.668617e-02 -0.668617e-02
 -0.655169e-02 -0.655169e-02 -0.655169e-02 -0.655169e-02
 -0.642376e-02 -0.642376e-02 -0.642376e-02 -0.642376e-02
 -0.630192e-02 -0.630192e-02 -0.630192e-02 -0.630192e-02
 -0.618574e-02 -0.618574e-02 -0.618574e-02 -0.618574e-02
 -0.607483e-02 -0.607483e-02 -0.607483e-02 -0.607483e-02
 -0.596882e-02 -0.596882e-02 -0.596882e-02 -0.596882e-02
 -0.563201e-02 -0.563201e-02 -0.563201e-02 -0.563201e-02
 -0.515404e-02 -0.515404e-02 -0.515404e-02 -0.515404e-02
 -0.476869e-02 -0.476869e-02 -0.476869e-02 -0.476869e-02
 -0.445017e-02 -0.445017e-02 -0.445017e-02 -0.445017e-02
 -0.418143e-02 -0.418143e-02 -0.418143e-02 -0.418143e-02
 -0.395077e-02 -0.395077e-02 -0.395077e-02 -0.395077e-02
 -0.374991e-02 -0.374991e-02 -0.374991e-02 -0.374991e-02
 -0.357286e-02 -0.357286e-02 -0.357286e-02 -0.357286e-02
 -0.341516e-02 -0.341516e-02 -0.341516e-02 -0.341516e-02
 -0.327343e-02 -0.327343e-02 -0.327343e-02 -0.327343e-02
 -0.314506e-02 -0.314506e-02 -0.314506e-02 -0.314506e-02
 -0.302800e-02 -0.302800e-02 -0.302800e-02 -0.302800e-02
 -0.292063e-02 -0.292063e-02 -0.292063e-02 -0.292063e-02
 -0.282163e-02 -0.282163e-02 -0.282163e-02 -0.282163e-02
 -0.272993e-02 -0.272993e-02 -0.272993e-02 -0.272993e-02
 -0.264464e-02 -0.264464e-02 -0.264464e-02 -0.264464e-02
 -0.256503e-02 -0.256503e-02 -0.256503e-02 -0.256503e-02
 -0.249047e-02 -0.249047e-02 -0.249047e-02 -0.249047e-02
 -0.242044e-02 -0.242044e-02 -0.242044e-02 -0.242044e-02
 -0.235449e-02 -0.235449e-02 -0.235449e-02 -0.235449e-02
 -0.229224e-02 -0.229224e-02 -0.229224e-02 -0.229224e-02
 -0.223334e-02 -0.223334e-02 -0.223334e-02 -0.223334e-02
 -0.217750e-02 -0.217750e-02 -0.217750e-02 -0.217750e-02
 -0.212448e-02 -0.212448e-02 -0.212448e-02 -0.212448e-02
 -0.207403e-02 -0.207403e-02 -0.207403e-02 -0.207403e-02
 -0.202597e-02 -0.202597e-02 -0.202597e-02 -0.202597e-02
 -0.198012e-02 -0.198012e-02 -0.198012e-02 -0.198012e-02
 -0.193631e-02 -0.193631e-02 -0.193631e-02 -0.193631e-02
 -0.189441e-02 -0.189441e-02 -0.189441e-02 -0.189441e-02
 -0.185428e-02 -0.185428e-02 -0.185428e-02 -0.185428e-02
 -0.181581e-02 -0.181581e-02 -0.181581e-02 -0.181581e-02
 -0.177890e-02 -0.177890e-02 -0.177890e-02 -0.177890e-02
 -0.174344e-02 -0.174344e-02 -0.174344e-02 -0.174344e-02
 -0.170936e-02 -0.170936e-02 -0.170936e-02 -0.170936e-02
 -0.167656e-02 -0.167656e-02 -0.167656e-02 -0.167656e-02
 -0.164498e-02 -0.164498e-02 -0.164498e-02 -0.164498e-02
 -0.161456e-02 -0.161456e-02 -0.161456e-02 -0.161456e-02
 -0.158521e-02 -0.158521e-02 -0.158521e-02 -0.158521e-02
 -0.155690e-02 -0.155690e-02 -0.155690e-02 -0.155690e-02
 -0.152956e-02 -0.152956e-02 -0.152956e-02 -0.152956e-02
 -0.150315e-02 -0.150315e-02 -0.150315e-02 -0.150315e-02
 -0.147762e-02 -0.147762e-02 -0.147762e-02 -0.147762e-02
 -0.145293e-02 -0.145293e-02 -0.145293e-02 -0.145293e-02
 -0.142904e-02 -0.142904e-02 -0.142904e-02 -0.142904e-02
 -0.140590e-02 -0.140590e-02 -0.140590e-02 -0.140590e-02
 -0.138349e-02 -0.138349e-02 -0.138349e-02 -0.138349e-02
 -0.136177e-02 -0.136177e-02 -0.136177e-02 -0.136177e-02
 -0.134071e-02 -0.134071e-02 -0.134071e-02 -0.134071e-02
 -0.132029e-02 -0.132029e-02 -0.132029e-02 -0.132029e-02
 -0.130046e-02 -0.130046e-02 -0.130046e-02 -0.130046e-02
 -0.128122e-02 -0.128122e-02 -0.128122e-02 -0.128122e-02
 -0.126253e-02 -0.126253e-02 -0.126253e-02 -0.126253e-02
 -0.124437e-02 -0.124437e-02 -0.124437e-02 -0.124437e-02
 -0.122672e-02 -0.122672e-02 -0.122672e-02 -0.122672e-02
 -0.120957e-02 -0.120957e-02 -0.120957e-02 -0.120957e-02
 -0.119288e-02 -0.119288e-02 -0.119288e-02 -0.119288e-02
 -0.117664e-02 -0.117664e-02 -0.117664e-02 -0.117664e-02
 -0.116083e-02 -0.116083e-02 -0.116083e-02 -0.116083e-02
 -0.114545e-02 -0.114545e-02 -0.114545e-02 -0.114545e-02
 -0.113046e-02 -0.113046e-02 -0.113046e-02 -0.113046e-02
 -0.111586e-02 -0.111586e-02 -0.111586e-02 -0.111586e-02
 -0.110164e-02 -0.110164e-02 -0.110164e-02 -0.110164e-02
 -0.108777e-02 -0.108777e-02 -0.108777e-02 -0.108777e-02
 -0.107425e-02 -0.107425e-02 -0.107425e-02 -0.107425e-02
 -0.106106e-02 -0.106106e-02 -0.106106e-02 -0.106106e-02
 -0.104819e-02 -0.104819e-02 -0.104819e-02 -0.104819e-02
 -0.103563e-02 -0.103563e-02 -0.103563e-02 -0.103563e-02
 -0.102337e-02 -0.102337e-02 -0.102337e-02 -0.102337e-02
 -0.101140e-02 -0.101140e-02 -0.101140e-02 -0.101140e-02
 -0.999715e-03 -0.999715e-03 -0.999715e-03 -0.999715e-03
 -0.988295e-03 -0.988295e-03 -0.988295e-03 -0.988295e-03
 -0.977137e-03 -0.977137e-03 -0.977137e-03 -0.977137e-03
 -0.966230e-03 -0.966230e-03 -0.966230e-03 -0.966230e-03
 -0.955569e-03 -0.955569e-03 -0.955569e-03 -0.955569e-03
 -0.945143e-03 -0.945143e-03 -0.945143e-03 -0.945143e-03
 -0.934946e-03 -0.934946e-03 -0.934946e-03 -0.934946e-03
 -0.924970e-03 -0.924970e-03 -0.924970e-03 -0.924970e-03
 -0.915209e-03 -0.915209e-03 -0.915209e-03 -0.915209e-03
 -0.905656e-03 -0.905656e-03 -0.905656e-03 -0.905656e-03
 -0.896304e-03 -0.896304e-03 -0.896304e-03 -0.896304e-03
 -0.887148e-03 -0.887148e-03 -0.887148e-03 -0.887148e-03
 -0.878180e-03 -0.878180e-03 -0.878180e-03 -0.878180e-03
 -0.869396e-03 -0.869396e-03 -0.869396e-03 -0.869396e-03
 -0.860791e-03 -0.860791e-03 -0.860791e-03 -0.860791e-03
 -0.852358e-03 -0.852358e-03 -0.852358e-03 -0.852358e-03
 -0.844093e-03 -0.844093e-03 -0.844093e-03 -0.844093e-03
 -0.835991e-03 -0.835991e-03 -0.835991e-03 -0.835991e-03
 -0.828047e-03 -0.828047e-03 -0.828047e-03 -0.828047e-03
 -0.820257e-03 -0.820257e-03 -0.820257e-03 -0.820257e-03
 -0.812616e-03 -0.812616e-03 -0.812616e-03 -0.812616e-03
 -0.805120e-03 -0.805120e-03 -0.805120e-03 -0.805120e-03
 -0.797766e-03 -0.797766e-03 -0.797766e-03 -0.797766e-03
 -0.790548e-03 -0.790548e-03 -0.790548e-03 -0.790548e-03
 -0.783464e-03 -0.783464e-03 -0.783464e-03 -0.783464e-03
 -0.776510e-03 -0.776510e-03 -0.776510e-03 -0.776510e-03
 -0.769682e-03 -0.769682e-03 -0.769682e-03 -0.769682e-03
 -0.762977e-03 -0.762977e-03 -0.762977e-03 -0.762977e-03
 -0.756392e-03 -0.756392e-03 -0.756392e-03 -0.756392e-03
 -0.749923e-03 -0.749923e-03 -0.749923e-03 -0.749923e-03
 -0.743568e-03 -0.743568e-03 -0.743568e-03 -0.743568e-03
 -0.737323e-03 -0.737323e-03 -0.737323e-03 -0.737323e-03
 -0.731186e-03 -0.731186e-03 -0.731186e-03 -0.731186e-03
 -0.725154e-03 -0.725154e-03 -0.725154e-03 -0.725154e-03
 -0.719225e-03 -0.719225e-03 -0.719225e-03 -0.719225e-03
 -0.713395e-03 -0.713395e-03 -0.713395e-03 -0.713395e-03
 -0.707660e-03 -0.707660e-03 -0.707660e-03 -0.707660e-03
 -0.702021e-03 -0.702021e-03 -0.702021e-03 -0.702021e-03
 -0.696476e-03 -0.696476e-03 -0.696476e-03 -0.696476e-03
 -0.691020e-03 -0.691020e-03 -0.691020e-03 -0.691020e-03
 -0.685652e-03 -0.685652e-03 -0.685652e-03 -0.685652e-03
 -0.680370e-03 -0.680370e-03 -0.680370e-03 -0.680370e-03
 -0.675172e-03 -0.675172e-03 -0.675172e-03 -0.675172e-03
 -0.670056e-03 -0.670056e-03 -0.670056e-03 -0.670056e-03
 -0.665020e-03 -0.665020e-03 -0.665020e-03 -0.665020e-03
 -0.660062e-03 -0.660062e-03 -0.660062e-03 -0.660062e-03
 -0.655180e-03 -0.655180e-03 -0.655180e-03 -0.655180e-03
 -0.650373e-03 -0.650373e-03 -0.650373e-03 -0.650373e-03
 -0.645638e-03 -0.645638e-03 -0.645638e-03 -0.645638e-03
 -0.640975e-03 -0.640975e-03 -0.640975e-03 -0.640975e-03
 -0.636381e-03 -0.636381e-03 -0.636381e-03 -0.636381e-03
 -0.631855e-03 -0.631855e-03 -0.631855e-03 -0.631855e-03
 -0.627396e-03 -0.627396e-03 -0.627396e-03 -0.627396e-03
 -0.623001e-03 -0.623001e-03 -0.623001e-03 -0.623001e-03
 -0.618671e-03 -0.618671e-03 -0.618671e-03 -0.618671e-03
 -0.614402e-03 -0.614402e-03 -0.614402e-03 -0.614402e-03
 -0.610195e-03 -0.610195e-03 -0.610195e-03 -0.610195e-03
 -0.606047e-03 -0.606047e-03 -0.606047e-03 -0.606047e-03
 -0.601957e-03 -0.601957e-03 -0.601957e-03 -0.601957e-03
 -0.597924e-03 -0.597924e-03 -0.597924e-03 -0.597924e-03
 -0.593947e-03 -0.593947e-03 -0.593947e-03 -0.593947e-03
 -0.590025e-03 -0.590025e-03 -0.590025e-03 -0.590025e-03
 -0.586157e-03 -0.586157e-03 -0.586157e-03 -0.586157e-03
 -0.582341e-03 -0.582341e-03 -0.582341e-03 -0.582341e-03
 -0.578576e-03 -0.578576e-03 -0.578576e-03 -0.578576e-03
 -0.574862e-03 -0.574862e-03 -0.574862e-03 -0.574862e-03
 -0.571197e-03 -0.571197e-03 -0.571197e-03 -0.571197e-03
 -0.567581e-03 -0.567581e-03 -0.567581e-03 -0.567581e-03
 -0.564012e-03 -0.564012e-03 -0.564012e-03 -0.564012e-03
 -0.560489e-03 -0.560489e-03 -0.560489e-03 -0.560489e-03
 -0.557012e-03 -0.557012e-03 -0.557012e-03 -0.557012e-03
 -0.553580e-03 -0.553580e-03 -0.553580e-03 -0.553580e-03
 -0.550191e-03 -0.550191e-03 -0.550191e-03 -0.550191e-03
 -0.546845e-03 -0.546845e-03 -0.546845e-03 -0.546845e-03
 -0.543542e-03 -0.543542e-03 -0.543542e-03 -0.543542e-03
 -0.540279e-03 -0.540279e-03 -0.540279e-03 -0.540279e-03
 -0.537058e-03 -0.537058e-03 -0.537058e-03 -0.537058e-03
 -0.533876e-03 -0.533876e-03 -0.533876e-03 -0.533876e-03
 -0.530733e-03 -0.530733e-03 -0.530733e-03 -0.530733e-03
 -0.527629e-03 -0.527629e-03 -0.527629e-03 -0.527629e-03
 -0.524562e-03 -0.524562e-03 -0.524562e-03 -0.524562e-03
 -0.521532e-03 -0.521532e-03 -0.521532e-03 -0.521532e-03
 -0.518538e-03 -0.518538e-03 -0.518538e-03 -0.518538e-03
 -0.515580e-03 -0.515580e-03 -0.515580e-03 -0.515580e-03
 -0.512657e-03 -0.512657e-03 -0.512657e-03 -0.512657e-03
 -0.509768e-03 -0.509768e-03 -0.509768e-03 -0.509768e-03
 -0.506913e-03 -0.506913e-03 -0.506913e-03 -0.506913e-03
 -0.504091e-03 -0.504091e-03 -0.504091e-03 -0.504091e-03
 -0.501301e-03 -0.501301e-03 -0.501301e-03 -0.501301e-03
 -0.498544e-03 -0.498544e-03 -0.498544e-03 -0.498544e-03
 -0.495818e-03 -0.495818e-03 -0.495818e-03 -0.495818e-03
 -0.493123e-03 -0.493123e-03 -0.493123e-03 -0.493123e-03
 -0.490458e-03 -0.490458e-03 -0.490458e-03 -0.490458e-03
 -0.487823e-03 -0.487823e-03 -0.487823e-03 -0.487823e-03
 -0.485217e-03 -0.485217e-03 -0.485217e-03 -0.485217e-03
 -0.482641e-03 -0.482641e-03 -0.482641e-03 -0.482641e-03
 -0.480092e-03 -0.480092e-03 -0.480092e-03 -0.480092e-03
 -0.477572e-03 -0.477572e-03 -0.477572e-03 -0.477572e-03
 -0.475078e-03 -0.475078e-03 -0.475078e-03 -0.475078e-03
 -0.472612e-03 -0.472612e-03 -0.472612e-03 -0.472612e-03
 -0.470173e-03 -0.470173e-03 -0.470173e-03 -0.470173e-03
 -0.467759e-03 -0.467759e-03 -0.467759e-03 -0.467759e-03
 -0.465369e-03 -0.465369e-03 -0.465369e-03 -0.465369e-03
 -0.463008e-03 -0.463008e-03 -0.463008e-03 -0.463008e-03
 -0.460671e-03 -0.460671e-03 -0.460671e-03 -0.460671e-03
 -0.458357e-03 -0.458357e-03 -0.458357e-03 -0.458357e-03
 -0.456068e-03 -0.456068e-03 -0.456068e-03 -0.456068e-03
 -0.453802e-03 -0.453802e-03 -0.453802e-03 -0.453802e-03
 -0.451560e-03 -0.451560e-03 -0.451560e-03 -0.451560e-03
 -0.449341e-03 -0.449341e-03 -0.449341e-03 -0.449341e-03
 -0.447144e-03 -0.447144e-03 -0.447144e-03 -0.447144e-03
 -0.444970e-03 -0.444970e-03 -0.444970e-03 -0.444970e-03
 -0.442817e-03 -0.442817e-03 -0.442817e-03 -0.442817e-03
 -0.440686e-03 -0.440686e-03 -0.440686e-03 -0.440686e-03
 -0.438576e-03 -0.438576e-03 -0.438576e-03 -0.438576e-03
 -0.436488e-03 -0.436488e-03 -0.436488e-03 -0.436488e-03
 -0.434419e-03 -0.434419e-03 -0.434419e-03 -0.434419e-03
 -0.432372e-03 -0.432372e-03 -0.432372e-03 -0.432372e-03
 -0.430344e-03 -0.430344e-03 -0.430344e-03 -0.430344e-03
 -0.428335e-03 -0.428335e-03 -0.428335e-03 -0.428335e-03
 -0.426347e-03 -0.426347e-03 -0.426347e-03 -0.426347e-03
 -0.133925e+01 -0.133925e+01 -0.133925e+01 -0.133925e+01
 -0.140839e+01 -0.140839e+01 -0.140839e+01 -0.140839e+01
 -0.106794e+01 -0.106794e+01 -0.106794e+01 -0.106794e+01
 -0.744787e+00 -0.744787e+00 -0.744787e+00 -0.744787e+00
 -0.480425e+00 -0.480425e+00 -0.480425e+00 -0.480425e+00
 -0.332696e+00 -0.332696e+00 -0.332696e+00 -0.332696e+00
 -0.242587e+00 -0.242587e+00 -0.242587e+00 -0.242587e+00
