 R11 R12 R21 R22
 -0.229647e-04 -0.229647e-04 -0.229647e-04 -0.229647e-04
 -0.224006e-04 -0.224006e-04 -0.224006e-04 -0.224006e-04
 -0.218548e-04 -0.218548e-04 -0.218548e-04 -0.218548e-04
 -0.213266e-04 -0.213266e-04 -0.213266e-04 -0.213266e-04
 -0.208152e-04 -0.208152e-04 -0.208152e-04 -0.208152e-04
 -0.203201e-04 -0.203201e-04 -0.203201e-04 -0.203201e-04
 -0.198405e-04 -0.198405e-04 -0.198405e-04 -0.198405e-04
 -0.193759e-04 -0.193759e-04 -0.193759e-04 -0.193759e-04
 -0.189256e-04 -0.189256e-04 -0.189256e-04 -0.189256e-04
 -0.184892e-04 -0.184892e-04 -0.184892e-04 -0.184892e-04
 -0.180661e-04 -0.180661e-04 -0.180661e-04 -0.180661e-04
 -0.176558e-04 -0.176558e-04 -0.176558e-04 -0.176558e-04
 -0.172578e-04 -0.172578e-04 -0.172578e-04 -0.172578e-04
 -0.168717e-04 -0.168717e-04 -0.168717e-04 -0.168717e-04
 -0.164969e-04 -0.164969e-04 -0.164969e-04 -0.164969e-04
 -0.161332e-04 -0.161332e-04 -0.161332e-04 -0.161332e-04
 -0.157801e-04 -0.157801e-04 -0.157801e-04 -0.157801e-04
 -0.154372e-04 -0.154372e-04 -0.154372e-04 -0.154372e-04
 -0.151041e-04 -0.151041e-04 -0.151041e-04 -0.151041e-04
 -0.147805e-04 -0.147805e-04 -0.147805e-04 -0.147805e-04
 -0.144661e-04 -0.144661e-04 -0.144661e-04 -0.144661e-04
 -0.141606e-04 -0.141606e-04 -0.141606e-04 -0.141606e-04
 -0.138635e-04 -0.138635e-04 -0.138635e-04 -0.138635e-04
 -0.135747e-04 -0.135747e-04 -0.135747e-04 -0.135747e-04
 -0.132939e-04 -0.132939e-04 -0.132939e-04 -0.132939e-04
 -0.130207e-04 -0.130207e-04 -0.130207e-04 -0.130207e-04
 -0.127549e-04 -0.127549e-04 -0.127549e-04 -0.127549e-04
 -0.124964e-04 -0.124964e-04 -0.124964e-04 -0.124964e-04
 -0.122447e-04 -0.122447e-04 -0.122447e-04 -0.122447e-04
 -0.119997e-04 -0.119997e-04 -0.119997e-04 -0.119997e-04
 -0.117613e-04 -0.117613e-04 -0.117613e-04 -0.117613e-04
 -0.115290e-04 -0.115290e-04 -0.115290e-04 -0.115290e-04
 -0.113029e-04 -0.113029e-04 -0.113029e-04 -0.113029e-04
 -0.110826e-04 -0.110826e-04 -0.110826e-04 -0.110826e-04
 -0.108680e-04 -0.108680e-04 -0.108680e-04 -0.108680e-04
 -0.106589e-04 -0.106589e-04 -0.106589e-04 -0.106589e-04
 -0.104551e-04 -0.104551e-04 -0.104551e-04 -0.104551e-04
 -0.102564e-04 -0.102564e-04 -0.102564e-04 -0.102564e-04
 -0.100628e-04 -0.100628e-04 -0.100628e-04 -0.100628e-04
 -0.987393e-05 -0.987393e-05 -0.987393e-05 -0.987393e-05
 -0.968991e-05 -0.968991e-05 -0.968991e-05 -0.968991e-05
 -0.951031e-05 -0.951031e-05 -0.951031e-05 -0.951031e-05
 -0.933510e-05 -0.933510e-05 -0.933510e-05 -0.933510e-05
 -0.916417e-05 -0.916417e-05 -0.916417e-05 -0.916417e-05
 -0.899737e-05 -0.899737e-05 -0.899737e-05 -0.899737e-05
 -0.883459e-05 -0.883459e-05 -0.883459e-05 -0.883459e-05
 -0.867570e-05 -0.867570e-05 -0.867570e-05 -0.867570e-05
 -0.852059e-05 -0.852059e-05 -0.852059e-05 -0.852059e-05
 -0.836916e-05 -0.836916e-05 -0.836916e-05 -0.836916e-05
 -0.822128e-05 -0.822128e-05 -0.822128e-05 -0.822128e-05
 -0.807685e-05 -0.807685e-05 -0.807685e-05 -0.807685e-05
 -0.793579e-05 -0.793579e-05 -0.793579e-05 -0.793579e-05
 -0.779798e-05 -0.779798e-05 -0.779798e-05 -0.779798e-05
 -0.766334e-05 -0.766334e-05 -0.766334e-05 -0.766334e-05
 -0.753177e-05 -0.753177e-05 -0.753177e-05 -0.753177e-05
 -0.740319e-05 -0.740319e-05 -0.740319e-05 -0.740319e-05
 -0.727752e-05 -0.727752e-05 -0.727752e-05 -0.727752e-05
 -0.715467e-05 -0.715467e-05 -0.715467e-05 -0.715467e-05
 -0.703456e-05 -0.703456e-05 -0.703456e-05 -0.703456e-05
 -0.691712e-05 -0.691712e-05 -0.691712e-05 -0.691712e-05
 -0.680228e-05 -0.680228e-05 -0.680228e-05 -0.680228e-05
 -0.668996e-05 -0.668996e-05 -0.668996e-05 -0.668996e-05
 -0.658009e-05 -0.658009e-05 -0.658009e-05 -0.658009e-05
 -0.647262e-05 -0.647262e-05 -0.647262e-05 -0.647262e-05
 -0.636746e-05 -0.636746e-05 -0.636746e-05 -0.636746e-05
 -0.626457e-05 -0.626457e-05 -0.626457e-05 -0.626457e-05
 -0.616388e-05 -0.616388e-05 -0.616388e-05 -0.616388e-05
 -0.606533e-05 -0.606533e-05 -0.606533e-05 -0.606533e-05
 -0.596887e-05 -0.596887e-05 -0.596887e-05 -0.596887e-05
 -0.587443e-05 -0.587443e-05 -0.587443e-05 -0.587443e-05
 -0.578198e-05 -0.578198e-05 -0.578198e-05 -0.578198e-05
 -0.569145e-05 -0.569145e-05 -0.569145e-05 -0.569145e-05
 -0.560280e-05 -0.560280e-05 -0.560280e-05 -0.560280e-05
 -0.551598e-05 -0.551598e-05 -0.551598e-05 -0.551598e-05
 -0.543094e-05 -0.543094e-05 -0.543094e-05 -0.543094e-05
 -0.534763e-05 -0.534763e-05 -0.534763e-05 -0.534763e-05
 -0.526602e-05 -0.526602e-05 -0.526602e-05 -0.526602e-05
 -0.518606e-05 -0.518606e-05 -0.518606e-05 -0.518606e-05
 -0.510770e-05 -0.510770e-05 -0.510770e-05 -0.510770e-05
 -0.503092e-05 -0.503092e-05 -0.503092e-05 -0.503092e-05
 -0.495566e-05 -0.495566e-05 -0.495566e-05 -0.495566e-05
 -0.488189e-05 -0.488189e-05 -0.488189e-05 -0.488189e-05
 -0.304842e+03 -0.304842e+03 -0.304842e+03 -0.304842e+03
 -0.255694e+03 -0.255694e+03 -0.255694e+03 -0.255694e+03
 -0.163009e+03 -0.163009e+03 -0.163009e+03 -0.163009e+03
 -0.103633e+03 -0.103633e+03 -0.103633e+03 -0.103633e+03
 -0.684444e+02 -0.684444e+02 -0.684444e+02 -0.684444e+02
 -0.470872e+02 -0.470872e+02 -0.470872e+02 -0.470872e+02
 -0.335936e+02 -0.335936e+02 -0.335936e+02 -0.335936e+02
 -0.247209e+02 -0.247209e+02 -0.247209e+02 -0.247209e+02
 -0.186736e+02 -0.186736e+02 -0.186736e+02 -0.186736e+02
 -0.144219e+02 -0.144219e+02 -0.144219e+02 -0.144219e+02
 -0.113503e+02 -0.113503e+02 -0.113503e+02 -0.113503e+02
 -0.907898e+01 -0.907898e+01 -0.907898e+01 -0.907898e+01
 -0.736479e+01 -0.736479e+01 -0.736479e+01 -0.736479e+01
 -0.604815e+01 -0.604815e+01 -0.604815e+01 -0.604815e+01
 -0.502093e+01 -0.502093e+01 -0.502093e+01 -0.502093e+01
 -0.420844e+01 -0.420844e+01 -0.420844e+01 -0.420844e+01
 -0.355780e+01 -0.355780e+01 -0.355780e+01 -0.355780e+01
 -0.303089e+01 -0.303089e+01 -0.303089e+01 -0.303089e+01
 -0.259967e+01 -0.259967e+01 -0.259967e+01 -0.259967e+01
 -0.224411e+01 -0.224411e+01 -0.224411e+01 -0.224411e+01
 -0.194794e+01 -0.194794e+01 -0.194794e+01 -0.194794e+01
 -0.169979e+01 -0.169979e+01 -0.169979e+01 -0.169979e+01
 -0.149028e+01 -0.149028e+01 -0.149028e+01 -0.149028e+01
 -0.131224e+01 -0.131224e+01 -0.131224e+01 -0.131224e+01
 -0.116009e+01 -0.116009e+01 -0.116009e+01 -0.116009e+01
 -0.102941e+01 -0.102941e+01 -0.102941e+01 -0.102941e+01
 -0.916629e+00 -0.916629e+00 -0.916629e+00 -0.916629e+00
 -0.818805e+00 -0.818805e+00 -0.818805e+00 -0.818805e+00
 -0.733565e+00 -0.733565e+00 -0.733565e+00 -0.733565e+00
 -0.660368e+00 -0.660368e+00 -0.660368e+00 -0.660368e+00
 -0.596208e+00 -0.596208e+00 -0.596208e+00 -0.596208e+00
 -0.539668e+00 -0.539668e+00 -0.539668e+00 -0.539668e+00
 -0.489734e+00 -0.489734e+00 -0.489734e+00 -0.489734e+00
 -0.445655e+00 -0.445655e+00 -0.445655e+00 -0.445655e+00
 -0.406300e+00 -0.406300e+00 -0.406300e+00 -0.406300e+00
 -0.371327e+00 -0.371327e+00 -0.371327e+00 -0.371327e+00
 -0.340039e+00 -0.340039e+00 -0.340039e+00 -0.340039e+00
 -0.312080e+00 -0.312080e+00 -0.312080e+00 -0.312080e+00
 -0.286906e+00 -0.286906e+00 -0.286906e+00 -0.286906e+00
 -0.264326e+00 -0.264326e+00 -0.264326e+00 -0.264326e+00
 -0.243891e+00 -0.243891e+00 -0.243891e+00 -0.243891e+00
 -0.225446e+00 -0.225446e+00 -0.225446e+00 -0.225446e+00
 -0.208739e+00 -0.208739e+00 -0.208739e+00 -0.208739e+00
 -0.193567e+00 -0.193567e+00 -0.193567e+00 -0.193567e+00
 -0.179760e+00 -0.179760e+00 -0.179760e+00 -0.179760e+00
 -0.167204e+00 -0.167204e+00 -0.167204e+00 -0.167204e+00
 -0.155734e+00 -0.155734e+00 -0.155734e+00 -0.155734e+00
 -0.145251e+00 -0.145251e+00 -0.145251e+00 -0.145251e+00
 -0.135654e+00 -0.135654e+00 -0.135654e+00 -0.135654e+00
 -0.126844e+00 -0.126844e+00 -0.126844e+00 -0.126844e+00
 -0.118759e+00 -0.118759e+00 -0.118759e+00 -0.118759e+00
 -0.111315e+00 -0.111315e+00 -0.111315e+00 -0.111315e+00
 -0.104463e+00 -0.104463e+00 -0.104463e+00 -0.104463e+00
 -0.981410e-01 -0.981410e-01 -0.981410e-01 -0.981410e-01
 -0.923012e-01 -0.923012e-01 -0.923012e-01 -0.923012e-01
 -0.869004e-01 -0.869004e-01 -0.869004e-01 -0.869004e-01
 -0.818988e-01 -0.818988e-01 -0.818988e-01 -0.818988e-01
 -0.772622e-01 -0.772622e-01 -0.772622e-01 -0.772622e-01
 -0.729585e-01 -0.729585e-01 -0.729585e-01 -0.729585e-01
 -0.601284e-01 -0.601284e-01 -0.601284e-01 -0.601284e-01
 -0.442002e-01 -0.442002e-01 -0.442002e-01 -0.442002e-01
 -0.333617e-01 -0.333617e-01 -0.333617e-01 -0.333617e-01
 -0.257647e-01 -0.257647e-01 -0.257647e-01 -0.257647e-01
 -0.202673e-01 -0.202673e-01 -0.202673e-01 -0.202673e-01
 -0.159982e-01 -0.159982e-01 -0.159982e-01 -0.159982e-01
 -0.128191e-01 -0.128191e-01 -0.128191e-01 -0.128191e-01
 -0.104101e-01 -0.104101e-01 -0.104101e-01 -0.104101e-01
 -0.855577e-02 -0.855577e-02 -0.855577e-02 -0.855577e-02
 -0.710818e-02 -0.710818e-02 -0.710818e-02 -0.710818e-02
 -0.596363e-02 -0.596363e-02 -0.596363e-02 -0.596363e-02
 -0.504817e-02 -0.504817e-02 -0.504817e-02 -0.504817e-02
 -0.430815e-02 -0.430815e-02 -0.430815e-02 -0.430815e-02
 -0.370416e-02 -0.370416e-02 -0.370416e-02 -0.370416e-02
 -0.320678e-02 -0.320678e-02 -0.320678e-02 -0.320678e-02
 -0.279383e-02 -0.279383e-02 -0.279383e-02 -0.279383e-02
 -0.244835e-02 -0.244835e-02 -0.244835e-02 -0.244835e-02
 -0.215729e-02 -0.215729e-02 -0.215729e-02 -0.215729e-02
 -0.191046e-02 -0.191046e-02 -0.191046e-02 -0.191046e-02
 -0.169985e-02 -0.169985e-02 -0.169985e-02 -0.169985e-02
 -0.151912e-02 -0.151912e-02 -0.151912e-02 -0.151912e-02
 -0.136320e-02 -0.136320e-02 -0.136320e-02 -0.136320e-02
 -0.122800e-02 -0.122800e-02 -0.122800e-02 -0.122800e-02
 -0.111021e-02 -0.111021e-02 -0.111021e-02 -0.111021e-02
 -0.100713e-02 -0.100713e-02 -0.100713e-02 -0.100713e-02
 -0.916546e-03 -0.916546e-03 -0.916546e-03 -0.916546e-03
 -0.836626e-03 -0.836626e-03 -0.836626e-03 -0.836626e-03
 -0.765848e-03 -0.765848e-03 -0.765848e-03 -0.765848e-03
 -0.702943e-03 -0.702943e-03 -0.702943e-03 -0.702943e-03
 -0.646845e-03 -0.646845e-03 -0.646845e-03 -0.646845e-03
 -0.596657e-03 -0.596657e-03 -0.596657e-03 -0.596657e-03
 -0.551619e-03 -0.551619e-03 -0.551619e-03 -0.551619e-03
 -0.511085e-03 -0.511085e-03 -0.511085e-03 -0.511085e-03
 -0.474502e-03 -0.474502e-03 -0.474502e-03 -0.474502e-03
 -0.441399e-03 -0.441399e-03 -0.441399e-03 -0.441399e-03
 -0.411369e-03 -0.411369e-03 -0.411369e-03 -0.411369e-03
 -0.384060e-03 -0.384060e-03 -0.384060e-03 -0.384060e-03
 -0.359169e-03 -0.359169e-03 -0.359169e-03 -0.359169e-03
 -0.336432e-03 -0.336432e-03 -0.336432e-03 -0.336432e-03
 -0.315618e-03 -0.315618e-03 -0.315618e-03 -0.315618e-03
 -0.296526e-03 -0.296526e-03 -0.296526e-03 -0.296526e-03
 -0.278980e-03 -0.278980e-03 -0.278980e-03 -0.278980e-03
 -0.262824e-03 -0.262824e-03 -0.262824e-03 -0.262824e-03
 -0.247922e-03 -0.247922e-03 -0.247922e-03 -0.247922e-03
 -0.234152e-03 -0.234152e-03 -0.234152e-03 -0.234152e-03
 -0.221408e-03 -0.221408e-03 -0.221408e-03 -0.221408e-03
 -0.209594e-03 -0.209594e-03 -0.209594e-03 -0.209594e-03
 -0.198626e-03 -0.198626e-03 -0.198626e-03 -0.198626e-03
 -0.188428e-03 -0.188428e-03 -0.188428e-03 -0.188428e-03
 -0.178933e-03 -0.178933e-03 -0.178933e-03 -0.178933e-03
 -0.170080e-03 -0.170080e-03 -0.170080e-03 -0.170080e-03
 -0.161815e-03 -0.161815e-03 -0.161815e-03 -0.161815e-03
 -0.154089e-03 -0.154089e-03 -0.154089e-03 -0.154089e-03
 -0.146859e-03 -0.146859e-03 -0.146859e-03 -0.146859e-03
 -0.140083e-03 -0.140083e-03 -0.140083e-03 -0.140083e-03
 -0.133727e-03 -0.133727e-03 -0.133727e-03 -0.133727e-03
 -0.127758e-03 -0.127758e-03 -0.127758e-03 -0.127758e-03
 -0.122146e-03 -0.122146e-03 -0.122146e-03 -0.122146e-03
 -0.116864e-03 -0.116864e-03 -0.116864e-03 -0.116864e-03
 -0.111889e-03 -0.111889e-03 -0.111889e-03 -0.111889e-03
 -0.107198e-03 -0.107198e-03 -0.107198e-03 -0.107198e-03
 -0.102770e-03 -0.102770e-03 -0.102770e-03 -0.102770e-03
 -0.985868e-04 -0.985868e-04 -0.985868e-04 -0.985868e-04
 -0.946317e-04 -0.946317e-04 -0.946317e-04 -0.946317e-04
 -0.908890e-04 -0.908890e-04 -0.908890e-04 -0.908890e-04
 -0.873443e-04 -0.873443e-04 -0.873443e-04 -0.873443e-04
 -0.839845e-04 -0.839845e-04 -0.839845e-04 -0.839845e-04
 -0.807974e-04 -0.807974e-04 -0.807974e-04 -0.807974e-04
 -0.777720e-04 -0.777720e-04 -0.777720e-04 -0.777720e-04
 -0.748979e-04 -0.748979e-04 -0.748979e-04 -0.748979e-04
 -0.721656e-04 -0.721656e-04 -0.721656e-04 -0.721656e-04
 -0.695663e-04 -0.695663e-04 -0.695663e-04 -0.695663e-04
 -0.670919e-04 -0.670919e-04 -0.670919e-04 -0.670919e-04
 -0.647349e-04 -0.647349e-04 -0.647349e-04 -0.647349e-04
 -0.624883e-04 -0.624883e-04 -0.624883e-04 -0.624883e-04
 -0.603457e-04 -0.603457e-04 -0.603457e-04 -0.603457e-04
 -0.583008e-04 -0.583008e-04 -0.583008e-04 -0.583008e-04
 -0.563483e-04 -0.563483e-04 -0.563483e-04 -0.563483e-04
 -0.544828e-04 -0.544828e-04 -0.544828e-04 -0.544828e-04
 -0.526995e-04 -0.526995e-04 -0.526995e-04 -0.526995e-04
 -0.509938e-04 -0.509938e-04 -0.509938e-04 -0.509938e-04
 -0.493616e-04 -0.493616e-04 -0.493616e-04 -0.493616e-04
 -0.477988e-04 -0.477988e-04 -0.477988e-04 -0.477988e-04
 -0.463018e-04 -0.463018e-04 -0.463018e-04 -0.463018e-04
 -0.448671e-04 -0.448671e-04 -0.448671e-04 -0.448671e-04
 -0.434914e-04 -0.434914e-04 -0.434914e-04 -0.434914e-04
 -0.421717e-04 -0.421717e-04 -0.421717e-04 -0.421717e-04
 -0.409052e-04 -0.409052e-04 -0.409052e-04 -0.409052e-04
 -0.396891e-04 -0.396891e-04 -0.396891e-04 -0.396891e-04
 -0.385210e-04 -0.385210e-04 -0.385210e-04 -0.385210e-04
 -0.373985e-04 -0.373985e-04 -0.373985e-04 -0.373985e-04
 -0.363194e-04 -0.363194e-04 -0.363194e-04 -0.363194e-04
 -0.352816e-04 -0.352816e-04 -0.352816e-04 -0.352816e-04
 -0.342831e-04 -0.342831e-04 -0.342831e-04 -0.342831e-04
 -0.333220e-04 -0.333220e-04 -0.333220e-04 -0.333220e-04
 -0.323966e-04 -0.323966e-04 -0.323966e-04 -0.323966e-04
 -0.315053e-04 -0.315053e-04 -0.315053e-04 -0.315053e-04
 -0.306464e-04 -0.306464e-04 -0.306464e-04 -0.306464e-04
 -0.298186e-04 -0.298186e-04 -0.298186e-04 -0.298186e-04
 -0.290204e-04 -0.290204e-04 -0.290204e-04 -0.290204e-04
 -0.282504e-04 -0.282504e-04 -0.282504e-04 -0.282504e-04
 -0.275075e-04 -0.275075e-04 -0.275075e-04 -0.275075e-04
 -0.267904e-04 -0.267904e-04 -0.267904e-04 -0.267904e-04
 -0.260981e-04 -0.260981e-04 -0.260981e-04 -0.260981e-04
 -0.254294e-04 -0.254294e-04 -0.254294e-04 -0.254294e-04
 -0.247834e-04 -0.247834e-04 -0.247834e-04 -0.247834e-04
 -0.241591e-04 -0.241591e-04 -0.241591e-04 -0.241591e-04
 -0.235557e-04 -0.235557e-04 -0.235557e-04 -0.235557e-04
 -0.229721e-04 -0.229721e-04 -0.229721e-04 -0.229721e-04
 -0.224077e-04 -0.224077e-04 -0.224077e-04 -0.224077e-04
 -0.218616e-04 -0.218616e-04 -0.218616e-04 -0.218616e-04
 -0.213331e-04 -0.213331e-04 -0.213331e-04 -0.213331e-04
 -0.208215e-04 -0.208215e-04 -0.208215e-04 -0.208215e-04
 -0.203261e-04 -0.203261e-04 -0.203261e-04 -0.203261e-04
 -0.198463e-04 -0.198463e-04 -0.198463e-04 -0.198463e-04
 -0.193814e-04 -0.193814e-04 -0.193814e-04 -0.193814e-04
 -0.189310e-04 -0.189310e-04 -0.189310e-04 -0.189310e-04
 -0.184944e-04 -0.184944e-04 -0.184944e-04 -0.184944e-04
 -0.180711e-04 -0.180711e-04 -0.180711e-04 -0.180711e-04
 -0.176606e-04 -0.176606e-04 -0.176606e-04 -0.176606e-04
 -0.172624e-04 -0.172624e-04 -0.172624e-04 -0.172624e-04
 -0.168761e-04 -0.168761e-04 -0.168761e-04 -0.168761e-04
 -0.165012e-04 -0.165012e-04 -0.165012e-04 -0.165012e-04
 -0.161373e-04 -0.161373e-04 -0.161373e-04 -0.161373e-04
 -0.157841e-04 -0.157841e-04 -0.157841e-04 -0.157841e-04
 -0.154410e-04 -0.154410e-04 -0.154410e-04 -0.154410e-04
 -0.151078e-04 -0.151078e-04 -0.151078e-04 -0.151078e-04
 -0.147841e-04 -0.147841e-04 -0.147841e-04 -0.147841e-04
 -0.144696e-04 -0.144696e-04 -0.144696e-04 -0.144696e-04
 -0.141639e-04 -0.141639e-04 -0.141639e-04 -0.141639e-04
 -0.138668e-04 -0.138668e-04 -0.138668e-04 -0.138668e-04
 -0.135778e-04 -0.135778e-04 -0.135778e-04 -0.135778e-04
 -0.132969e-04 -0.132969e-04 -0.132969e-04 -0.132969e-04
 -0.130236e-04 -0.130236e-04 -0.130236e-04 -0.130236e-04
 -0.127578e-04 -0.127578e-04 -0.127578e-04 -0.127578e-04
 -0.124991e-04 -0.124991e-04 -0.124991e-04 -0.124991e-04
 -0.122473e-04 -0.122473e-04 -0.122473e-04 -0.122473e-04
 -0.120023e-04 -0.120023e-04 -0.120023e-04 -0.120023e-04
 -0.117637e-04 -0.117637e-04 -0.117637e-04 -0.117637e-04
 -0.115315e-04 -0.115315e-04 -0.115315e-04 -0.115315e-04
 -0.113052e-04 -0.113052e-04 -0.113052e-04 -0.113052e-04
 -0.110849e-04 -0.110849e-04 -0.110849e-04 -0.110849e-04
 -0.108702e-04 -0.108702e-04 -0.108702e-04 -0.108702e-04
 -0.106610e-04 -0.106610e-04 -0.106610e-04 -0.106610e-04
 -0.104571e-04 -0.104571e-04 -0.104571e-04 -0.104571e-04
 -0.102584e-04 -0.102584e-04 -0.102584e-04 -0.102584e-04
 -0.100647e-04 -0.100647e-04 -0.100647e-04 -0.100647e-04
 -0.987582e-05 -0.987582e-05 -0.987582e-05 -0.987582e-05
 -0.969175e-05 -0.969175e-05 -0.969175e-05 -0.969175e-05
 -0.951210e-05 -0.951210e-05 -0.951210e-05 -0.951210e-05
 -0.933684e-05 -0.933684e-05 -0.933684e-05 -0.933684e-05
 -0.916586e-05 -0.916586e-05 -0.916586e-05 -0.916586e-05
 -0.899901e-05 -0.899901e-05 -0.899901e-05 -0.899901e-05
 -0.883619e-05 -0.883619e-05 -0.883619e-05 -0.883619e-05
 -0.867726e-05 -0.867726e-05 -0.867726e-05 -0.867726e-05
 -0.852211e-05 -0.852211e-05 -0.852211e-05 -0.852211e-05
 -0.837063e-05 -0.837063e-05 -0.837063e-05 -0.837063e-05
 -0.822271e-05 -0.822271e-05 -0.822271e-05 -0.822271e-05
 -0.807825e-05 -0.807825e-05 -0.807825e-05 -0.807825e-05
 -0.793714e-05 -0.793714e-05 -0.793714e-05 -0.793714e-05
 -0.779930e-05 -0.779930e-05 -0.779930e-05 -0.779930e-05
 -0.766463e-05 -0.766463e-05 -0.766463e-05 -0.766463e-05
 -0.753303e-05 -0.753303e-05 -0.753303e-05 -0.753303e-05
 -0.740442e-05 -0.740442e-05 -0.740442e-05 -0.740442e-05
 -0.727871e-05 -0.727871e-05 -0.727871e-05 -0.727871e-05
 -0.715583e-05 -0.715583e-05 -0.715583e-05 -0.715583e-05
 -0.703570e-05 -0.703570e-05 -0.703570e-05 -0.703570e-05
 -0.691823e-05 -0.691823e-05 -0.691823e-05 -0.691823e-05
 -0.680336e-05 -0.680336e-05 -0.680336e-05 -0.680336e-05
 -0.669101e-05 -0.669101e-05 -0.669101e-05 -0.669101e-05
 -0.658112e-05 -0.658112e-05 -0.658112e-05 -0.658112e-05
 -0.647362e-05 -0.647362e-05 -0.647362e-05 -0.647362e-05
 -0.636844e-05 -0.636844e-05 -0.636844e-05 -0.636844e-05
 -0.626553e-05 -0.626553e-05 -0.626553e-05 -0.626553e-05
 -0.616481e-05 -0.616481e-05 -0.616481e-05 -0.616481e-05
 -0.606624e-05 -0.606624e-05 -0.606624e-05 -0.606624e-05
 -0.596976e-05 -0.596976e-05 -0.596976e-05 -0.596976e-05
 -0.587530e-05 -0.587530e-05 -0.587530e-05 -0.587530e-05
 -0.578283e-05 -0.578283e-05 -0.578283e-05 -0.578283e-05
 -0.569228e-05 -0.569228e-05 -0.569228e-05 -0.569228e-05
 -0.560361e-05 -0.560361e-05 -0.560361e-05 -0.560361e-05
 -0.551677e-05 -0.551677e-05 -0.551677e-05 -0.551677e-05
 -0.543171e-05 -0.543171e-05 -0.543171e-05 -0.543171e-05
 -0.534839e-05 -0.534839e-05 -0.534839e-05 -0.534839e-05
 -0.526676e-05 -0.526676e-05 -0.526676e-05 -0.526676e-05
 -0.518678e-05 -0.518678e-05 -0.518678e-05 -0.518678e-05
 -0.510841e-05 -0.510841e-05 -0.510841e-05 -0.510841e-05
 -0.503161e-05 -0.503161e-05 -0.503161e-05 -0.503161e-05
 -0.495634e-05 -0.495634e-05 -0.495634e-05 -0.495634e-05
 -0.488256e-05 -0.488256e-05 -0.488256e-05 -0.488256e-05
 -0.301502e+03 -0.301502e+03 -0.301502e+03 -0.301502e+03
 -0.254076e+03 -0.254076e+03 -0.254076e+03 -0.254076e+03
 -0.162308e+03 -0.162308e+03 -0.162308e+03 -0.162308e+03
 -0.103301e+03 -0.103301e+03 -0.103301e+03 -0.103301e+03
 -0.682717e+02 -0.682717e+02 -0.682717e+02 -0.682717e+02
 -0.469891e+02 -0.469891e+02 -0.469891e+02 -0.469891e+02
 -0.335348e+02 -0.335348e+02 -0.335348e+02 -0.335348e+02
 -0.246840e+02 -0.246840e+02 -0.246840e+02 -0.246840e+02
 -0.186495e+02 -0.186495e+02 -0.186495e+02 -0.186495e+02
 -0.144058e+02 -0.144058e+02 -0.144058e+02 -0.144058e+02
 -0.113392e+02 -0.113392e+02 -0.113392e+02 -0.113392e+02
 -0.907133e+01 -0.907133e+01 -0.907133e+01 -0.907133e+01
 -0.735953e+01 -0.735953e+01 -0.735953e+01 -0.735953e+01
 -0.604455e+01 -0.604455e+01 -0.604455e+01 -0.604455e+01
 -0.501853e+01 -0.501853e+01 -0.501853e+01 -0.501853e+01
 -0.420692e+01 -0.420692e+01 -0.420692e+01 -0.420692e+01
 -0.355692e+01 -0.355692e+01 -0.355692e+01 -0.355692e+01
 -0.303051e+01 -0.303051e+01 -0.303051e+01 -0.303051e+01
 -0.259968e+01 -0.259968e+01 -0.259968e+01 -0.259968e+01
 -0.224441e+01 -0.224441e+01 -0.224441e+01 -0.224441e+01
 -0.194849e+01 -0.194849e+01 -0.194849e+01 -0.194849e+01
 -0.170053e+01 -0.170053e+01 -0.170053e+01 -0.170053e+01
 -0.149117e+01 -0.149117e+01 -0.149117e+01 -0.149117e+01
 -0.131325e+01 -0.131325e+01 -0.131325e+01 -0.131325e+01
 -0.116120e+01 -0.116120e+01 -0.116120e+01 -0.116120e+01
 -0.103061e+01 -0.103061e+01 -0.103061e+01 -0.103061e+01
 -0.917890e+00 -0.917890e+00 -0.917890e+00 -0.917890e+00
 -0.820138e+00 -0.820138e+00 -0.820138e+00 -0.820138e+00
 -0.734939e+00 -0.734939e+00 -0.734939e+00 -0.734939e+00
 -0.661711e+00 -0.661711e+00 -0.661711e+00 -0.661711e+00
 -0.597049e+00 -0.597049e+00 -0.597049e+00 -0.597049e+00
 -0.540714e+00 -0.540714e+00 -0.540714e+00 -0.540714e+00
 -0.490722e+00 -0.490722e+00 -0.490722e+00 -0.490722e+00
 -0.446498e+00 -0.446498e+00 -0.446498e+00 -0.446498e+00
 -0.407204e+00 -0.407204e+00 -0.407204e+00 -0.407204e+00
 -0.372229e+00 -0.372229e+00 -0.372229e+00 -0.372229e+00
 -0.340872e+00 -0.340872e+00 -0.340872e+00 -0.340872e+00
 -0.312842e+00 -0.312842e+00 -0.312842e+00 -0.312842e+00
 -0.287628e+00 -0.287628e+00 -0.287628e+00 -0.287628e+00
 -0.264973e+00 -0.264973e+00 -0.264973e+00 -0.264973e+00
 -0.244535e+00 -0.244535e+00 -0.244535e+00 -0.244535e+00
 -0.226055e+00 -0.226055e+00 -0.226055e+00 -0.226055e+00
 -0.209301e+00 -0.209301e+00 -0.209301e+00 -0.209301e+00
 -0.194099e+00 -0.194099e+00 -0.194099e+00 -0.194099e+00
 -0.180262e+00 -0.180262e+00 -0.180262e+00 -0.180262e+00
 -0.167676e+00 -0.167676e+00 -0.167676e+00 -0.167676e+00
 -0.156175e+00 -0.156175e+00 -0.156175e+00 -0.156175e+00
