 R11 R12 R21 R22
 -0.657920e-03 -0.657920e-03 -0.657920e-03 -0.657920e-03
 -0.612055e-03 -0.612055e-03 -0.612055e-03 -0.612055e-03
 -0.569340e-03 -0.569340e-03 -0.569340e-03 -0.569340e-03
 -0.531852e-03 -0.531852e-03 -0.531852e-03 -0.531852e-03
 -0.497177e-03 -0.497177e-03 -0.497177e-03 -0.497177e-03
 -0.464990e-03 -0.464990e-03 -0.464990e-03 -0.464990e-03
 -0.435728e-03 -0.435728e-03 -0.435728e-03 -0.435728e-03
 -0.408683e-03 -0.408683e-03 -0.408683e-03 -0.408683e-03
 -0.383754e-03 -0.383754e-03 -0.383754e-03 -0.383754e-03
 -0.360731e-03 -0.360731e-03 -0.360731e-03 -0.360731e-03
 -0.339171e-03 -0.339171e-03 -0.339171e-03 -0.339171e-03
 -0.319761e-03 -0.319761e-03 -0.319761e-03 -0.319761e-03
 -0.301408e-03 -0.301408e-03 -0.301408e-03 -0.301408e-03
 -0.284914e-03 -0.284914e-03 -0.284914e-03 -0.284914e-03
 -0.269034e-03 -0.269034e-03 -0.269034e-03 -0.269034e-03
 -0.254386e-03 -0.254386e-03 -0.254386e-03 -0.254386e-03
 -0.240797e-03 -0.240797e-03 -0.240797e-03 -0.240797e-03
 -0.228275e-03 -0.228275e-03 -0.228275e-03 -0.228275e-03
 -0.217279e-03 -0.217279e-03 -0.217279e-03 -0.217279e-03
 -0.206518e-03 -0.206518e-03 -0.206518e-03 -0.206518e-03
 -0.196505e-03 -0.196505e-03 -0.196505e-03 -0.196505e-03
 -0.186806e-03 -0.186806e-03 -0.186806e-03 -0.186806e-03
 -0.175960e-03 -0.175960e-03 -0.175960e-03 -0.175960e-03
 -0.169271e-03 -0.169271e-03 -0.169271e-03 -0.169271e-03
 -0.160983e-03 -0.160983e-03 -0.160983e-03 -0.160983e-03
 -0.153114e-03 -0.153114e-03 -0.153114e-03 -0.153114e-03
 -0.146191e-03 -0.146191e-03 -0.146191e-03 -0.146191e-03
 -0.139356e-03 -0.139356e-03 -0.139356e-03 -0.139356e-03
 -0.132927e-03 -0.132927e-03 -0.132927e-03 -0.132927e-03
 -0.126799e-03 -0.126799e-03 -0.126799e-03 -0.126799e-03
 -0.121400e-03 -0.121400e-03 -0.121400e-03 -0.121400e-03
 -0.116283e-03 -0.116283e-03 -0.116283e-03 -0.116283e-03
 -0.111428e-03 -0.111428e-03 -0.111428e-03 -0.111428e-03
 -0.106843e-03 -0.106843e-03 -0.106843e-03 -0.106843e-03
 -0.102459e-03 -0.102459e-03 -0.102459e-03 -0.102459e-03
 -0.983090e-04 -0.983090e-04 -0.983090e-04 -0.983090e-04
 -0.940835e-04 -0.940835e-04 -0.940835e-04 -0.940835e-04
 -0.902817e-04 -0.902817e-04 -0.902817e-04 -0.902817e-04
 -0.867793e-04 -0.867793e-04 -0.867793e-04 -0.867793e-04
 -0.833222e-04 -0.833222e-04 -0.833222e-04 -0.833222e-04
 -0.801763e-04 -0.801763e-04 -0.801763e-04 -0.801763e-04
 -0.769791e-04 -0.769791e-04 -0.769791e-04 -0.769791e-04
 -0.741542e-04 -0.741542e-04 -0.741542e-04 -0.741542e-04
 -0.714507e-04 -0.714507e-04 -0.714507e-04 -0.714507e-04
 -0.688640e-04 -0.688640e-04 -0.688640e-04 -0.688640e-04
 -0.662387e-04 -0.662387e-04 -0.662387e-04 -0.662387e-04
 -0.639171e-04 -0.639171e-04 -0.639171e-04 -0.639171e-04
 -0.616859e-04 -0.616859e-04 -0.616859e-04 -0.616859e-04
 -0.595435e-04 -0.595435e-04 -0.595435e-04 -0.595435e-04
 -0.574911e-04 -0.574911e-04 -0.574911e-04 -0.574911e-04
 -0.557012e-04 -0.557012e-04 -0.557012e-04 -0.557012e-04
 -0.537559e-04 -0.537559e-04 -0.537559e-04 -0.537559e-04
 -0.519128e-04 -0.519128e-04 -0.519128e-04 -0.519128e-04
 -0.501606e-04 -0.501606e-04 -0.501606e-04 -0.501606e-04
 -0.484901e-04 -0.484901e-04 -0.484901e-04 -0.484901e-04
 -0.470923e-04 -0.470923e-04 -0.470923e-04 -0.470923e-04
 -0.454116e-04 -0.454116e-04 -0.454116e-04 -0.454116e-04
 -0.439562e-04 -0.439562e-04 -0.439562e-04 -0.439562e-04
 -0.425553e-04 -0.425553e-04 -0.425553e-04 -0.425553e-04
 -0.412104e-04 -0.412104e-04 -0.412104e-04 -0.412104e-04
 -0.399195e-04 -0.399195e-04 -0.399195e-04 -0.399195e-04
 -0.387288e-04 -0.387288e-04 -0.387288e-04 -0.387288e-04
 -0.375155e-04 -0.375155e-04 -0.375155e-04 -0.375155e-04
 -0.363635e-04 -0.363635e-04 -0.363635e-04 -0.363635e-04
 -0.352645e-04 -0.352645e-04 -0.352645e-04 -0.352645e-04
 -0.342124e-04 -0.342124e-04 -0.342124e-04 -0.342124e-04
 -0.332033e-04 -0.332033e-04 -0.332033e-04 -0.332033e-04
 -0.322341e-04 -0.322341e-04 -0.322341e-04 -0.322341e-04
 -0.313022e-04 -0.313022e-04 -0.313022e-04 -0.313022e-04
 -0.304057e-04 -0.304057e-04 -0.304057e-04 -0.304057e-04
 -0.295426e-04 -0.295426e-04 -0.295426e-04 -0.295426e-04
 -0.287118e-04 -0.287118e-04 -0.287118e-04 -0.287118e-04
 -0.279113e-04 -0.279113e-04 -0.279113e-04 -0.279113e-04
 -0.271400e-04 -0.271400e-04 -0.271400e-04 -0.271400e-04
 -0.263965e-04 -0.263965e-04 -0.263965e-04 -0.263965e-04
 -0.256797e-04 -0.256797e-04 -0.256797e-04 -0.256797e-04
 -0.249883e-04 -0.249883e-04 -0.249883e-04 -0.249883e-04
 -0.243214e-04 -0.243214e-04 -0.243214e-04 -0.243214e-04
 -0.236777e-04 -0.236777e-04 -0.236777e-04 -0.236777e-04
 -0.230564e-04 -0.230564e-04 -0.230564e-04 -0.230564e-04
 -0.224565e-04 -0.224565e-04 -0.224565e-04 -0.224565e-04
 -0.218771e-04 -0.218771e-04 -0.218771e-04 -0.218771e-04
 -0.213172e-04 -0.213172e-04 -0.213172e-04 -0.213172e-04
 -0.207762e-04 -0.207762e-04 -0.207762e-04 -0.207762e-04
 -0.202532e-04 -0.202532e-04 -0.202532e-04 -0.202532e-04
 -0.197476e-04 -0.197476e-04 -0.197476e-04 -0.197476e-04
 -0.192585e-04 -0.192585e-04 -0.192585e-04 -0.192585e-04
 -0.187854e-04 -0.187854e-04 -0.187854e-04 -0.187854e-04
 -0.183276e-04 -0.183276e-04 -0.183276e-04 -0.183276e-04
 -0.178844e-04 -0.178844e-04 -0.178844e-04 -0.178844e-04
 -0.174554e-04 -0.174554e-04 -0.174554e-04 -0.174554e-04
 -0.170399e-04 -0.170399e-04 -0.170399e-04 -0.170399e-04
 -0.166374e-04 -0.166374e-04 -0.166374e-04 -0.166374e-04
 -0.162475e-04 -0.162475e-04 -0.162475e-04 -0.162475e-04
 -0.158696e-04 -0.158696e-04 -0.158696e-04 -0.158696e-04
 -0.155033e-04 -0.155033e-04 -0.155033e-04 -0.155033e-04
 -0.151482e-04 -0.151482e-04 -0.151482e-04 -0.151482e-04
 -0.148037e-04 -0.148037e-04 -0.148037e-04 -0.148037e-04
 -0.144697e-04 -0.144697e-04 -0.144697e-04 -0.144697e-04
 -0.141456e-04 -0.141456e-04 -0.141456e-04 -0.141456e-04
 -0.138310e-04 -0.138310e-04 -0.138310e-04 -0.138310e-04
 -0.135258e-04 -0.135258e-04 -0.135258e-04 -0.135258e-04
 -0.132294e-04 -0.132294e-04 -0.132294e-04 -0.132294e-04
 -0.129416e-04 -0.129416e-04 -0.129416e-04 -0.129416e-04
 -0.126620e-04 -0.126620e-04 -0.126620e-04 -0.126620e-04
 -0.123905e-04 -0.123905e-04 -0.123905e-04 -0.123905e-04
 -0.121267e-04 -0.121267e-04 -0.121267e-04 -0.121267e-04
 -0.118703e-04 -0.118703e-04 -0.118703e-04 -0.118703e-04
 -0.116239e-04 -0.116239e-04 -0.116239e-04 -0.116239e-04
 -0.113815e-04 -0.113815e-04 -0.113815e-04 -0.113815e-04
 -0.111459e-04 -0.111459e-04 -0.111459e-04 -0.111459e-04
 -0.109167e-04 -0.109167e-04 -0.109167e-04 -0.109167e-04
 -0.106937e-04 -0.106937e-04 -0.106937e-04 -0.106937e-04
 -0.104768e-04 -0.104768e-04 -0.104768e-04 -0.104768e-04
 -0.102657e-04 -0.102657e-04 -0.102657e-04 -0.102657e-04
 -0.100602e-04 -0.100602e-04 -0.100602e-04 -0.100602e-04
 -0.986021e-05 -0.986021e-05 -0.986021e-05 -0.986021e-05
 -0.966548e-05 -0.966548e-05 -0.966548e-05 -0.966548e-05
 -0.947583e-05 -0.947583e-05 -0.947583e-05 -0.947583e-05
 -0.929114e-05 -0.929114e-05 -0.929114e-05 -0.929114e-05
 -0.911122e-05 -0.911122e-05 -0.911122e-05 -0.911122e-05
 -0.893591e-05 -0.893591e-05 -0.893591e-05 -0.893591e-05
 -0.876509e-05 -0.876509e-05 -0.876509e-05 -0.876509e-05
 -0.859655e-05 -0.859655e-05 -0.859655e-05 -0.859655e-05
 -0.843430e-05 -0.843430e-05 -0.843430e-05 -0.843430e-05
 -0.827612e-05 -0.827612e-05 -0.827612e-05 -0.827612e-05
 -0.812189e-05 -0.812189e-05 -0.812189e-05 -0.812189e-05
 -0.797147e-05 -0.797147e-05 -0.797147e-05 -0.797147e-05
 -0.782475e-05 -0.782475e-05 -0.782475e-05 -0.782475e-05
 -0.768162e-05 -0.768162e-05 -0.768162e-05 -0.768162e-05
 -0.754197e-05 -0.754197e-05 -0.754197e-05 -0.754197e-05
 -0.740569e-05 -0.740569e-05 -0.740569e-05 -0.740569e-05
 -0.727269e-05 -0.727269e-05 -0.727269e-05 -0.727269e-05
 -0.714286e-05 -0.714286e-05 -0.714286e-05 -0.714286e-05
 -0.701611e-05 -0.701611e-05 -0.701611e-05 -0.701611e-05
 -0.689236e-05 -0.689236e-05 -0.689236e-05 -0.689236e-05
 -0.677151e-05 -0.677151e-05 -0.677151e-05 -0.677151e-05
 -0.665348e-05 -0.665348e-05 -0.665348e-05 -0.665348e-05
 -0.653819e-05 -0.653819e-05 -0.653819e-05 -0.653819e-05
 -0.642555e-05 -0.642555e-05 -0.642555e-05 -0.642555e-05
 -0.631550e-05 -0.631550e-05 -0.631550e-05 -0.631550e-05
 -0.620795e-05 -0.620795e-05 -0.620795e-05 -0.620795e-05
 -0.610285e-05 -0.610285e-05 -0.610285e-05 -0.610285e-05
 -0.600011e-05 -0.600011e-05 -0.600011e-05 -0.600011e-05
 -0.589967e-05 -0.589967e-05 -0.589967e-05 -0.589967e-05
 -0.580147e-05 -0.580147e-05 -0.580147e-05 -0.580147e-05
 -0.570545e-05 -0.570545e-05 -0.570545e-05 -0.570545e-05
 -0.561155e-05 -0.561155e-05 -0.561155e-05 -0.561155e-05
 -0.551970e-05 -0.551970e-05 -0.551970e-05 -0.551970e-05
 -0.542986e-05 -0.542986e-05 -0.542986e-05 -0.542986e-05
 -0.534197e-05 -0.534197e-05 -0.534197e-05 -0.534197e-05
 -0.525597e-05 -0.525597e-05 -0.525597e-05 -0.525597e-05
 -0.517181e-05 -0.517181e-05 -0.517181e-05 -0.517181e-05
 -0.508945e-05 -0.508945e-05 -0.508945e-05 -0.508945e-05
 -0.631191e+03 -0.631191e+03 -0.631191e+03 -0.631191e+03
 -0.215352e+03 -0.215352e+03 -0.215352e+03 -0.215352e+03
 -0.112831e+03 -0.112831e+03 -0.112831e+03 -0.112831e+03
 -0.692376e+02 -0.692376e+02 -0.692376e+02 -0.692376e+02
 -0.460425e+02 -0.460425e+02 -0.460425e+02 -0.460425e+02
 -0.322522e+02 -0.322522e+02 -0.322522e+02 -0.322522e+02
 -0.234890e+02 -0.234890e+02 -0.234890e+02 -0.234890e+02
 -0.176205e+02 -0.176205e+02 -0.176205e+02 -0.176205e+02
 -0.135562e+02 -0.135562e+02 -0.135562e+02 -0.135562e+02
 -0.106540e+02 -0.106540e+02 -0.106540e+02 -0.106540e+02
 -0.851154e+01 -0.851154e+01 -0.851154e+01 -0.851154e+01
 -0.691522e+01 -0.691522e+01 -0.691522e+01 -0.691522e+01
 -0.568585e+01 -0.568585e+01 -0.568585e+01 -0.568585e+01
 -0.473726e+01 -0.473726e+01 -0.473726e+01 -0.473726e+01
 -0.398272e+01 -0.398272e+01 -0.398272e+01 -0.398272e+01
 -0.337992e+01 -0.337992e+01 -0.337992e+01 -0.337992e+01
 -0.289245e+01 -0.289245e+01 -0.289245e+01 -0.289245e+01
 -0.249410e+01 -0.249410e+01 -0.249410e+01 -0.249410e+01
 -0.216563e+01 -0.216563e+01 -0.216563e+01 -0.216563e+01
 -0.189233e+01 -0.189233e+01 -0.189233e+01 -0.189233e+01
 -0.166290e+01 -0.166290e+01 -0.166290e+01 -0.166290e+01
 -0.146912e+01 -0.146912e+01 -0.146912e+01 -0.146912e+01
 -0.130442e+01 -0.130442e+01 -0.130442e+01 -0.130442e+01
 -0.116325e+01 -0.116325e+01 -0.116325e+01 -0.116325e+01
 -0.104186e+01 -0.104186e+01 -0.104186e+01 -0.104186e+01
 -0.936736e+00 -0.936736e+00 -0.936736e+00 -0.936736e+00
 -0.845223e+00 -0.845223e+00 -0.845223e+00 -0.845223e+00
 -0.766051e+00 -0.766051e+00 -0.766051e+00 -0.766051e+00
 -0.695361e+00 -0.695361e+00 -0.695361e+00 -0.695361e+00
 -0.633114e+00 -0.633114e+00 -0.633114e+00 -0.633114e+00
 -0.577992e+00 -0.577992e+00 -0.577992e+00 -0.577992e+00
 -0.529092e+00 -0.529092e+00 -0.529092e+00 -0.529092e+00
 -0.485428e+00 -0.485428e+00 -0.485428e+00 -0.485428e+00
 -0.447568e+00 -0.447568e+00 -0.447568e+00 -0.447568e+00
 -0.413784e+00 -0.413784e+00 -0.413784e+00 -0.413784e+00
 -0.384097e+00 -0.384097e+00 -0.384097e+00 -0.384097e+00
 -0.355293e+00 -0.355293e+00 -0.355293e+00 -0.355293e+00
 -0.329118e+00 -0.329118e+00 -0.329118e+00 -0.329118e+00
 -0.305429e+00 -0.305429e+00 -0.305429e+00 -0.305429e+00
 -0.283903e+00 -0.283903e+00 -0.283903e+00 -0.283903e+00
 -0.264393e+00 -0.264393e+00 -0.264393e+00 -0.264393e+00
 -0.246485e+00 -0.246485e+00 -0.246485e+00 -0.246485e+00
 -0.230249e+00 -0.230249e+00 -0.230249e+00 -0.230249e+00
 -0.215360e+00 -0.215360e+00 -0.215360e+00 -0.215360e+00
 -0.201715e+00 -0.201715e+00 -0.201715e+00 -0.201715e+00
 -0.189118e+00 -0.189118e+00 -0.189118e+00 -0.189118e+00
 -0.177681e+00 -0.177681e+00 -0.177681e+00 -0.177681e+00
 -0.167003e+00 -0.167003e+00 -0.167003e+00 -0.167003e+00
 -0.157311e+00 -0.157311e+00 -0.157311e+00 -0.157311e+00
 -0.147361e+00 -0.147361e+00 -0.147361e+00 -0.147361e+00
 -0.139142e+00 -0.139142e+00 -0.139142e+00 -0.139142e+00
 -0.131563e+00 -0.131563e+00 -0.131563e+00 -0.131563e+00
 -0.124402e+00 -0.124402e+00 -0.124402e+00 -0.124402e+00
 -0.117668e+00 -0.117668e+00 -0.117668e+00 -0.117668e+00
 -0.111511e+00 -0.111511e+00 -0.111511e+00 -0.111511e+00
 -0.105849e+00 -0.105849e+00 -0.105849e+00 -0.105849e+00
 -0.100508e+00 -0.100508e+00 -0.100508e+00 -0.100508e+00
 -0.954744e-01 -0.954744e-01 -0.954744e-01 -0.954744e-01
 -0.908196e-01 -0.908196e-01 -0.908196e-01 -0.908196e-01
 -0.767027e-01 -0.767027e-01 -0.767027e-01 -0.767027e-01
 -0.583698e-01 -0.583698e-01 -0.583698e-01 -0.583698e-01
 -0.454297e-01 -0.454297e-01 -0.454297e-01 -0.454297e-01
 -0.359092e-01 -0.359092e-01 -0.359092e-01 -0.359092e-01
 -0.288217e-01 -0.288217e-01 -0.288217e-01 -0.288217e-01
 -0.235241e-01 -0.235241e-01 -0.235241e-01 -0.235241e-01
 -0.193902e-01 -0.193902e-01 -0.193902e-01 -0.193902e-01
 -0.161285e-01 -0.161285e-01 -0.161285e-01 -0.161285e-01
 -0.135844e-01 -0.135844e-01 -0.135844e-01 -0.135844e-01
 -0.115269e-01 -0.115269e-01 -0.115269e-01 -0.115269e-01
 -0.987335e-02 -0.987335e-02 -0.987335e-02 -0.987335e-02
 -0.852354e-02 -0.852354e-02 -0.852354e-02 -0.852354e-02
 -0.739772e-02 -0.739772e-02 -0.739772e-02 -0.739772e-02
 -0.643130e-02 -0.643130e-02 -0.643130e-02 -0.643130e-02
 -0.563745e-02 -0.563745e-02 -0.563745e-02 -0.563745e-02
 -0.496579e-02 -0.496579e-02 -0.496579e-02 -0.496579e-02
 -0.437953e-02 -0.437953e-02 -0.437953e-02 -0.437953e-02
 -0.387997e-02 -0.387997e-02 -0.387997e-02 -0.387997e-02
 -0.344427e-02 -0.344427e-02 -0.344427e-02 -0.344427e-02
 -0.306596e-02 -0.306596e-02 -0.306596e-02 -0.306596e-02
 -0.274755e-02 -0.274755e-02 -0.274755e-02 -0.274755e-02
 -0.246597e-02 -0.246597e-02 -0.246597e-02 -0.246597e-02
 -0.222639e-02 -0.222639e-02 -0.222639e-02 -0.222639e-02
 -0.201541e-02 -0.201541e-02 -0.201541e-02 -0.201541e-02
 -0.182713e-02 -0.182713e-02 -0.182713e-02 -0.182713e-02
 -0.165794e-02 -0.165794e-02 -0.165794e-02 -0.165794e-02
 -0.151083e-02 -0.151083e-02 -0.151083e-02 -0.151083e-02
 -0.138142e-02 -0.138142e-02 -0.138142e-02 -0.138142e-02
 -0.126496e-02 -0.126496e-02 -0.126496e-02 -0.126496e-02
 -0.115883e-02 -0.115883e-02 -0.115883e-02 -0.115883e-02
 -0.106505e-02 -0.106505e-02 -0.106505e-02 -0.106505e-02
 -0.982637e-03 -0.982637e-03 -0.982637e-03 -0.982637e-03
 -0.907681e-03 -0.907681e-03 -0.907681e-03 -0.907681e-03
 -0.838559e-03 -0.838559e-03 -0.838559e-03 -0.838559e-03
 -0.778012e-03 -0.778012e-03 -0.778012e-03 -0.778012e-03
 -0.718789e-03 -0.718789e-03 -0.718789e-03 -0.718789e-03
 -0.669335e-03 -0.669335e-03 -0.669335e-03 -0.669335e-03
 -0.624108e-03 -0.624108e-03 -0.624108e-03 -0.624108e-03
 -0.580811e-03 -0.580811e-03 -0.580811e-03 -0.580811e-03
 -0.541838e-03 -0.541838e-03 -0.541838e-03 -0.541838e-03
 -0.507370e-03 -0.507370e-03 -0.507370e-03 -0.507370e-03
 -0.474872e-03 -0.474872e-03 -0.474872e-03 -0.474872e-03
 -0.444715e-03 -0.444715e-03 -0.444715e-03 -0.444715e-03
 -0.416989e-03 -0.416989e-03 -0.416989e-03 -0.416989e-03
 -0.391985e-03 -0.391985e-03 -0.391985e-03 -0.391985e-03
 -0.368420e-03 -0.368420e-03 -0.368420e-03 -0.368420e-03
 -0.346718e-03 -0.346718e-03 -0.346718e-03 -0.346718e-03
 -0.326627e-03 -0.326627e-03 -0.326627e-03 -0.326627e-03
 -0.308088e-03 -0.308088e-03 -0.308088e-03 -0.308088e-03
 -0.290938e-03 -0.290938e-03 -0.290938e-03 -0.290938e-03
 -0.274480e-03 -0.274480e-03 -0.274480e-03 -0.274480e-03
 -0.259659e-03 -0.259659e-03 -0.259659e-03 -0.259659e-03
 -0.245921e-03 -0.245921e-03 -0.245921e-03 -0.245921e-03
 -0.233023e-03 -0.233023e-03 -0.233023e-03 -0.233023e-03
 -0.221018e-03 -0.221018e-03 -0.221018e-03 -0.221018e-03
 -0.209787e-03 -0.209787e-03 -0.209787e-03 -0.209787e-03
 -0.199394e-03 -0.199394e-03 -0.199394e-03 -0.199394e-03
 -0.189810e-03 -0.189810e-03 -0.189810e-03 -0.189810e-03
 -0.180731e-03 -0.180731e-03 -0.180731e-03 -0.180731e-03
 -0.172113e-03 -0.172113e-03 -0.172113e-03 -0.172113e-03
 -0.163913e-03 -0.163913e-03 -0.163913e-03 -0.163913e-03
 -0.156353e-03 -0.156353e-03 -0.156353e-03 -0.156353e-03
 -0.149202e-03 -0.149202e-03 -0.149202e-03 -0.149202e-03
 -0.142311e-03 -0.142311e-03 -0.142311e-03 -0.142311e-03
 -0.135694e-03 -0.135694e-03 -0.135694e-03 -0.135694e-03
 -0.129751e-03 -0.129751e-03 -0.129751e-03 -0.129751e-03
 -0.123940e-03 -0.123940e-03 -0.123940e-03 -0.123940e-03
 -0.118670e-03 -0.118670e-03 -0.118670e-03 -0.118670e-03
 -0.113266e-03 -0.113266e-03 -0.113266e-03 -0.113266e-03
 -0.108578e-03 -0.108578e-03 -0.108578e-03 -0.108578e-03
 -0.104147e-03 -0.104147e-03 -0.104147e-03 -0.104147e-03
 -0.999379e-04 -0.999379e-04 -0.999379e-04 -0.999379e-04
 -0.959446e-04 -0.959446e-04 -0.959446e-04 -0.959446e-04
 -0.921436e-04 -0.921436e-04 -0.921436e-04 -0.921436e-04
 -0.885346e-04 -0.885346e-04 -0.885346e-04 -0.885346e-04
 -0.850908e-04 -0.850908e-04 -0.850908e-04 -0.850908e-04
 -0.816409e-04 -0.816409e-04 -0.816409e-04 -0.816409e-04
 -0.785106e-04 -0.785106e-04 -0.785106e-04 -0.785106e-04
 -0.754965e-04 -0.754965e-04 -0.754965e-04 -0.754965e-04
 -0.727197e-04 -0.727197e-04 -0.727197e-04 -0.727197e-04
 -0.700725e-04 -0.700725e-04 -0.700725e-04 -0.700725e-04
 -0.674251e-04 -0.674251e-04 -0.674251e-04 -0.674251e-04
 -0.650343e-04 -0.650343e-04 -0.650343e-04 -0.650343e-04
 -0.627448e-04 -0.627448e-04 -0.627448e-04 -0.627448e-04
 -0.605540e-04 -0.605540e-04 -0.605540e-04 -0.605540e-04
 -0.583553e-04 -0.583553e-04 -0.583553e-04 -0.583553e-04
 -0.563747e-04 -0.563747e-04 -0.563747e-04 -0.563747e-04
 -0.544746e-04 -0.544746e-04 -0.544746e-04 -0.544746e-04
 -0.526500e-04 -0.526500e-04 -0.526500e-04 -0.526500e-04
 -0.509015e-04 -0.509015e-04 -0.509015e-04 -0.509015e-04
 -0.492948e-04 -0.492948e-04 -0.492948e-04 -0.492948e-04
 -0.476632e-04 -0.476632e-04 -0.476632e-04 -0.476632e-04
 -0.461046e-04 -0.461046e-04 -0.461046e-04 -0.461046e-04
 -0.446143e-04 -0.446143e-04 -0.446143e-04 -0.446143e-04
 -0.431886e-04 -0.431886e-04 -0.431886e-04 -0.431886e-04
 -0.418235e-04 -0.418235e-04 -0.418235e-04 -0.418235e-04
 -0.405788e-04 -0.405788e-04 -0.405788e-04 -0.405788e-04
 -0.393143e-04 -0.393143e-04 -0.393143e-04 -0.393143e-04
 -0.380995e-04 -0.380995e-04 -0.380995e-04 -0.380995e-04
 -0.369342e-04 -0.369342e-04 -0.369342e-04 -0.369342e-04
 -0.358163e-04 -0.358163e-04 -0.358163e-04 -0.358163e-04
 -0.347461e-04 -0.347461e-04 -0.347461e-04 -0.347461e-04
 -0.337267e-04 -0.337267e-04 -0.337267e-04 -0.337267e-04
 -0.327244e-04 -0.327244e-04 -0.327244e-04 -0.327244e-04
 -0.317686e-04 -0.317686e-04 -0.317686e-04 -0.317686e-04
 -0.308529e-04 -0.308529e-04 -0.308529e-04 -0.308529e-04
 -0.299734e-04 -0.299734e-04 -0.299734e-04 -0.299734e-04
 -0.291274e-04 -0.291274e-04 -0.291274e-04 -0.291274e-04
 -0.283127e-04 -0.283127e-04 -0.283127e-04 -0.283127e-04
 -0.275278e-04 -0.275278e-04 -0.275278e-04 -0.275278e-04
 -0.267714e-04 -0.267714e-04 -0.267714e-04 -0.267714e-04
 -0.260421e-04 -0.260421e-04 -0.260421e-04 -0.260421e-04
 -0.253386e-04 -0.253386e-04 -0.253386e-04 -0.253386e-04
 -0.246600e-04 -0.246600e-04 -0.246600e-04 -0.246600e-04
 -0.240050e-04 -0.240050e-04 -0.240050e-04 -0.240050e-04
 -0.233728e-04 -0.233728e-04 -0.233728e-04 -0.233728e-04
 -0.227624e-04 -0.227624e-04 -0.227624e-04 -0.227624e-04
 -0.221729e-04 -0.221729e-04 -0.221729e-04 -0.221729e-04
 -0.216033e-04 -0.216033e-04 -0.216033e-04 -0.216033e-04
 -0.210529e-04 -0.210529e-04 -0.210529e-04 -0.210529e-04
 -0.205209e-04 -0.205209e-04 -0.205209e-04 -0.205209e-04
 -0.200066e-04 -0.200066e-04 -0.200066e-04 -0.200066e-04
 -0.195092e-04 -0.195092e-04 -0.195092e-04 -0.195092e-04
 -0.190280e-04 -0.190280e-04 -0.190280e-04 -0.190280e-04
 -0.185624e-04 -0.185624e-04 -0.185624e-04 -0.185624e-04
 -0.181118e-04 -0.181118e-04 -0.181118e-04 -0.181118e-04
 -0.176755e-04 -0.176755e-04 -0.176755e-04 -0.176755e-04
 -0.172531e-04 -0.172531e-04 -0.172531e-04 -0.172531e-04
 -0.168439e-04 -0.168439e-04 -0.168439e-04 -0.168439e-04
 -0.164475e-04 -0.164475e-04 -0.164475e-04 -0.164475e-04
 -0.160634e-04 -0.160634e-04 -0.160634e-04 -0.160634e-04
 -0.156911e-04 -0.156911e-04 -0.156911e-04 -0.156911e-04
 -0.153302e-04 -0.153302e-04 -0.153302e-04 -0.153302e-04
 -0.149802e-04 -0.149802e-04 -0.149802e-04 -0.149802e-04
 -0.146408e-04 -0.146408e-04 -0.146408e-04 -0.146408e-04
 -0.143114e-04 -0.143114e-04 -0.143114e-04 -0.143114e-04
 -0.139919e-04 -0.139919e-04 -0.139919e-04 -0.139919e-04
 -0.136817e-04 -0.136817e-04 -0.136817e-04 -0.136817e-04
 -0.133807e-04 -0.133807e-04 -0.133807e-04 -0.133807e-04
 -0.130884e-04 -0.130884e-04 -0.130884e-04 -0.130884e-04
 -0.128045e-04 -0.128045e-04 -0.128045e-04 -0.128045e-04
 -0.125287e-04 -0.125287e-04 -0.125287e-04 -0.125287e-04
 -0.122608e-04 -0.122608e-04 -0.122608e-04 -0.122608e-04
 -0.120005e-04 -0.120005e-04 -0.120005e-04 -0.120005e-04
 -0.117507e-04 -0.117507e-04 -0.117507e-04 -0.117507e-04
 -0.115046e-04 -0.115046e-04 -0.115046e-04 -0.115046e-04
 -0.112654e-04 -0.112654e-04 -0.112654e-04 -0.112654e-04
 -0.110327e-04 -0.110327e-04 -0.110327e-04 -0.110327e-04
 -0.108064e-04 -0.108064e-04 -0.108064e-04 -0.108064e-04
 -0.105863e-04 -0.105863e-04 -0.105863e-04 -0.105863e-04
 -0.103720e-04 -0.103720e-04 -0.103720e-04 -0.103720e-04
 -0.101636e-04 -0.101636e-04 -0.101636e-04 -0.101636e-04
 -0.996063e-05 -0.996063e-05 -0.996063e-05 -0.996063e-05
 -0.976306e-05 -0.976306e-05 -0.976306e-05 -0.976306e-05
 -0.957068e-05 -0.957068e-05 -0.957068e-05 -0.957068e-05
 -0.938333e-05 -0.938333e-05 -0.938333e-05 -0.938333e-05
 -0.920084e-05 -0.920084e-05 -0.920084e-05 -0.920084e-05
 -0.902305e-05 -0.902305e-05 -0.902305e-05 -0.902305e-05
 -0.884981e-05 -0.884981e-05 -0.884981e-05 -0.884981e-05
 -0.867867e-05 -0.867867e-05 -0.867867e-05 -0.867867e-05
 -0.851417e-05 -0.851417e-05 -0.851417e-05 -0.851417e-05
 -0.835382e-05 -0.835382e-05 -0.835382e-05 -0.835382e-05
 -0.819746e-05 -0.819746e-05 -0.819746e-05 -0.819746e-05
 -0.804499e-05 -0.804499e-05 -0.804499e-05 -0.804499e-05
 -0.789629e-05 -0.789629e-05 -0.789629e-05 -0.789629e-05
