 Q11 Q12 Q21 Q22
 0.554879e-02 0.554879e-02 0.554879e-02 0.554879e-02
 0.540540e-02 0.540540e-02 0.540540e-02 0.540540e-02
 0.527040e-02 0.527040e-02 0.527040e-02 0.527040e-02
 0.514311e-02 0.514311e-02 0.514311e-02 0.514311e-02
 0.502292e-02 0.502292e-02 0.502292e-02 0.502292e-02
 0.490926e-02 0.490926e-02 0.490926e-02 0.490926e-02
 0.480164e-02 0.480164e-02 0.480164e-02 0.480164e-02
 0.469962e-02 0.469962e-02 0.469962e-02 0.469962e-02
 0.460277e-02 0.460277e-02 0.460277e-02 0.460277e-02
 0.451072e-02 0.451072e-02 0.451072e-02 0.451072e-02
 0.442314e-02 0.442314e-02 0.442314e-02 0.442314e-02
 0.433972e-02 0.433972e-02 0.433972e-02 0.433972e-02
 0.426017e-02 0.426017e-02 0.426017e-02 0.426017e-02
 0.418423e-02 0.418423e-02 0.418423e-02 0.418423e-02
 0.411166e-02 0.411166e-02 0.411166e-02 0.411166e-02
 0.404226e-02 0.404226e-02 0.404226e-02 0.404226e-02
 0.397581e-02 0.397581e-02 0.397581e-02 0.397581e-02
 0.391213e-02 0.391213e-02 0.391213e-02 0.391213e-02
 0.385105e-02 0.385105e-02 0.385105e-02 0.385105e-02
 0.379242e-02 0.379242e-02 0.379242e-02 0.379242e-02
 0.373609e-02 0.373609e-02 0.373609e-02 0.373609e-02
 0.368193e-02 0.368193e-02 0.368193e-02 0.368193e-02
 0.362981e-02 0.362981e-02 0.362981e-02 0.362981e-02
 0.357962e-02 0.357962e-02 0.357962e-02 0.357962e-02
 0.353124e-02 0.353124e-02 0.353124e-02 0.353124e-02
 0.348459e-02 0.348459e-02 0.348459e-02 0.348459e-02
 0.343957e-02 0.343957e-02 0.343957e-02 0.343957e-02
 0.339608e-02 0.339608e-02 0.339608e-02 0.339608e-02
 0.335406e-02 0.335406e-02 0.335406e-02 0.335406e-02
 0.331343e-02 0.331343e-02 0.331343e-02 0.331343e-02
 0.327411e-02 0.327411e-02 0.327411e-02 0.327411e-02
 0.323604e-02 0.323604e-02 0.323604e-02 0.323604e-02
 0.319916e-02 0.319916e-02 0.319916e-02 0.319916e-02
 0.316342e-02 0.316342e-02 0.316342e-02 0.316342e-02
 0.312875e-02 0.312875e-02 0.312875e-02 0.312875e-02
 0.309511e-02 0.309511e-02 0.309511e-02 0.309511e-02
 0.306246e-02 0.306246e-02 0.306246e-02 0.306246e-02
 0.303073e-02 0.303073e-02 0.303073e-02 0.303073e-02
 0.299991e-02 0.299991e-02 0.299991e-02 0.299991e-02
 0.296993e-02 0.296993e-02 0.296993e-02 0.296993e-02
 0.294078e-02 0.294078e-02 0.294078e-02 0.294078e-02
 0.291240e-02 0.291240e-02 0.291240e-02 0.291240e-02
 0.288478e-02 0.288478e-02 0.288478e-02 0.288478e-02
 0.285787e-02 0.285787e-02 0.285787e-02 0.285787e-02
 0.283165e-02 0.283165e-02 0.283165e-02 0.283165e-02
 0.280609e-02 0.280609e-02 0.280609e-02 0.280609e-02
 0.278117e-02 0.278117e-02 0.278117e-02 0.278117e-02
 0.275686e-02 0.275686e-02 0.275686e-02 0.275686e-02
 0.273313e-02 0.273313e-02 0.273313e-02 0.273313e-02
 0.270996e-02 0.270996e-02 0.270996e-02 0.270996e-02
 0.268734e-02 0.268734e-02 0.268734e-02 0.268734e-02
 0.266524e-02 0.266524e-02 0.266524e-02 0.266524e-02
 0.264363e-02 0.264363e-02 0.264363e-02 0.264363e-02
 0.262252e-02 0.262252e-02 0.262252e-02 0.262252e-02
 0.260187e-02 0.260187e-02 0.260187e-02 0.260187e-02
 0.258167e-02 0.258167e-02 0.258167e-02 0.258167e-02
 0.256190e-02 0.256190e-02 0.256190e-02 0.256190e-02
 0.254256e-02 0.254256e-02 0.254256e-02 0.254256e-02
 0.252362e-02 0.252362e-02 0.252362e-02 0.252362e-02
 0.250507e-02 0.250507e-02 0.250507e-02 0.250507e-02
 0.248689e-02 0.248689e-02 0.248689e-02 0.248689e-02
 0.246909e-02 0.246909e-02 0.246909e-02 0.246909e-02
 0.245164e-02 0.245164e-02 0.245164e-02 0.245164e-02
 0.243453e-02 0.243453e-02 0.243453e-02 0.243453e-02
 0.241775e-02 0.241775e-02 0.241775e-02 0.241775e-02
 0.240129e-02 0.240129e-02 0.240129e-02 0.240129e-02
 0.238515e-02 0.238515e-02 0.238515e-02 0.238515e-02
 0.236931e-02 0.236931e-02 0.236931e-02 0.236931e-02
 0.235376e-02 0.235376e-02 0.235376e-02 0.235376e-02
 0.233849e-02 0.233849e-02 0.233849e-02 0.233849e-02
 0.232350e-02 0.232350e-02 0.232350e-02 0.232350e-02
 0.230878e-02 0.230878e-02 0.230878e-02 0.230878e-02
 0.229432e-02 0.229432e-02 0.229432e-02 0.229432e-02
 0.228011e-02 0.228011e-02 0.228011e-02 0.228011e-02
 0.226615e-02 0.226615e-02 0.226615e-02 0.226615e-02
 0.225242e-02 0.225242e-02 0.225242e-02 0.225242e-02
 0.223893e-02 0.223893e-02 0.223893e-02 0.223893e-02
 0.222566e-02 0.222566e-02 0.222566e-02 0.222566e-02
 0.221261e-02 0.221261e-02 0.221261e-02 0.221261e-02
 0.219978e-02 0.219978e-02 0.219978e-02 0.219978e-02
 0.218715e-02 0.218715e-02 0.218715e-02 0.218715e-02
 0.217473e-02 0.217473e-02 0.217473e-02 0.217473e-02
 0.216250e-02 0.216250e-02 0.216250e-02 0.216250e-02
 0.215047e-02 0.215047e-02 0.215047e-02 0.215047e-02
 0.213862e-02 0.213862e-02 0.213862e-02 0.213862e-02
 0.212696e-02 0.212696e-02 0.212696e-02 0.212696e-02
 0.211547e-02 0.211547e-02 0.211547e-02 0.211547e-02
 0.210416e-02 0.210416e-02 0.210416e-02 0.210416e-02
 0.209302e-02 0.209302e-02 0.209302e-02 0.209302e-02
 0.208204e-02 0.208204e-02 0.208204e-02 0.208204e-02
 0.207122e-02 0.207122e-02 0.207122e-02 0.207122e-02
 0.206056e-02 0.206056e-02 0.206056e-02 0.206056e-02
 0.205006e-02 0.205006e-02 0.205006e-02 0.205006e-02
 0.203971e-02 0.203971e-02 0.203971e-02 0.203971e-02
 0.202950e-02 0.202950e-02 0.202950e-02 0.202950e-02
 0.201943e-02 0.201943e-02 0.201943e-02 0.201943e-02
 0.200951e-02 0.200951e-02 0.200951e-02 0.200951e-02
 0.199972e-02 0.199972e-02 0.199972e-02 0.199972e-02
 0.199007e-02 0.199007e-02 0.199007e-02 0.199007e-02
 0.198055e-02 0.198055e-02 0.198055e-02 0.198055e-02
 0.197116e-02 0.197116e-02 0.197116e-02 0.197116e-02
 0.196189e-02 0.196189e-02 0.196189e-02 0.196189e-02
 0.195274e-02 0.195274e-02 0.195274e-02 0.195274e-02
 0.194372e-02 0.194372e-02 0.194372e-02 0.194372e-02
 0.193481e-02 0.193481e-02 0.193481e-02 0.193481e-02
 0.192602e-02 0.192602e-02 0.192602e-02 0.192602e-02
 0.191734e-02 0.191734e-02 0.191734e-02 0.191734e-02
 0.190877e-02 0.190877e-02 0.190877e-02 0.190877e-02
 0.190031e-02 0.190031e-02 0.190031e-02 0.190031e-02
 0.189195e-02 0.189195e-02 0.189195e-02 0.189195e-02
 0.188370e-02 0.188370e-02 0.188370e-02 0.188370e-02
 0.187555e-02 0.187555e-02 0.187555e-02 0.187555e-02
 0.186750e-02 0.186750e-02 0.186750e-02 0.186750e-02
 0.185955e-02 0.185955e-02 0.185955e-02 0.185955e-02
 0.185169e-02 0.185169e-02 0.185169e-02 0.185169e-02
 0.184393e-02 0.184393e-02 0.184393e-02 0.184393e-02
 0.183625e-02 0.183625e-02 0.183625e-02 0.183625e-02
 0.182867e-02 0.182867e-02 0.182867e-02 0.182867e-02
 0.182118e-02 0.182118e-02 0.182118e-02 0.182118e-02
 0.181378e-02 0.181378e-02 0.181378e-02 0.181378e-02
 0.180646e-02 0.180646e-02 0.180646e-02 0.180646e-02
 0.179922e-02 0.179922e-02 0.179922e-02 0.179922e-02
 0.179207e-02 0.179207e-02 0.179207e-02 0.179207e-02
 0.178500e-02 0.178500e-02 0.178500e-02 0.178500e-02
 0.177800e-02 0.177800e-02 0.177800e-02 0.177800e-02
 0.177109e-02 0.177109e-02 0.177109e-02 0.177109e-02
 0.176425e-02 0.176425e-02 0.176425e-02 0.176425e-02
 0.175748e-02 0.175748e-02 0.175748e-02 0.175748e-02
 0.175079e-02 0.175079e-02 0.175079e-02 0.175079e-02
 0.174418e-02 0.174418e-02 0.174418e-02 0.174418e-02
 0.173763e-02 0.173763e-02 0.173763e-02 0.173763e-02
 0.173115e-02 0.173115e-02 0.173115e-02 0.173115e-02
 0.172474e-02 0.172474e-02 0.172474e-02 0.172474e-02
 0.171840e-02 0.171840e-02 0.171840e-02 0.171840e-02
 0.171213e-02 0.171213e-02 0.171213e-02 0.171213e-02
 0.170592e-02 0.170592e-02 0.170592e-02 0.170592e-02
 0.169978e-02 0.169978e-02 0.169978e-02 0.169978e-02
 0.169370e-02 0.169370e-02 0.169370e-02 0.169370e-02
 0.168768e-02 0.168768e-02 0.168768e-02 0.168768e-02
 0.168172e-02 0.168172e-02 0.168172e-02 0.168172e-02
 0.167582e-02 0.167582e-02 0.167582e-02 0.167582e-02
 0.166998e-02 0.166998e-02 0.166998e-02 0.166998e-02
 0.166420e-02 0.166420e-02 0.166420e-02 0.166420e-02
 0.165848e-02 0.165848e-02 0.165848e-02 0.165848e-02
 0.165281e-02 0.165281e-02 0.165281e-02 0.165281e-02
 0.164720e-02 0.164720e-02 0.164720e-02 0.164720e-02
 0.164164e-02 0.164164e-02 0.164164e-02 0.164164e-02
 0.163614e-02 0.163614e-02 0.163614e-02 0.163614e-02
 0.163069e-02 0.163069e-02 0.163069e-02 0.163069e-02
 0.162529e-02 0.162529e-02 0.162529e-02 0.162529e-02
 0.161994e-02 0.161994e-02 0.161994e-02 0.161994e-02
 0.161464e-02 0.161464e-02 0.161464e-02 0.161464e-02
 0.160940e-02 0.160940e-02 0.160940e-02 0.160940e-02
 0.160420e-02 0.160420e-02 0.160420e-02 0.160420e-02
 0.159905e-02 0.159905e-02 0.159905e-02 0.159905e-02
 0.159395e-02 0.159395e-02 0.159395e-02 0.159395e-02
 0.158889e-02 0.158889e-02 0.158889e-02 0.158889e-02
 0.158388e-02 0.158388e-02 0.158388e-02 0.158388e-02
 0.343866e+01 0.343866e+01 0.343866e+01 0.343866e+01
 0.393892e+01 0.393892e+01 0.393892e+01 0.393892e+01
 0.338568e+01 0.338568e+01 0.338568e+01 0.338568e+01
 0.278080e+01 0.278080e+01 0.278080e+01 0.278080e+01
 0.228786e+01 0.228786e+01 0.228786e+01 0.228786e+01
 0.190567e+01 0.190567e+01 0.190567e+01 0.190567e+01
 0.160957e+01 0.160957e+01 0.160957e+01 0.160957e+01
 0.137734e+01 0.137734e+01 0.137734e+01 0.137734e+01
 0.109543e+01 0.109543e+01 0.109543e+01 0.109543e+01
 0.889917e+00 0.889917e+00 0.889917e+00 0.889917e+00
 0.739569e+00 0.739569e+00 0.739569e+00 0.739569e+00
 0.626285e+00 0.626285e+00 0.626285e+00 0.626285e+00
 0.538764e+00 0.538764e+00 0.538764e+00 0.538764e+00
 0.469680e+00 0.469680e+00 0.469680e+00 0.469680e+00
 0.414124e+00 0.414124e+00 0.414124e+00 0.414124e+00
 0.368716e+00 0.368716e+00 0.368716e+00 0.368716e+00
 0.331069e+00 0.331069e+00 0.331069e+00 0.331069e+00
 0.299460e+00 0.299460e+00 0.299460e+00 0.299460e+00
 0.272623e+00 0.272623e+00 0.272623e+00 0.272623e+00
 0.249608e+00 0.249608e+00 0.249608e+00 0.249608e+00
 0.229695e+00 0.229695e+00 0.229695e+00 0.229695e+00
 0.212327e+00 0.212327e+00 0.212327e+00 0.212327e+00
 0.197068e+00 0.197068e+00 0.197068e+00 0.197068e+00
 0.183574e+00 0.183574e+00 0.183574e+00 0.183574e+00
 0.171570e+00 0.171570e+00 0.171570e+00 0.171570e+00
 0.160834e+00 0.160834e+00 0.160834e+00 0.160834e+00
 0.151184e+00 0.151184e+00 0.151184e+00 0.151184e+00
 0.142471e+00 0.142471e+00 0.142471e+00 0.142471e+00
 0.134570e+00 0.134570e+00 0.134570e+00 0.134570e+00
 0.127379e+00 0.127379e+00 0.127379e+00 0.127379e+00
 0.120811e+00 0.120811e+00 0.120811e+00 0.120811e+00
 0.114792e+00 0.114792e+00 0.114792e+00 0.114792e+00
 0.109259e+00 0.109259e+00 0.109259e+00 0.109259e+00
 0.104158e+00 0.104158e+00 0.104158e+00 0.104158e+00
 0.994438e-01 0.994438e-01 0.994438e-01 0.994438e-01
 0.950755e-01 0.950755e-01 0.950755e-01 0.950755e-01
 0.910186e-01 0.910186e-01 0.910186e-01 0.910186e-01
 0.872426e-01 0.872426e-01 0.872426e-01 0.872426e-01
 0.837208e-01 0.837208e-01 0.837208e-01 0.837208e-01
 0.804299e-01 0.804299e-01 0.804299e-01 0.804299e-01
 0.773491e-01 0.773491e-01 0.773491e-01 0.773491e-01
 0.744600e-01 0.744600e-01 0.744600e-01 0.744600e-01
 0.717462e-01 0.717462e-01 0.717462e-01 0.717462e-01
 0.691932e-01 0.691932e-01 0.691932e-01 0.691932e-01
 0.667880e-01 0.667880e-01 0.667880e-01 0.667880e-01
 0.645187e-01 0.645187e-01 0.645187e-01 0.645187e-01
 0.623750e-01 0.623750e-01 0.623750e-01 0.623750e-01
 0.603473e-01 0.603473e-01 0.603473e-01 0.603473e-01
 0.584269e-01 0.584269e-01 0.584269e-01 0.584269e-01
 0.566062e-01 0.566062e-01 0.566062e-01 0.566062e-01
 0.548781e-01 0.548781e-01 0.548781e-01 0.548781e-01
 0.532360e-01 0.532360e-01 0.532360e-01 0.532360e-01
 0.516742e-01 0.516742e-01 0.516742e-01 0.516742e-01
 0.501873e-01 0.501873e-01 0.501873e-01 0.501873e-01
 0.487704e-01 0.487704e-01 0.487704e-01 0.487704e-01
 0.474189e-01 0.474189e-01 0.474189e-01 0.474189e-01
 0.461288e-01 0.461288e-01 0.461288e-01 0.461288e-01
 0.448963e-01 0.448963e-01 0.448963e-01 0.448963e-01
 0.437177e-01 0.437177e-01 0.437177e-01 0.437177e-01
 0.399739e-01 0.399739e-01 0.399739e-01 0.399739e-01
 0.346860e-01 0.346860e-01 0.346860e-01 0.346860e-01
 0.304777e-01 0.304777e-01 0.304777e-01 0.304777e-01
 0.270667e-01 0.270667e-01 0.270667e-01 0.270667e-01
 0.242590e-01 0.242590e-01 0.242590e-01 0.242590e-01
 0.219169e-01 0.219169e-01 0.219169e-01 0.219169e-01
 0.199406e-01 0.199406e-01 0.199406e-01 0.199406e-01
 0.182560e-01 0.182560e-01 0.182560e-01 0.182560e-01
 0.168073e-01 0.168073e-01 0.168073e-01 0.168073e-01
 0.155514e-01 0.155514e-01 0.155514e-01 0.155514e-01
 0.144549e-01 0.144549e-01 0.144549e-01 0.144549e-01
 0.134913e-01 0.134913e-01 0.134913e-01 0.134913e-01
 0.126396e-01 0.126396e-01 0.126396e-01 0.126396e-01
 0.118827e-01 0.118827e-01 0.118827e-01 0.118827e-01
 0.112068e-01 0.112068e-01 0.112068e-01 0.112068e-01
 0.106004e-01 0.106004e-01 0.106004e-01 0.106004e-01
 0.100542e-01 0.100542e-01 0.100542e-01 0.100542e-01
 0.956014e-02 0.956014e-02 0.956014e-02 0.956014e-02
 0.911177e-02 0.911177e-02 0.911177e-02 0.911177e-02
 0.870343e-02 0.870343e-02 0.870343e-02 0.870343e-02
 0.833039e-02 0.833039e-02 0.833039e-02 0.833039e-02
 0.798857e-02 0.798857e-02 0.798857e-02 0.798857e-02
 0.767448e-02 0.767448e-02 0.767448e-02 0.767448e-02
 0.738512e-02 0.738512e-02 0.738512e-02 0.738512e-02
 0.711787e-02 0.711787e-02 0.711787e-02 0.711787e-02
 0.687046e-02 0.687046e-02 0.687046e-02 0.687046e-02
 0.664091e-02 0.664091e-02 0.664091e-02 0.664091e-02
 0.642746e-02 0.642746e-02 0.642746e-02 0.642746e-02
 0.622858e-02 0.622858e-02 0.622858e-02 0.622858e-02
 0.604293e-02 0.604293e-02 0.604293e-02 0.604293e-02
 0.586929e-02 0.586929e-02 0.586929e-02 0.586929e-02
 0.570661e-02 0.570661e-02 0.570661e-02 0.570661e-02
 0.555393e-02 0.555393e-02 0.555393e-02 0.555393e-02
 0.541041e-02 0.541041e-02 0.541041e-02 0.541041e-02
 0.527529e-02 0.527529e-02 0.527529e-02 0.527529e-02
 0.514788e-02 0.514788e-02 0.514788e-02 0.514788e-02
 0.502757e-02 0.502757e-02 0.502757e-02 0.502757e-02
 0.491381e-02 0.491381e-02 0.491381e-02 0.491381e-02
 0.480609e-02 0.480609e-02 0.480609e-02 0.480609e-02
 0.470397e-02 0.470397e-02 0.470397e-02 0.470397e-02
 0.460703e-02 0.460703e-02 0.460703e-02 0.460703e-02
 0.451489e-02 0.451489e-02 0.451489e-02 0.451489e-02
 0.442723e-02 0.442723e-02 0.442723e-02 0.442723e-02
 0.434373e-02 0.434373e-02 0.434373e-02 0.434373e-02
 0.426410e-02 0.426410e-02 0.426410e-02 0.426410e-02
 0.418809e-02 0.418809e-02 0.418809e-02 0.418809e-02
 0.411546e-02 0.411546e-02 0.411546e-02 0.411546e-02
 0.404598e-02 0.404598e-02 0.404598e-02 0.404598e-02
 0.397947e-02 0.397947e-02 0.397947e-02 0.397947e-02
 0.391573e-02 0.391573e-02 0.391573e-02 0.391573e-02
 0.385460e-02 0.385460e-02 0.385460e-02 0.385460e-02
 0.379591e-02 0.379591e-02 0.379591e-02 0.379591e-02
 0.373953e-02 0.373953e-02 0.373953e-02 0.373953e-02
 0.368532e-02 0.368532e-02 0.368532e-02 0.368532e-02
 0.363315e-02 0.363315e-02 0.363315e-02 0.363315e-02
 0.358291e-02 0.358291e-02 0.358291e-02 0.358291e-02
 0.353449e-02 0.353449e-02 0.353449e-02 0.353449e-02
 0.348779e-02 0.348779e-02 0.348779e-02 0.348779e-02
 0.344272e-02 0.344272e-02 0.344272e-02 0.344272e-02
 0.339920e-02 0.339920e-02 0.339920e-02 0.339920e-02
 0.335714e-02 0.335714e-02 0.335714e-02 0.335714e-02
 0.331646e-02 0.331646e-02 0.331646e-02 0.331646e-02
 0.327711e-02 0.327711e-02 0.327711e-02 0.327711e-02
 0.323900e-02 0.323900e-02 0.323900e-02 0.323900e-02
 0.320209e-02 0.320209e-02 0.320209e-02 0.320209e-02
 0.316631e-02 0.316631e-02 0.316631e-02 0.316631e-02
 0.313161e-02 0.313161e-02 0.313161e-02 0.313161e-02
 0.309794e-02 0.309794e-02 0.309794e-02 0.309794e-02
 0.306525e-02 0.306525e-02 0.306525e-02 0.306525e-02
 0.303349e-02 0.303349e-02 0.303349e-02 0.303349e-02
 0.300264e-02 0.300264e-02 0.300264e-02 0.300264e-02
 0.297263e-02 0.297263e-02 0.297263e-02 0.297263e-02
 0.294345e-02 0.294345e-02 0.294345e-02 0.294345e-02
 0.291505e-02 0.291505e-02 0.291505e-02 0.291505e-02
 0.288740e-02 0.288740e-02 0.288740e-02 0.288740e-02
 0.286046e-02 0.286046e-02 0.286046e-02 0.286046e-02
 0.283422e-02 0.283422e-02 0.283422e-02 0.283422e-02
 0.280864e-02 0.280864e-02 0.280864e-02 0.280864e-02
 0.278369e-02 0.278369e-02 0.278369e-02 0.278369e-02
 0.275935e-02 0.275935e-02 0.275935e-02 0.275935e-02
 0.273560e-02 0.273560e-02 0.273560e-02 0.273560e-02
 0.271241e-02 0.271241e-02 0.271241e-02 0.271241e-02
 0.268976e-02 0.268976e-02 0.268976e-02 0.268976e-02
 0.266764e-02 0.266764e-02 0.266764e-02 0.266764e-02
 0.264602e-02 0.264602e-02 0.264602e-02 0.264602e-02
 0.262488e-02 0.262488e-02 0.262488e-02 0.262488e-02
 0.260421e-02 0.260421e-02 0.260421e-02 0.260421e-02
 0.258399e-02 0.258399e-02 0.258399e-02 0.258399e-02
 0.256421e-02 0.256421e-02 0.256421e-02 0.256421e-02
 0.254484e-02 0.254484e-02 0.254484e-02 0.254484e-02
 0.252588e-02 0.252588e-02 0.252588e-02 0.252588e-02
 0.250731e-02 0.250731e-02 0.250731e-02 0.250731e-02
 0.248912e-02 0.248912e-02 0.248912e-02 0.248912e-02
 0.247130e-02 0.247130e-02 0.247130e-02 0.247130e-02
 0.245383e-02 0.245383e-02 0.245383e-02 0.245383e-02
 0.243671e-02 0.243671e-02 0.243671e-02 0.243671e-02
 0.241991e-02 0.241991e-02 0.241991e-02 0.241991e-02
 0.240344e-02 0.240344e-02 0.240344e-02 0.240344e-02
 0.238728e-02 0.238728e-02 0.238728e-02 0.238728e-02
 0.237142e-02 0.237142e-02 0.237142e-02 0.237142e-02
 0.235586e-02 0.235586e-02 0.235586e-02 0.235586e-02
 0.234058e-02 0.234058e-02 0.234058e-02 0.234058e-02
 0.232557e-02 0.232557e-02 0.232557e-02 0.232557e-02
 0.231084e-02 0.231084e-02 0.231084e-02 0.231084e-02
 0.229636e-02 0.229636e-02 0.229636e-02 0.229636e-02
 0.228214e-02 0.228214e-02 0.228214e-02 0.228214e-02
 0.226816e-02 0.226816e-02 0.226816e-02 0.226816e-02
 0.225442e-02 0.225442e-02 0.225442e-02 0.225442e-02
 0.224091e-02 0.224091e-02 0.224091e-02 0.224091e-02
 0.222763e-02 0.222763e-02 0.222763e-02 0.222763e-02
 0.221457e-02 0.221457e-02 0.221457e-02 0.221457e-02
 0.220173e-02 0.220173e-02 0.220173e-02 0.220173e-02
 0.218909e-02 0.218909e-02 0.218909e-02 0.218909e-02
 0.217665e-02 0.217665e-02 0.217665e-02 0.217665e-02
 0.216441e-02 0.216441e-02 0.216441e-02 0.216441e-02
 0.215237e-02 0.215237e-02 0.215237e-02 0.215237e-02
 0.214051e-02 0.214051e-02 0.214051e-02 0.214051e-02
 0.212883e-02 0.212883e-02 0.212883e-02 0.212883e-02
 0.211734e-02 0.211734e-02 0.211734e-02 0.211734e-02
 0.210601e-02 0.210601e-02 0.210601e-02 0.210601e-02
 0.209486e-02 0.209486e-02 0.209486e-02 0.209486e-02
 0.208387e-02 0.208387e-02 0.208387e-02 0.208387e-02
 0.207304e-02 0.207304e-02 0.207304e-02 0.207304e-02
 0.206237e-02 0.206237e-02 0.206237e-02 0.206237e-02
 0.205186e-02 0.205186e-02 0.205186e-02 0.205186e-02
 0.204150e-02 0.204150e-02 0.204150e-02 0.204150e-02
 0.203128e-02 0.203128e-02 0.203128e-02 0.203128e-02
 0.202120e-02 0.202120e-02 0.202120e-02 0.202120e-02
 0.201127e-02 0.201127e-02 0.201127e-02 0.201127e-02
 0.200147e-02 0.200147e-02 0.200147e-02 0.200147e-02
 0.199181e-02 0.199181e-02 0.199181e-02 0.199181e-02
 0.198228e-02 0.198228e-02 0.198228e-02 0.198228e-02
 0.197288e-02 0.197288e-02 0.197288e-02 0.197288e-02
 0.196360e-02 0.196360e-02 0.196360e-02 0.196360e-02
 0.195445e-02 0.195445e-02 0.195445e-02 0.195445e-02
 0.194541e-02 0.194541e-02 0.194541e-02 0.194541e-02
 0.193650e-02 0.193650e-02 0.193650e-02 0.193650e-02
 0.192770e-02 0.192770e-02 0.192770e-02 0.192770e-02
 0.191901e-02 0.191901e-02 0.191901e-02 0.191901e-02
 0.191043e-02 0.191043e-02 0.191043e-02 0.191043e-02
 0.190196e-02 0.190196e-02 0.190196e-02 0.190196e-02
 0.189360e-02 0.189360e-02 0.189360e-02 0.189360e-02
 0.188534e-02 0.188534e-02 0.188534e-02 0.188534e-02
 0.187718e-02 0.187718e-02 0.187718e-02 0.187718e-02
 0.186912e-02 0.186912e-02 0.186912e-02 0.186912e-02
 0.186116e-02 0.186116e-02 0.186116e-02 0.186116e-02
 0.185329e-02 0.185329e-02 0.185329e-02 0.185329e-02
 0.184552e-02 0.184552e-02 0.184552e-02 0.184552e-02
 0.183785e-02 0.183785e-02 0.183785e-02 0.183785e-02
 0.183026e-02 0.183026e-02 0.183026e-02 0.183026e-02
 0.182276e-02 0.182276e-02 0.182276e-02 0.182276e-02
 0.181535e-02 0.181535e-02 0.181535e-02 0.181535e-02
 0.180802e-02 0.180802e-02 0.180802e-02 0.180802e-02
 0.180078e-02 0.180078e-02 0.180078e-02 0.180078e-02
 0.179362e-02 0.179362e-02 0.179362e-02 0.179362e-02
 0.178654e-02 0.178654e-02 0.178654e-02 0.178654e-02
 0.177954e-02 0.177954e-02 0.177954e-02 0.177954e-02
 0.177261e-02 0.177261e-02 0.177261e-02 0.177261e-02
 0.176577e-02 0.176577e-02 0.176577e-02 0.176577e-02
 0.175900e-02 0.175900e-02 0.175900e-02 0.175900e-02
 0.175230e-02 0.175230e-02 0.175230e-02 0.175230e-02
 0.174568e-02 0.174568e-02 0.174568e-02 0.174568e-02
 0.173912e-02 0.173912e-02 0.173912e-02 0.173912e-02
 0.173264e-02 0.173264e-02 0.173264e-02 0.173264e-02
 0.172623e-02 0.172623e-02 0.172623e-02 0.172623e-02
 0.171988e-02 0.171988e-02 0.171988e-02 0.171988e-02
 0.171360e-02 0.171360e-02 0.171360e-02 0.171360e-02
 0.170738e-02 0.170738e-02 0.170738e-02 0.170738e-02
 0.170123e-02 0.170123e-02 0.170123e-02 0.170123e-02
 0.169515e-02 0.169515e-02 0.169515e-02 0.169515e-02
 0.168912e-02 0.168912e-02 0.168912e-02 0.168912e-02
 0.168316e-02 0.168316e-02 0.168316e-02 0.168316e-02
 0.167725e-02 0.167725e-02 0.167725e-02 0.167725e-02
 0.167141e-02 0.167141e-02 0.167141e-02 0.167141e-02
 0.166562e-02 0.166562e-02 0.166562e-02 0.166562e-02
 0.165989e-02 0.165989e-02 0.165989e-02 0.165989e-02
 0.165422e-02 0.165422e-02 0.165422e-02 0.165422e-02
 0.164860e-02 0.164860e-02 0.164860e-02 0.164860e-02
 0.164304e-02 0.164304e-02 0.164304e-02 0.164304e-02
 0.163753e-02 0.163753e-02 0.163753e-02 0.163753e-02
 0.163208e-02 0.163208e-02 0.163208e-02 0.163208e-02
 0.162667e-02 0.162667e-02 0.162667e-02 0.162667e-02
 0.162132e-02 0.162132e-02 0.162132e-02 0.162132e-02
 0.161602e-02 0.161602e-02 0.161602e-02 0.161602e-02
 0.161077e-02 0.161077e-02 0.161077e-02 0.161077e-02
 0.160556e-02 0.160556e-02 0.160556e-02 0.160556e-02
 0.160041e-02 0.160041e-02 0.160041e-02 0.160041e-02
 0.159530e-02 0.159530e-02 0.159530e-02 0.159530e-02
 0.159024e-02 0.159024e-02 0.159024e-02 0.159024e-02
 0.158523e-02 0.158523e-02 0.158523e-02 0.158523e-02
 0.342166e+01 0.342166e+01 0.342166e+01 0.342166e+01
 0.393059e+01 0.393059e+01 0.393059e+01 0.393059e+01
 0.338274e+01 0.338274e+01 0.338274e+01 0.338274e+01
 0.278014e+01 0.278014e+01 0.278014e+01 0.278014e+01
 0.228820e+01 0.228820e+01 0.228820e+01 0.228820e+01
 0.190642e+01 0.190642e+01 0.190642e+01 0.190642e+01
 0.161047e+01 0.161047e+01 0.161047e+01 0.161047e+01
 0.137828e+01 0.137828e+01 0.137828e+01 0.137828e+01
 0.110003e+01 0.110003e+01 0.110003e+01 0.110003e+01
 0.893497e+00 0.893497e+00 0.893497e+00 0.893497e+00
 0.742413e+00 0.742413e+00 0.742413e+00 0.742413e+00
 0.628584e+00 0.628584e+00 0.628584e+00 0.628584e+00
 0.540652e+00 0.540652e+00 0.540652e+00 0.540652e+00
 0.471251e+00 0.471251e+00 0.471251e+00 0.471251e+00
 0.415446e+00 0.415446e+00 0.415446e+00 0.415446e+00
 0.369841e+00 0.369841e+00 0.369841e+00 0.369841e+00
