 Q11 Q12 Q21 Q22
 0.325341e-02 0.325341e-02 0.325341e-02 0.325341e-02
 0.322627e-02 0.322627e-02 0.322627e-02 0.322627e-02
 0.319974e-02 0.319974e-02 0.319974e-02 0.319974e-02
 0.317379e-02 0.317379e-02 0.317379e-02 0.317379e-02
 0.314841e-02 0.314841e-02 0.314841e-02 0.314841e-02
 0.312358e-02 0.312358e-02 0.312358e-02 0.312358e-02
 0.309928e-02 0.309928e-02 0.309928e-02 0.309928e-02
 0.307549e-02 0.307549e-02 0.307549e-02 0.307549e-02
 0.305219e-02 0.305219e-02 0.305219e-02 0.305219e-02
 0.302936e-02 0.302936e-02 0.302936e-02 0.302936e-02
 0.300700e-02 0.300700e-02 0.300700e-02 0.300700e-02
 0.298508e-02 0.298508e-02 0.298508e-02 0.298508e-02
 0.296360e-02 0.296360e-02 0.296360e-02 0.296360e-02
 0.294253e-02 0.294253e-02 0.294253e-02 0.294253e-02
 0.292187e-02 0.292187e-02 0.292187e-02 0.292187e-02
 0.290160e-02 0.290160e-02 0.290160e-02 0.290160e-02
 0.288171e-02 0.288171e-02 0.288171e-02 0.288171e-02
 0.286219e-02 0.286219e-02 0.286219e-02 0.286219e-02
 0.284303e-02 0.284303e-02 0.284303e-02 0.284303e-02
 0.282421e-02 0.282421e-02 0.282421e-02 0.282421e-02
 0.280574e-02 0.280574e-02 0.280574e-02 0.280574e-02
 0.278759e-02 0.278759e-02 0.278759e-02 0.278759e-02
 0.276975e-02 0.276975e-02 0.276975e-02 0.276975e-02
 0.275223e-02 0.275223e-02 0.275223e-02 0.275223e-02
 0.273501e-02 0.273501e-02 0.273501e-02 0.273501e-02
 0.271808e-02 0.271808e-02 0.271808e-02 0.271808e-02
 0.270143e-02 0.270143e-02 0.270143e-02 0.270143e-02
 0.268506e-02 0.268506e-02 0.268506e-02 0.268506e-02
 0.266896e-02 0.266896e-02 0.266896e-02 0.266896e-02
 0.265313e-02 0.265313e-02 0.265313e-02 0.265313e-02
 0.263754e-02 0.263754e-02 0.263754e-02 0.263754e-02
 0.262221e-02 0.262221e-02 0.262221e-02 0.262221e-02
 0.260712e-02 0.260712e-02 0.260712e-02 0.260712e-02
 0.259226e-02 0.259226e-02 0.259226e-02 0.259226e-02
 0.257763e-02 0.257763e-02 0.257763e-02 0.257763e-02
 0.256323e-02 0.256323e-02 0.256323e-02 0.256323e-02
 0.254905e-02 0.254905e-02 0.254905e-02 0.254905e-02
 0.253508e-02 0.253508e-02 0.253508e-02 0.253508e-02
 0.252132e-02 0.252132e-02 0.252132e-02 0.252132e-02
 0.250776e-02 0.250776e-02 0.250776e-02 0.250776e-02
 0.249441e-02 0.249441e-02 0.249441e-02 0.249441e-02
 0.248124e-02 0.248124e-02 0.248124e-02 0.248124e-02
 0.246827e-02 0.246827e-02 0.246827e-02 0.246827e-02
 0.245547e-02 0.245547e-02 0.245547e-02 0.245547e-02
 0.244287e-02 0.244287e-02 0.244287e-02 0.244287e-02
 0.243043e-02 0.243043e-02 0.243043e-02 0.243043e-02
 0.241817e-02 0.241817e-02 0.241817e-02 0.241817e-02
 0.240608e-02 0.240608e-02 0.240608e-02 0.240608e-02
 0.239416e-02 0.239416e-02 0.239416e-02 0.239416e-02
 0.238239e-02 0.238239e-02 0.238239e-02 0.238239e-02
 0.237078e-02 0.237078e-02 0.237078e-02 0.237078e-02
 0.235933e-02 0.235933e-02 0.235933e-02 0.235933e-02
 0.234803e-02 0.234803e-02 0.234803e-02 0.234803e-02
 0.233688e-02 0.233688e-02 0.233688e-02 0.233688e-02
 0.232587e-02 0.232587e-02 0.232587e-02 0.232587e-02
 0.231501e-02 0.231501e-02 0.231501e-02 0.231501e-02
 0.230428e-02 0.230428e-02 0.230428e-02 0.230428e-02
 0.229369e-02 0.229369e-02 0.229369e-02 0.229369e-02
 0.228324e-02 0.228324e-02 0.228324e-02 0.228324e-02
 0.227291e-02 0.227291e-02 0.227291e-02 0.227291e-02
 0.226271e-02 0.226271e-02 0.226271e-02 0.226271e-02
 0.225264e-02 0.225264e-02 0.225264e-02 0.225264e-02
 0.224269e-02 0.224269e-02 0.224269e-02 0.224269e-02
 0.223287e-02 0.223287e-02 0.223287e-02 0.223287e-02
 0.222316e-02 0.222316e-02 0.222316e-02 0.222316e-02
 0.221356e-02 0.221356e-02 0.221356e-02 0.221356e-02
 0.220408e-02 0.220408e-02 0.220408e-02 0.220408e-02
 0.219472e-02 0.219472e-02 0.219472e-02 0.219472e-02
 0.218546e-02 0.218546e-02 0.218546e-02 0.218546e-02
 0.217631e-02 0.217631e-02 0.217631e-02 0.217631e-02
 0.216726e-02 0.216726e-02 0.216726e-02 0.216726e-02
 0.215832e-02 0.215832e-02 0.215832e-02 0.215832e-02
 0.214948e-02 0.214948e-02 0.214948e-02 0.214948e-02
 0.214075e-02 0.214075e-02 0.214075e-02 0.214075e-02
 0.213210e-02 0.213210e-02 0.213210e-02 0.213210e-02
 0.212356e-02 0.212356e-02 0.212356e-02 0.212356e-02
 0.211511e-02 0.211511e-02 0.211511e-02 0.211511e-02
 0.210675e-02 0.210675e-02 0.210675e-02 0.210675e-02
 0.209849e-02 0.209849e-02 0.209849e-02 0.209849e-02
 0.209031e-02 0.209031e-02 0.209031e-02 0.209031e-02
 0.208222e-02 0.208222e-02 0.208222e-02 0.208222e-02
 0.207422e-02 0.207422e-02 0.207422e-02 0.207422e-02
 0.206631e-02 0.206631e-02 0.206631e-02 0.206631e-02
 0.205847e-02 0.205847e-02 0.205847e-02 0.205847e-02
 0.205072e-02 0.205072e-02 0.205072e-02 0.205072e-02
 0.204305e-02 0.204305e-02 0.204305e-02 0.204305e-02
 0.203546e-02 0.203546e-02 0.203546e-02 0.203546e-02
 0.202795e-02 0.202795e-02 0.202795e-02 0.202795e-02
 0.202052e-02 0.202052e-02 0.202052e-02 0.202052e-02
 0.201316e-02 0.201316e-02 0.201316e-02 0.201316e-02
 0.200588e-02 0.200588e-02 0.200588e-02 0.200588e-02
 0.199867e-02 0.199867e-02 0.199867e-02 0.199867e-02
 0.199153e-02 0.199153e-02 0.199153e-02 0.199153e-02
 0.198446e-02 0.198446e-02 0.198446e-02 0.198446e-02
 0.197746e-02 0.197746e-02 0.197746e-02 0.197746e-02
 0.197053e-02 0.197053e-02 0.197053e-02 0.197053e-02
 0.196367e-02 0.196367e-02 0.196367e-02 0.196367e-02
 0.195688e-02 0.195688e-02 0.195688e-02 0.195688e-02
 0.195015e-02 0.195015e-02 0.195015e-02 0.195015e-02
 0.194349e-02 0.194349e-02 0.194349e-02 0.194349e-02
 0.193688e-02 0.193688e-02 0.193688e-02 0.193688e-02
 0.193035e-02 0.193035e-02 0.193035e-02 0.193035e-02
 0.192387e-02 0.192387e-02 0.192387e-02 0.192387e-02
 0.191745e-02 0.191745e-02 0.191745e-02 0.191745e-02
 0.191110e-02 0.191110e-02 0.191110e-02 0.191110e-02
 0.190480e-02 0.190480e-02 0.190480e-02 0.190480e-02
 0.189856e-02 0.189856e-02 0.189856e-02 0.189856e-02
 0.189238e-02 0.189238e-02 0.189238e-02 0.189238e-02
 0.194552e+01 0.194552e+01 0.194552e+01 0.194552e+01
 0.298176e+01 0.298176e+01 0.298176e+01 0.298176e+01
 0.297074e+01 0.297074e+01 0.297074e+01 0.297074e+01
 0.264751e+01 0.264751e+01 0.264751e+01 0.264751e+01
 0.229064e+01 0.229064e+01 0.229064e+01 0.229064e+01
 0.197318e+01 0.197318e+01 0.197318e+01 0.197318e+01
 0.170673e+01 0.170673e+01 0.170673e+01 0.170673e+01
 0.148643e+01 0.148643e+01 0.148643e+01 0.148643e+01
 0.130433e+01 0.130433e+01 0.130433e+01 0.130433e+01
 0.115293e+01 0.115293e+01 0.115293e+01 0.115293e+01
 0.102607e+01 0.102607e+01 0.102607e+01 0.102607e+01
 0.918896e+00 0.918896e+00 0.918896e+00 0.918896e+00
 0.785749e+00 0.785749e+00 0.785749e+00 0.785749e+00
 0.677553e+00 0.677553e+00 0.677553e+00 0.677553e+00
 0.591102e+00 0.591102e+00 0.591102e+00 0.591102e+00
 0.520936e+00 0.520936e+00 0.520936e+00 0.520936e+00
 0.463195e+00 0.463195e+00 0.463195e+00 0.463195e+00
 0.415092e+00 0.415092e+00 0.415092e+00 0.415092e+00
 0.374578e+00 0.374578e+00 0.374578e+00 0.374578e+00
 0.340116e+00 0.340116e+00 0.340116e+00 0.340116e+00
 0.310542e+00 0.310542e+00 0.310542e+00 0.310542e+00
 0.284957e+00 0.284957e+00 0.284957e+00 0.284957e+00
 0.262661e+00 0.262661e+00 0.262661e+00 0.262661e+00
 0.243100e+00 0.243100e+00 0.243100e+00 0.243100e+00
 0.225833e+00 0.225833e+00 0.225833e+00 0.225833e+00
 0.210507e+00 0.210507e+00 0.210507e+00 0.210507e+00
 0.196831e+00 0.196831e+00 0.196831e+00 0.196831e+00
 0.184571e+00 0.184571e+00 0.184571e+00 0.184571e+00
 0.173531e+00 0.173531e+00 0.173531e+00 0.173531e+00
 0.163549e+00 0.163549e+00 0.163549e+00 0.163549e+00
 0.154488e+00 0.154488e+00 0.154488e+00 0.154488e+00
 0.146236e+00 0.146236e+00 0.146236e+00 0.146236e+00
 0.138695e+00 0.138695e+00 0.138695e+00 0.138695e+00
 0.131782e+00 0.131782e+00 0.131782e+00 0.131782e+00
 0.125427e+00 0.125427e+00 0.125427e+00 0.125427e+00
 0.119568e+00 0.119568e+00 0.119568e+00 0.119568e+00
 0.114154e+00 0.114154e+00 0.114154e+00 0.114154e+00
 0.109139e+00 0.109139e+00 0.109139e+00 0.109139e+00
 0.104482e+00 0.104482e+00 0.104482e+00 0.104482e+00
 0.100149e+00 0.100149e+00 0.100149e+00 0.100149e+00
 0.961096e-01 0.961096e-01 0.961096e-01 0.961096e-01
 0.923361e-01 0.923361e-01 0.923361e-01 0.923361e-01
 0.888049e-01 0.888049e-01 0.888049e-01 0.888049e-01
 0.854948e-01 0.854948e-01 0.854948e-01 0.854948e-01
 0.823868e-01 0.823868e-01 0.823868e-01 0.823868e-01
 0.794642e-01 0.794642e-01 0.794642e-01 0.794642e-01
 0.767118e-01 0.767118e-01 0.767118e-01 0.767118e-01
 0.741161e-01 0.741161e-01 0.741161e-01 0.741161e-01
 0.716648e-01 0.716648e-01 0.716648e-01 0.716648e-01
 0.693470e-01 0.693470e-01 0.693470e-01 0.693470e-01
 0.671528e-01 0.671528e-01 0.671528e-01 0.671528e-01
 0.650730e-01 0.650730e-01 0.650730e-01 0.650730e-01
 0.630996e-01 0.630996e-01 0.630996e-01 0.630996e-01
 0.612251e-01 0.612251e-01 0.612251e-01 0.612251e-01
 0.594427e-01 0.594427e-01 0.594427e-01 0.594427e-01
 0.577463e-01 0.577463e-01 0.577463e-01 0.577463e-01
 0.561300e-01 0.561300e-01 0.561300e-01 0.561300e-01
 0.545888e-01 0.545888e-01 0.545888e-01 0.545888e-01
 0.531178e-01 0.531178e-01 0.531178e-01 0.531178e-01
 0.484625e-01 0.484625e-01 0.484625e-01 0.484625e-01
 0.419319e-01 0.419319e-01 0.419319e-01 0.419319e-01
 0.367717e-01 0.367717e-01 0.367717e-01 0.367717e-01
 0.326126e-01 0.326126e-01 0.326126e-01 0.326126e-01
 0.292040e-01 0.292040e-01 0.292040e-01 0.292040e-01
 0.263706e-01 0.263706e-01 0.263706e-01 0.263706e-01
 0.239863e-01 0.239863e-01 0.239863e-01 0.239863e-01
 0.219584e-01 0.219584e-01 0.219584e-01 0.219584e-01
 0.202175e-01 0.202175e-01 0.202175e-01 0.202175e-01
 0.187102e-01 0.187102e-01 0.187102e-01 0.187102e-01
 0.173957e-01 0.173957e-01 0.173957e-01 0.173957e-01
 0.162414e-01 0.162414e-01 0.162414e-01 0.162414e-01
 0.152217e-01 0.152217e-01 0.152217e-01 0.152217e-01
 0.143160e-01 0.143160e-01 0.143160e-01 0.143160e-01
 0.135073e-01 0.135073e-01 0.135073e-01 0.135073e-01
 0.127819e-01 0.127819e-01 0.127819e-01 0.127819e-01
 0.121286e-01 0.121286e-01 0.121286e-01 0.121286e-01
 0.115377e-01 0.115377e-01 0.115377e-01 0.115377e-01
 0.110013e-01 0.110013e-01 0.110013e-01 0.110013e-01
 0.105127e-01 0.105127e-01 0.105127e-01 0.105127e-01
 0.100663e-01 0.100663e-01 0.100663e-01 0.100663e-01
 0.965717e-02 0.965717e-02 0.965717e-02 0.965717e-02
 0.928111e-02 0.928111e-02 0.928111e-02 0.928111e-02
 0.893453e-02 0.893453e-02 0.893453e-02 0.893453e-02
 0.861432e-02 0.861432e-02 0.861432e-02 0.861432e-02
 0.831778e-02 0.831778e-02 0.831778e-02 0.831778e-02
 0.804251e-02 0.804251e-02 0.804251e-02 0.804251e-02
 0.778646e-02 0.778646e-02 0.778646e-02 0.778646e-02
 0.754778e-02 0.754778e-02 0.754778e-02 0.754778e-02
 0.732487e-02 0.732487e-02 0.732487e-02 0.732487e-02
 0.711630e-02 0.711630e-02 0.711630e-02 0.711630e-02
 0.692079e-02 0.692079e-02 0.692079e-02 0.692079e-02
 0.673721e-02 0.673721e-02 0.673721e-02 0.673721e-02
 0.656456e-02 0.656456e-02 0.656456e-02 0.656456e-02
 0.640193e-02 0.640193e-02 0.640193e-02 0.640193e-02
 0.624851e-02 0.624851e-02 0.624851e-02 0.624851e-02
 0.610356e-02 0.610356e-02 0.610356e-02 0.610356e-02
 0.596643e-02 0.596643e-02 0.596643e-02 0.596643e-02
 0.583652e-02 0.583652e-02 0.583652e-02 0.583652e-02
 0.571329e-02 0.571329e-02 0.571329e-02 0.571329e-02
 0.559625e-02 0.559625e-02 0.559625e-02 0.559625e-02
 0.548497e-02 0.548497e-02 0.548497e-02 0.548497e-02
 0.537902e-02 0.537902e-02 0.537902e-02 0.537902e-02
 0.527805e-02 0.527805e-02 0.527805e-02 0.527805e-02
 0.518172e-02 0.518172e-02 0.518172e-02 0.518172e-02
 0.508971e-02 0.508971e-02 0.508971e-02 0.508971e-02
 0.500175e-02 0.500175e-02 0.500175e-02 0.500175e-02
 0.491757e-02 0.491757e-02 0.491757e-02 0.491757e-02
 0.483693e-02 0.483693e-02 0.483693e-02 0.483693e-02
 0.475962e-02 0.475962e-02 0.475962e-02 0.475962e-02
 0.468544e-02 0.468544e-02 0.468544e-02 0.468544e-02
 0.461418e-02 0.461418e-02 0.461418e-02 0.461418e-02
 0.454569e-02 0.454569e-02 0.454569e-02 0.454569e-02
 0.447980e-02 0.447980e-02 0.447980e-02 0.447980e-02
 0.441637e-02 0.441637e-02 0.441637e-02 0.441637e-02
 0.435525e-02 0.435525e-02 0.435525e-02 0.435525e-02
 0.429631e-02 0.429631e-02 0.429631e-02 0.429631e-02
 0.423945e-02 0.423945e-02 0.423945e-02 0.423945e-02
 0.418454e-02 0.418454e-02 0.418454e-02 0.418454e-02
 0.413150e-02 0.413150e-02 0.413150e-02 0.413150e-02
 0.408021e-02 0.408021e-02 0.408021e-02 0.408021e-02
 0.403059e-02 0.403059e-02 0.403059e-02 0.403059e-02
 0.398255e-02 0.398255e-02 0.398255e-02 0.398255e-02
 0.393603e-02 0.393603e-02 0.393603e-02 0.393603e-02
 0.389094e-02 0.389094e-02 0.389094e-02 0.389094e-02
 0.384722e-02 0.384722e-02 0.384722e-02 0.384722e-02
 0.380479e-02 0.380479e-02 0.380479e-02 0.380479e-02
 0.376361e-02 0.376361e-02 0.376361e-02 0.376361e-02
 0.372362e-02 0.372362e-02 0.372362e-02 0.372362e-02
 0.368475e-02 0.368475e-02 0.368475e-02 0.368475e-02
 0.364697e-02 0.364697e-02 0.364697e-02 0.364697e-02
 0.361022e-02 0.361022e-02 0.361022e-02 0.361022e-02
 0.357446e-02 0.357446e-02 0.357446e-02 0.357446e-02
 0.353964e-02 0.353964e-02 0.353964e-02 0.353964e-02
 0.350574e-02 0.350574e-02 0.350574e-02 0.350574e-02
 0.347270e-02 0.347270e-02 0.347270e-02 0.347270e-02
 0.344050e-02 0.344050e-02 0.344050e-02 0.344050e-02
 0.340910e-02 0.340910e-02 0.340910e-02 0.340910e-02
 0.337847e-02 0.337847e-02 0.337847e-02 0.337847e-02
 0.334857e-02 0.334857e-02 0.334857e-02 0.334857e-02
 0.331939e-02 0.331939e-02 0.331939e-02 0.331939e-02
 0.329090e-02 0.329090e-02 0.329090e-02 0.329090e-02
 0.326306e-02 0.326306e-02 0.326306e-02 0.326306e-02
 0.323585e-02 0.323585e-02 0.323585e-02 0.323585e-02
 0.320926e-02 0.320926e-02 0.320926e-02 0.320926e-02
 0.318325e-02 0.318325e-02 0.318325e-02 0.318325e-02
 0.315781e-02 0.315781e-02 0.315781e-02 0.315781e-02
 0.313292e-02 0.313292e-02 0.313292e-02 0.313292e-02
 0.310856e-02 0.310856e-02 0.310856e-02 0.310856e-02
 0.308471e-02 0.308471e-02 0.308471e-02 0.308471e-02
 0.306136e-02 0.306136e-02 0.306136e-02 0.306136e-02
 0.303848e-02 0.303848e-02 0.303848e-02 0.303848e-02
 0.301607e-02 0.301607e-02 0.301607e-02 0.301607e-02
 0.299410e-02 0.299410e-02 0.299410e-02 0.299410e-02
 0.297256e-02 0.297256e-02 0.297256e-02 0.297256e-02
 0.295144e-02 0.295144e-02 0.295144e-02 0.295144e-02
 0.293073e-02 0.293073e-02 0.293073e-02 0.293073e-02
 0.291041e-02 0.291041e-02 0.291041e-02 0.291041e-02
 0.289047e-02 0.289047e-02 0.289047e-02 0.289047e-02
 0.287090e-02 0.287090e-02 0.287090e-02 0.287090e-02
 0.285169e-02 0.285169e-02 0.285169e-02 0.285169e-02
 0.283283e-02 0.283283e-02 0.283283e-02 0.283283e-02
 0.281430e-02 0.281430e-02 0.281430e-02 0.281430e-02
 0.279611e-02 0.279611e-02 0.279611e-02 0.279611e-02
 0.277823e-02 0.277823e-02 0.277823e-02 0.277823e-02
 0.276066e-02 0.276066e-02 0.276066e-02 0.276066e-02
 0.274339e-02 0.274339e-02 0.274339e-02 0.274339e-02
 0.272642e-02 0.272642e-02 0.272642e-02 0.272642e-02
 0.270973e-02 0.270973e-02 0.270973e-02 0.270973e-02
 0.269332e-02 0.269332e-02 0.269332e-02 0.269332e-02
 0.267717e-02 0.267717e-02 0.267717e-02 0.267717e-02
 0.266129e-02 0.266129e-02 0.266129e-02 0.266129e-02
 0.264567e-02 0.264567e-02 0.264567e-02 0.264567e-02
 0.263029e-02 0.263029e-02 0.263029e-02 0.263029e-02
 0.261516e-02 0.261516e-02 0.261516e-02 0.261516e-02
 0.260027e-02 0.260027e-02 0.260027e-02 0.260027e-02
 0.258560e-02 0.258560e-02 0.258560e-02 0.258560e-02
 0.257116e-02 0.257116e-02 0.257116e-02 0.257116e-02
 0.255694e-02 0.255694e-02 0.255694e-02 0.255694e-02
 0.254293e-02 0.254293e-02 0.254293e-02 0.254293e-02
 0.252913e-02 0.252913e-02 0.252913e-02 0.252913e-02
 0.251554e-02 0.251554e-02 0.251554e-02 0.251554e-02
 0.250214e-02 0.250214e-02 0.250214e-02 0.250214e-02
 0.248894e-02 0.248894e-02 0.248894e-02 0.248894e-02
 0.247593e-02 0.247593e-02 0.247593e-02 0.247593e-02
 0.246310e-02 0.246310e-02 0.246310e-02 0.246310e-02
 0.245046e-02 0.245046e-02 0.245046e-02 0.245046e-02
 0.243799e-02 0.243799e-02 0.243799e-02 0.243799e-02
 0.242570e-02 0.242570e-02 0.242570e-02 0.242570e-02
 0.241357e-02 0.241357e-02 0.241357e-02 0.241357e-02
 0.240161e-02 0.240161e-02 0.240161e-02 0.240161e-02
 0.238981e-02 0.238981e-02 0.238981e-02 0.238981e-02
 0.237817e-02 0.237817e-02 0.237817e-02 0.237817e-02
 0.236669e-02 0.236669e-02 0.236669e-02 0.236669e-02
 0.235535e-02 0.235535e-02 0.235535e-02 0.235535e-02
 0.234417e-02 0.234417e-02 0.234417e-02 0.234417e-02
 0.233313e-02 0.233313e-02 0.233313e-02 0.233313e-02
 0.232223e-02 0.232223e-02 0.232223e-02 0.232223e-02
 0.231148e-02 0.231148e-02 0.231148e-02 0.231148e-02
 0.230086e-02 0.230086e-02 0.230086e-02 0.230086e-02
 0.229037e-02 0.229037e-02 0.229037e-02 0.229037e-02
 0.228001e-02 0.228001e-02 0.228001e-02 0.228001e-02
 0.226979e-02 0.226979e-02 0.226979e-02 0.226979e-02
 0.225968e-02 0.225968e-02 0.225968e-02 0.225968e-02
 0.224971e-02 0.224971e-02 0.224971e-02 0.224971e-02
 0.223985e-02 0.223985e-02 0.223985e-02 0.223985e-02
 0.223011e-02 0.223011e-02 0.223011e-02 0.223011e-02
 0.222049e-02 0.222049e-02 0.222049e-02 0.222049e-02
 0.221098e-02 0.221098e-02 0.221098e-02 0.221098e-02
 0.220159e-02 0.220159e-02 0.220159e-02 0.220159e-02
 0.219230e-02 0.219230e-02 0.219230e-02 0.219230e-02
 0.218312e-02 0.218312e-02 0.218312e-02 0.218312e-02
 0.217405e-02 0.217405e-02 0.217405e-02 0.217405e-02
 0.216508e-02 0.216508e-02 0.216508e-02 0.216508e-02
 0.215622e-02 0.215622e-02 0.215622e-02 0.215622e-02
 0.214745e-02 0.214745e-02 0.214745e-02 0.214745e-02
 0.213878e-02 0.213878e-02 0.213878e-02 0.213878e-02
 0.213021e-02 0.213021e-02 0.213021e-02 0.213021e-02
 0.212174e-02 0.212174e-02 0.212174e-02 0.212174e-02
 0.211335e-02 0.211335e-02 0.211335e-02 0.211335e-02
 0.210506e-02 0.210506e-02 0.210506e-02 0.210506e-02
 0.209686e-02 0.209686e-02 0.209686e-02 0.209686e-02
 0.208875e-02 0.208875e-02 0.208875e-02 0.208875e-02
 0.208072e-02 0.208072e-02 0.208072e-02 0.208072e-02
 0.207278e-02 0.207278e-02 0.207278e-02 0.207278e-02
 0.206493e-02 0.206493e-02 0.206493e-02 0.206493e-02
 0.205715e-02 0.205715e-02 0.205715e-02 0.205715e-02
 0.204946e-02 0.204946e-02 0.204946e-02 0.204946e-02
 0.204185e-02 0.204185e-02 0.204185e-02 0.204185e-02
 0.203431e-02 0.203431e-02 0.203431e-02 0.203431e-02
 0.202685e-02 0.202685e-02 0.202685e-02 0.202685e-02
 0.201947e-02 0.201947e-02 0.201947e-02 0.201947e-02
 0.201217e-02 0.201217e-02 0.201217e-02 0.201217e-02
 0.200493e-02 0.200493e-02 0.200493e-02 0.200493e-02
 0.199777e-02 0.199777e-02 0.199777e-02 0.199777e-02
 0.199068e-02 0.199068e-02 0.199068e-02 0.199068e-02
 0.198366e-02 0.198366e-02 0.198366e-02 0.198366e-02
 0.197671e-02 0.197671e-02 0.197671e-02 0.197671e-02
 0.196983e-02 0.196983e-02 0.196983e-02 0.196983e-02
 0.196301e-02 0.196301e-02 0.196301e-02 0.196301e-02
 0.195626e-02 0.195626e-02 0.195626e-02 0.195626e-02
 0.194957e-02 0.194957e-02 0.194957e-02 0.194957e-02
 0.194295e-02 0.194295e-02 0.194295e-02 0.194295e-02
 0.193639e-02 0.193639e-02 0.193639e-02 0.193639e-02
 0.192990e-02 0.192990e-02 0.192990e-02 0.192990e-02
 0.192346e-02 0.192346e-02 0.192346e-02 0.192346e-02
 0.191708e-02 0.191708e-02 0.191708e-02 0.191708e-02
 0.191077e-02 0.191077e-02 0.191077e-02 0.191077e-02
 0.190451e-02 0.190451e-02 0.190451e-02 0.190451e-02
 0.189830e-02 0.189830e-02 0.189830e-02 0.189830e-02
 0.207449e+01 0.207449e+01 0.207449e+01 0.207449e+01
 0.308836e+01 0.308836e+01 0.308836e+01 0.308836e+01
 0.302864e+01 0.302864e+01 0.302864e+01 0.302864e+01
 0.267531e+01 0.267531e+01 0.267531e+01 0.267531e+01
 0.230218e+01 0.230218e+01 0.230218e+01 0.230218e+01
 0.197606e+01 0.197606e+01 0.197606e+01 0.197606e+01
 0.170500e+01 0.170500e+01 0.170500e+01 0.170500e+01
 0.148232e+01 0.148232e+01 0.148232e+01 0.148232e+01
 0.129903e+01 0.129903e+01 0.129903e+01 0.129903e+01
 0.114713e+01 0.114713e+01 0.114713e+01 0.114713e+01
 0.102017e+01 0.102017e+01 0.102017e+01 0.102017e+01
 0.887222e+00 0.887222e+00 0.887222e+00 0.887222e+00
 0.755867e+00 0.755867e+00 0.755867e+00 0.755867e+00
 0.652720e+00 0.652720e+00 0.652720e+00 0.652720e+00
 0.570254e+00 0.570254e+00 0.570254e+00 0.570254e+00
 0.503276e+00 0.503276e+00 0.503276e+00 0.503276e+00
 0.448118e+00 0.448118e+00 0.448118e+00 0.448118e+00
 0.402129e+00 0.402129e+00 0.402129e+00 0.402129e+00
 0.363362e+00 0.363362e+00 0.363362e+00 0.363362e+00
 0.330356e+00 0.330356e+00 0.330356e+00 0.330356e+00
 0.302004e+00 0.302004e+00 0.302004e+00 0.302004e+00
 0.277452e+00 0.277452e+00 0.277452e+00 0.277452e+00
 0.256034e+00 0.256034e+00 0.256034e+00 0.256034e+00
 0.237225e+00 0.237225e+00 0.237225e+00 0.237225e+00
 0.220606e+00 0.220606e+00 0.220606e+00 0.220606e+00
 0.205838e+00 0.205838e+00 0.205838e+00 0.205838e+00
 0.192649e+00 0.192649e+00 0.192649e+00 0.192649e+00
 0.180812e+00 0.180812e+00 0.180812e+00 0.180812e+00
 0.170143e+00 0.170143e+00 0.170143e+00 0.170143e+00
 0.160487e+00 0.160487e+00 0.160487e+00 0.160487e+00
 0.151715e+00 0.151715e+00 0.151715e+00 0.151715e+00
 0.143717e+00 0.143717e+00 0.143717e+00 0.143717e+00
 0.136402e+00 0.136402e+00 0.136402e+00 0.136402e+00
 0.129691e+00 0.129691e+00 0.129691e+00 0.129691e+00
 0.123516e+00 0.123516e+00 0.123516e+00 0.123516e+00
 0.117818e+00 0.117818e+00 0.117818e+00 0.117818e+00
 0.112549e+00 0.112549e+00 0.112549e+00 0.112549e+00
 0.107663e+00 0.107663e+00 0.107663e+00 0.107663e+00
 0.103124e+00 0.103124e+00 0.103124e+00 0.103124e+00
 0.988973e-01 0.988973e-01 0.988973e-01 0.988973e-01
 0.949537e-01 0.949537e-01 0.949537e-01 0.949537e-01
 0.912675e-01 0.912675e-01 0.912675e-01 0.912675e-01
 0.878156e-01 0.878156e-01 0.878156e-01 0.878156e-01
 0.845778e-01 0.845778e-01 0.845778e-01 0.845778e-01
 0.815358e-01 0.815358e-01 0.815358e-01 0.815358e-01
 0.786735e-01 0.786735e-01 0.786735e-01 0.786735e-01
 0.759763e-01 0.759763e-01 0.759763e-01 0.759763e-01
 0.734313e-01 0.734313e-01 0.734313e-01 0.734313e-01
 0.710265e-01 0.710265e-01 0.710265e-01 0.710265e-01
 0.687516e-01 0.687516e-01 0.687516e-01 0.687516e-01
 0.665968e-01 0.665968e-01 0.665968e-01 0.665968e-01
 0.645534e-01 0.645534e-01 0.645534e-01 0.645534e-01
 0.626136e-01 0.626136e-01 0.626136e-01 0.626136e-01
 0.607702e-01 0.607702e-01 0.607702e-01 0.607702e-01
 0.590166e-01 0.590166e-01 0.590166e-01 0.590166e-01
 0.573468e-01 0.573468e-01 0.573468e-01 0.573468e-01
 0.557553e-01 0.557553e-01 0.557553e-01 0.557553e-01
 0.542371e-01 0.542371e-01 0.542371e-01 0.542371e-01
 0.527875e-01 0.527875e-01 0.527875e-01 0.527875e-01
 0.481961e-01 0.481961e-01 0.481961e-01 0.481961e-01
 0.417455e-01 0.417455e-01 0.417455e-01 0.417455e-01
 0.366400e-01 0.366400e-01 0.366400e-01 0.366400e-01
 0.325191e-01 0.325191e-01 0.325191e-01 0.325191e-01
 0.291379e-01 0.291379e-01 0.291379e-01 0.291379e-01
 0.263244e-01 0.263244e-01 0.263244e-01 0.263244e-01
 0.239548e-01 0.239548e-01 0.239548e-01 0.239548e-01
