 log(Tmax/T) T/MeV k/T
 0.943019e+01 0.802643e+06 0.760012e+01
 0.943019e+01 0.802643e+06 0.766319e+01
 0.943019e+01 0.802643e+06 0.772626e+01
 0.943019e+01 0.802643e+06 0.778934e+01
 0.943019e+01 0.802643e+06 0.785241e+01
 0.943019e+01 0.802643e+06 0.791548e+01
 0.943019e+01 0.802643e+06 0.797855e+01
 0.943019e+01 0.802643e+06 0.804162e+01
 0.943019e+01 0.802643e+06 0.810469e+01
 0.943019e+01 0.802643e+06 0.816776e+01
 0.943019e+01 0.802643e+06 0.823084e+01
 0.943019e+01 0.802643e+06 0.829391e+01
 0.943019e+01 0.802643e+06 0.835698e+01
 0.943019e+01 0.802643e+06 0.842005e+01
 0.943019e+01 0.802643e+06 0.848312e+01
 0.943019e+01 0.802643e+06 0.854619e+01
 0.943019e+01 0.802643e+06 0.860927e+01
 0.943019e+01 0.802643e+06 0.867234e+01
 0.943019e+01 0.802643e+06 0.873541e+01
 0.943019e+01 0.802643e+06 0.879848e+01
 0.943019e+01 0.802643e+06 0.886155e+01
 0.943019e+01 0.802643e+06 0.892462e+01
 0.943019e+01 0.802643e+06 0.898769e+01
 0.943019e+01 0.802643e+06 0.905077e+01
 0.943019e+01 0.802643e+06 0.911384e+01
 0.943019e+01 0.802643e+06 0.917691e+01
 0.943019e+01 0.802643e+06 0.923998e+01
 0.943019e+01 0.802643e+06 0.930305e+01
 0.943019e+01 0.802643e+06 0.936612e+01
 0.943019e+01 0.802643e+06 0.942920e+01
 0.943019e+01 0.802643e+06 0.949227e+01
 0.943019e+01 0.802643e+06 0.955534e+01
 0.943019e+01 0.802643e+06 0.961841e+01
 0.943019e+01 0.802643e+06 0.968148e+01
 0.943019e+01 0.802643e+06 0.974455e+01
 0.943019e+01 0.802643e+06 0.980762e+01
 0.943019e+01 0.802643e+06 0.987070e+01
 0.943019e+01 0.802643e+06 0.993377e+01
 0.943019e+01 0.802643e+06 0.999684e+01
 0.943019e+01 0.802643e+06 0.100599e+02
 0.943019e+01 0.802643e+06 0.101230e+02
 0.943019e+01 0.802643e+06 0.101861e+02
 0.943019e+01 0.802643e+06 0.102491e+02
 0.943019e+01 0.802643e+06 0.103122e+02
 0.943019e+01 0.802643e+06 0.103753e+02
 0.943019e+01 0.802643e+06 0.104383e+02
 0.943019e+01 0.802643e+06 0.105014e+02
 0.943019e+01 0.802643e+06 0.105645e+02
 0.943019e+01 0.802643e+06 0.106276e+02
 0.943019e+01 0.802643e+06 0.106906e+02
 0.943019e+01 0.802643e+06 0.107537e+02
 0.943019e+01 0.802643e+06 0.108168e+02
 0.943019e+01 0.802643e+06 0.108798e+02
 0.943019e+01 0.802643e+06 0.109429e+02
 0.943019e+01 0.802643e+06 0.110060e+02
 0.943019e+01 0.802643e+06 0.110691e+02
 0.943019e+01 0.802643e+06 0.111321e+02
 0.943019e+01 0.802643e+06 0.111952e+02
 0.943019e+01 0.802643e+06 0.112583e+02
 0.943019e+01 0.802643e+06 0.113213e+02
 0.943019e+01 0.802643e+06 0.113844e+02
 0.943019e+01 0.802643e+06 0.114475e+02
 0.943019e+01 0.802643e+06 0.115106e+02
 0.943019e+01 0.802643e+06 0.115736e+02
 0.943019e+01 0.802643e+06 0.116367e+02
 0.943019e+01 0.802643e+06 0.116998e+02
 0.943019e+01 0.802643e+06 0.117628e+02
 0.943019e+01 0.802643e+06 0.118259e+02
 0.943019e+01 0.802643e+06 0.118890e+02
 0.943019e+01 0.802643e+06 0.119521e+02
 0.943019e+01 0.802643e+06 0.120151e+02
 0.943019e+01 0.802643e+06 0.120782e+02
 0.943019e+01 0.802643e+06 0.121413e+02
 0.943019e+01 0.802643e+06 0.122043e+02
 0.943019e+01 0.802643e+06 0.122674e+02
 0.943019e+01 0.802643e+06 0.123305e+02
 0.943019e+01 0.802643e+06 0.123936e+02
 0.943019e+01 0.802643e+06 0.124566e+02
 0.943019e+01 0.802643e+06 0.125197e+02
 0.943019e+01 0.802643e+06 0.125828e+02
 0.948804e+01 0.757525e+06 0.157682e-01
 0.948804e+01 0.757525e+06 0.262803e-01
 0.948804e+01 0.757525e+06 0.367924e-01
 0.948804e+01 0.757525e+06 0.473045e-01
 0.948804e+01 0.757525e+06 0.578166e-01
 0.948804e+01 0.757525e+06 0.683287e-01
 0.948804e+01 0.757525e+06 0.788408e-01
 0.948804e+01 0.757525e+06 0.893529e-01
 0.948804e+01 0.757525e+06 0.998650e-01
 0.948804e+01 0.757525e+06 0.110377e+00
 0.948804e+01 0.757525e+06 0.120889e+00
 0.948804e+01 0.757525e+06 0.131401e+00
 0.948804e+01 0.757525e+06 0.141913e+00
 0.948804e+01 0.757525e+06 0.152426e+00
 0.948804e+01 0.757525e+06 0.162938e+00
 0.948804e+01 0.757525e+06 0.173450e+00
 0.948804e+01 0.757525e+06 0.183962e+00
 0.948804e+01 0.757525e+06 0.194474e+00
 0.948804e+01 0.757525e+06 0.204986e+00
 0.948804e+01 0.757525e+06 0.215498e+00
 0.948804e+01 0.757525e+06 0.226010e+00
 0.948804e+01 0.757525e+06 0.236522e+00
 0.948804e+01 0.757525e+06 0.247035e+00
 0.948804e+01 0.757525e+06 0.257547e+00
 0.948804e+01 0.757525e+06 0.268059e+00
 0.948804e+01 0.757525e+06 0.278571e+00
 0.948804e+01 0.757525e+06 0.289083e+00
 0.948804e+01 0.757525e+06 0.299595e+00
 0.948804e+01 0.757525e+06 0.310107e+00
 0.948804e+01 0.757525e+06 0.320619e+00
 0.948804e+01 0.757525e+06 0.331131e+00
 0.948804e+01 0.757525e+06 0.341644e+00
 0.948804e+01 0.757525e+06 0.352156e+00
 0.948804e+01 0.757525e+06 0.362668e+00
 0.948804e+01 0.757525e+06 0.373180e+00
 0.948804e+01 0.757525e+06 0.383692e+00
 0.948804e+01 0.757525e+06 0.394204e+00
 0.948804e+01 0.757525e+06 0.404716e+00
 0.948804e+01 0.757525e+06 0.415228e+00
 0.948804e+01 0.757525e+06 0.425740e+00
 0.948804e+01 0.757525e+06 0.436252e+00
 0.948804e+01 0.757525e+06 0.446765e+00
 0.948804e+01 0.757525e+06 0.457277e+00
 0.948804e+01 0.757525e+06 0.467789e+00
 0.948804e+01 0.757525e+06 0.478301e+00
 0.948804e+01 0.757525e+06 0.488813e+00
 0.948804e+01 0.757525e+06 0.499325e+00
 0.948804e+01 0.757525e+06 0.509837e+00
 0.948804e+01 0.757525e+06 0.520349e+00
 0.948804e+01 0.757525e+06 0.530861e+00
 0.948804e+01 0.757525e+06 0.541374e+00
 0.948804e+01 0.757525e+06 0.551886e+00
 0.948804e+01 0.757525e+06 0.562398e+00
 0.948804e+01 0.757525e+06 0.572910e+00
 0.948804e+01 0.757525e+06 0.583422e+00
 0.948804e+01 0.757525e+06 0.593934e+00
 0.948804e+01 0.757525e+06 0.604446e+00
 0.948804e+01 0.757525e+06 0.614958e+00
 0.948804e+01 0.757525e+06 0.625470e+00
 0.948804e+01 0.757525e+06 0.662263e+00
 0.948804e+01 0.757525e+06 0.725335e+00
 0.948804e+01 0.757525e+06 0.788408e+00
 0.948804e+01 0.757525e+06 0.851481e+00
 0.948804e+01 0.757525e+06 0.914553e+00
 0.948804e+01 0.757525e+06 0.977626e+00
 0.948804e+01 0.757525e+06 0.104070e+01
 0.948804e+01 0.757525e+06 0.110377e+01
 0.948804e+01 0.757525e+06 0.116684e+01
 0.948804e+01 0.757525e+06 0.122992e+01
 0.948804e+01 0.757525e+06 0.129299e+01
 0.948804e+01 0.757525e+06 0.135606e+01
 0.948804e+01 0.757525e+06 0.141913e+01
 0.948804e+01 0.757525e+06 0.148221e+01
 0.948804e+01 0.757525e+06 0.154528e+01
 0.948804e+01 0.757525e+06 0.160835e+01
 0.948804e+01 0.757525e+06 0.167143e+01
 0.948804e+01 0.757525e+06 0.173450e+01
 0.948804e+01 0.757525e+06 0.179757e+01
 0.948804e+01 0.757525e+06 0.186064e+01
 0.948804e+01 0.757525e+06 0.192372e+01
 0.948804e+01 0.757525e+06 0.198679e+01
 0.948804e+01 0.757525e+06 0.204986e+01
 0.948804e+01 0.757525e+06 0.211293e+01
 0.948804e+01 0.757525e+06 0.217601e+01
 0.948804e+01 0.757525e+06 0.223908e+01
 0.948804e+01 0.757525e+06 0.230215e+01
 0.948804e+01 0.757525e+06 0.236522e+01
 0.948804e+01 0.757525e+06 0.242830e+01
 0.948804e+01 0.757525e+06 0.249137e+01
 0.948804e+01 0.757525e+06 0.255444e+01
 0.948804e+01 0.757525e+06 0.261751e+01
 0.948804e+01 0.757525e+06 0.268059e+01
 0.948804e+01 0.757525e+06 0.274366e+01
 0.948804e+01 0.757525e+06 0.280673e+01
 0.948804e+01 0.757525e+06 0.286981e+01
 0.948804e+01 0.757525e+06 0.293288e+01
 0.948804e+01 0.757525e+06 0.299595e+01
 0.948804e+01 0.757525e+06 0.305902e+01
 0.948804e+01 0.757525e+06 0.312210e+01
 0.948804e+01 0.757525e+06 0.318517e+01
 0.948804e+01 0.757525e+06 0.324824e+01
 0.948804e+01 0.757525e+06 0.331131e+01
 0.948804e+01 0.757525e+06 0.337439e+01
 0.948804e+01 0.757525e+06 0.343746e+01
 0.948804e+01 0.757525e+06 0.350053e+01
 0.948804e+01 0.757525e+06 0.356360e+01
 0.948804e+01 0.757525e+06 0.362668e+01
 0.948804e+01 0.757525e+06 0.368975e+01
 0.948804e+01 0.757525e+06 0.375282e+01
 0.948804e+01 0.757525e+06 0.381590e+01
 0.948804e+01 0.757525e+06 0.387897e+01
 0.948804e+01 0.757525e+06 0.394204e+01
 0.948804e+01 0.757525e+06 0.400511e+01
 0.948804e+01 0.757525e+06 0.406819e+01
 0.948804e+01 0.757525e+06 0.413126e+01
 0.948804e+01 0.757525e+06 0.419433e+01
 0.948804e+01 0.757525e+06 0.425740e+01
 0.948804e+01 0.757525e+06 0.432048e+01
 0.948804e+01 0.757525e+06 0.438355e+01
 0.948804e+01 0.757525e+06 0.444662e+01
 0.948804e+01 0.757525e+06 0.450969e+01
 0.948804e+01 0.757525e+06 0.457277e+01
 0.948804e+01 0.757525e+06 0.463584e+01
 0.948804e+01 0.757525e+06 0.469891e+01
 0.948804e+01 0.757525e+06 0.476198e+01
 0.948804e+01 0.757525e+06 0.482506e+01
 0.948804e+01 0.757525e+06 0.488813e+01
 0.948804e+01 0.757525e+06 0.495120e+01
 0.948804e+01 0.757525e+06 0.501428e+01
 0.948804e+01 0.757525e+06 0.507735e+01
 0.948804e+01 0.757525e+06 0.514042e+01
 0.948804e+01 0.757525e+06 0.520349e+01
 0.948804e+01 0.757525e+06 0.526657e+01
 0.948804e+01 0.757525e+06 0.532964e+01
 0.948804e+01 0.757525e+06 0.539271e+01
 0.948804e+01 0.757525e+06 0.545578e+01
 0.948804e+01 0.757525e+06 0.551886e+01
 0.948804e+01 0.757525e+06 0.558193e+01
 0.948804e+01 0.757525e+06 0.564500e+01
 0.948804e+01 0.757525e+06 0.570807e+01
 0.948804e+01 0.757525e+06 0.577115e+01
 0.948804e+01 0.757525e+06 0.583422e+01
 0.948804e+01 0.757525e+06 0.589729e+01
 0.948804e+01 0.757525e+06 0.596037e+01
 0.948804e+01 0.757525e+06 0.602344e+01
 0.948804e+01 0.757525e+06 0.608651e+01
 0.948804e+01 0.757525e+06 0.614958e+01
 0.948804e+01 0.757525e+06 0.621266e+01
 0.948804e+01 0.757525e+06 0.627573e+01
 0.948804e+01 0.757525e+06 0.633880e+01
 0.948804e+01 0.757525e+06 0.640187e+01
 0.948804e+01 0.757525e+06 0.646495e+01
 0.948804e+01 0.757525e+06 0.652802e+01
 0.948804e+01 0.757525e+06 0.659109e+01
 0.948804e+01 0.757525e+06 0.665416e+01
 0.948804e+01 0.757525e+06 0.671724e+01
 0.948804e+01 0.757525e+06 0.678031e+01
 0.948804e+01 0.757525e+06 0.684338e+01
 0.948804e+01 0.757525e+06 0.690645e+01
 0.948804e+01 0.757525e+06 0.696953e+01
 0.948804e+01 0.757525e+06 0.703260e+01
 0.948804e+01 0.757525e+06 0.709567e+01
 0.948804e+01 0.757525e+06 0.715875e+01
 0.948804e+01 0.757525e+06 0.722182e+01
 0.948804e+01 0.757525e+06 0.728489e+01
 0.948804e+01 0.757525e+06 0.734796e+01
 0.948804e+01 0.757525e+06 0.741104e+01
 0.948804e+01 0.757525e+06 0.747411e+01
 0.948804e+01 0.757525e+06 0.753718e+01
 0.948804e+01 0.757525e+06 0.760025e+01
 0.948804e+01 0.757525e+06 0.766333e+01
 0.948804e+01 0.757525e+06 0.772640e+01
 0.948804e+01 0.757525e+06 0.778947e+01
 0.948804e+01 0.757525e+06 0.785254e+01
 0.948804e+01 0.757525e+06 0.791562e+01
 0.948804e+01 0.757525e+06 0.797869e+01
 0.948804e+01 0.757525e+06 0.804176e+01
 0.948804e+01 0.757525e+06 0.810484e+01
 0.948804e+01 0.757525e+06 0.816791e+01
 0.948804e+01 0.757525e+06 0.823098e+01
 0.948804e+01 0.757525e+06 0.829405e+01
 0.948804e+01 0.757525e+06 0.835713e+01
 0.948804e+01 0.757525e+06 0.842020e+01
 0.948804e+01 0.757525e+06 0.848327e+01
 0.948804e+01 0.757525e+06 0.854634e+01
 0.948804e+01 0.757525e+06 0.860942e+01
 0.948804e+01 0.757525e+06 0.867249e+01
 0.948804e+01 0.757525e+06 0.873556e+01
 0.948804e+01 0.757525e+06 0.879863e+01
 0.948804e+01 0.757525e+06 0.886171e+01
 0.948804e+01 0.757525e+06 0.892478e+01
 0.948804e+01 0.757525e+06 0.898785e+01
 0.948804e+01 0.757525e+06 0.905092e+01
 0.948804e+01 0.757525e+06 0.911400e+01
 0.948804e+01 0.757525e+06 0.917707e+01
 0.948804e+01 0.757525e+06 0.924014e+01
 0.948804e+01 0.757525e+06 0.930322e+01
 0.948804e+01 0.757525e+06 0.936629e+01
 0.948804e+01 0.757525e+06 0.942936e+01
 0.948804e+01 0.757525e+06 0.949243e+01
 0.948804e+01 0.757525e+06 0.955551e+01
 0.948804e+01 0.757525e+06 0.961858e+01
 0.948804e+01 0.757525e+06 0.968165e+01
 0.948804e+01 0.757525e+06 0.974472e+01
 0.948804e+01 0.757525e+06 0.980780e+01
 0.948804e+01 0.757525e+06 0.987087e+01
 0.948804e+01 0.757525e+06 0.993394e+01
 0.948804e+01 0.757525e+06 0.999701e+01
 0.948804e+01 0.757525e+06 0.100601e+02
 0.948804e+01 0.757525e+06 0.101232e+02
 0.948804e+01 0.757525e+06 0.101862e+02
 0.948804e+01 0.757525e+06 0.102493e+02
 0.948804e+01 0.757525e+06 0.103124e+02
 0.948804e+01 0.757525e+06 0.103755e+02
 0.948804e+01 0.757525e+06 0.104385e+02
 0.948804e+01 0.757525e+06 0.105016e+02
 0.948804e+01 0.757525e+06 0.105647e+02
 0.948804e+01 0.757525e+06 0.106277e+02
 0.948804e+01 0.757525e+06 0.106908e+02
 0.948804e+01 0.757525e+06 0.107539e+02
 0.948804e+01 0.757525e+06 0.108170e+02
 0.948804e+01 0.757525e+06 0.108800e+02
 0.948804e+01 0.757525e+06 0.109431e+02
 0.948804e+01 0.757525e+06 0.110062e+02
 0.948804e+01 0.757525e+06 0.110692e+02
 0.948804e+01 0.757525e+06 0.111323e+02
 0.948804e+01 0.757525e+06 0.111954e+02
 0.948804e+01 0.757525e+06 0.112585e+02
 0.948804e+01 0.757525e+06 0.113215e+02
 0.948804e+01 0.757525e+06 0.113846e+02
 0.948804e+01 0.757525e+06 0.114477e+02
 0.948804e+01 0.757525e+06 0.115108e+02
 0.948804e+01 0.757525e+06 0.115738e+02
 0.948804e+01 0.757525e+06 0.116369e+02
 0.948804e+01 0.757525e+06 0.117000e+02
 0.948804e+01 0.757525e+06 0.117630e+02
 0.948804e+01 0.757525e+06 0.118261e+02
 0.948804e+01 0.757525e+06 0.118892e+02
 0.948804e+01 0.757525e+06 0.119523e+02
 0.948804e+01 0.757525e+06 0.120153e+02
 0.948804e+01 0.757525e+06 0.120784e+02
 0.948804e+01 0.757525e+06 0.121415e+02
 0.948804e+01 0.757525e+06 0.122046e+02
 0.948804e+01 0.757525e+06 0.122676e+02
 0.948804e+01 0.757525e+06 0.123307e+02
 0.948804e+01 0.757525e+06 0.123938e+02
 0.948804e+01 0.757525e+06 0.124568e+02
 0.948804e+01 0.757525e+06 0.125199e+02
 0.948804e+01 0.757525e+06 0.125830e+02
 0.954589e+01 0.714943e+06 0.157685e-01
 0.954589e+01 0.714943e+06 0.262808e-01
 0.954589e+01 0.714943e+06 0.367931e-01
 0.954589e+01 0.714943e+06 0.473054e-01
 0.954589e+01 0.714943e+06 0.578177e-01
 0.954589e+01 0.714943e+06 0.683300e-01
 0.954589e+01 0.714943e+06 0.788423e-01
 0.954589e+01 0.714943e+06 0.893546e-01
 0.954589e+01 0.714943e+06 0.998669e-01
 0.954589e+01 0.714943e+06 0.110379e+00
 0.954589e+01 0.714943e+06 0.120891e+00
 0.954589e+01 0.714943e+06 0.131404e+00
 0.954589e+01 0.714943e+06 0.141916e+00
 0.954589e+01 0.714943e+06 0.152428e+00
 0.954589e+01 0.714943e+06 0.162941e+00
 0.954589e+01 0.714943e+06 0.173453e+00
 0.954589e+01 0.714943e+06 0.183965e+00
 0.954589e+01 0.714943e+06 0.194478e+00
 0.954589e+01 0.714943e+06 0.204990e+00
 0.954589e+01 0.714943e+06 0.215502e+00
 0.954589e+01 0.714943e+06 0.226014e+00
 0.954589e+01 0.714943e+06 0.236527e+00
 0.954589e+01 0.714943e+06 0.247039e+00
 0.954589e+01 0.714943e+06 0.257551e+00
 0.954589e+01 0.714943e+06 0.268064e+00
 0.954589e+01 0.714943e+06 0.278576e+00
 0.954589e+01 0.714943e+06 0.289088e+00
 0.954589e+01 0.714943e+06 0.299601e+00
 0.954589e+01 0.714943e+06 0.310113e+00
 0.954589e+01 0.714943e+06 0.320625e+00
 0.954589e+01 0.714943e+06 0.331137e+00
 0.954589e+01 0.714943e+06 0.341650e+00
 0.954589e+01 0.714943e+06 0.352162e+00
 0.954589e+01 0.714943e+06 0.362674e+00
 0.954589e+01 0.714943e+06 0.373187e+00
 0.954589e+01 0.714943e+06 0.383699e+00
 0.954589e+01 0.714943e+06 0.394211e+00
 0.954589e+01 0.714943e+06 0.404724e+00
 0.954589e+01 0.714943e+06 0.415236e+00
 0.954589e+01 0.714943e+06 0.425748e+00
 0.954589e+01 0.714943e+06 0.436260e+00
 0.954589e+01 0.714943e+06 0.446773e+00
 0.954589e+01 0.714943e+06 0.457285e+00
 0.954589e+01 0.714943e+06 0.467797e+00
 0.954589e+01 0.714943e+06 0.478310e+00
 0.954589e+01 0.714943e+06 0.488822e+00
 0.954589e+01 0.714943e+06 0.499334e+00
 0.954589e+01 0.714943e+06 0.509847e+00
 0.954589e+01 0.714943e+06 0.520359e+00
 0.954589e+01 0.714943e+06 0.530871e+00
 0.954589e+01 0.714943e+06 0.541383e+00
 0.954589e+01 0.714943e+06 0.551896e+00
 0.954589e+01 0.714943e+06 0.562408e+00
 0.954589e+01 0.714943e+06 0.572920e+00
 0.954589e+01 0.714943e+06 0.583433e+00
 0.954589e+01 0.714943e+06 0.593945e+00
 0.954589e+01 0.714943e+06 0.604457e+00
 0.954589e+01 0.714943e+06 0.614970e+00
 0.954589e+01 0.714943e+06 0.625482e+00
 0.954589e+01 0.714943e+06 0.662275e+00
 0.954589e+01 0.714943e+06 0.725349e+00
 0.954589e+01 0.714943e+06 0.788423e+00
 0.954589e+01 0.714943e+06 0.851496e+00
 0.954589e+01 0.714943e+06 0.914570e+00
 0.954589e+01 0.714943e+06 0.977644e+00
 0.954589e+01 0.714943e+06 0.104072e+01
 0.954589e+01 0.714943e+06 0.110379e+01
 0.954589e+01 0.714943e+06 0.116687e+01
 0.954589e+01 0.714943e+06 0.122994e+01
 0.954589e+01 0.714943e+06 0.129301e+01
 0.954589e+01 0.714943e+06 0.135609e+01
 0.954589e+01 0.714943e+06 0.141916e+01
 0.954589e+01 0.714943e+06 0.148223e+01
 0.954589e+01 0.714943e+06 0.154531e+01
 0.954589e+01 0.714943e+06 0.160838e+01
 0.954589e+01 0.714943e+06 0.167146e+01
 0.954589e+01 0.714943e+06 0.173453e+01
 0.954589e+01 0.714943e+06 0.179760e+01
 0.954589e+01 0.714943e+06 0.186068e+01
 0.954589e+01 0.714943e+06 0.192375e+01
 0.954589e+01 0.714943e+06 0.198682e+01
 0.954589e+01 0.714943e+06 0.204990e+01
 0.954589e+01 0.714943e+06 0.211297e+01
 0.954589e+01 0.714943e+06 0.217605e+01
 0.954589e+01 0.714943e+06 0.223912e+01
 0.954589e+01 0.714943e+06 0.230219e+01
 0.954589e+01 0.714943e+06 0.236527e+01
 0.954589e+01 0.714943e+06 0.242834e+01
 0.954589e+01 0.714943e+06 0.249142e+01
 0.954589e+01 0.714943e+06 0.255449e+01
 0.954589e+01 0.714943e+06 0.261756e+01
 0.954589e+01 0.714943e+06 0.268064e+01
 0.954589e+01 0.714943e+06 0.274371e+01
 0.954589e+01 0.714943e+06 0.280678e+01
 0.954589e+01 0.714943e+06 0.286986e+01
 0.954589e+01 0.714943e+06 0.293293e+01
 0.954589e+01 0.714943e+06 0.299601e+01
 0.954589e+01 0.714943e+06 0.305908e+01
 0.954589e+01 0.714943e+06 0.312215e+01
 0.954589e+01 0.714943e+06 0.318523e+01
 0.954589e+01 0.714943e+06 0.324830e+01
 0.954589e+01 0.714943e+06 0.331137e+01
 0.954589e+01 0.714943e+06 0.337445e+01
 0.954589e+01 0.714943e+06 0.343752e+01
 0.954589e+01 0.714943e+06 0.350060e+01
 0.954589e+01 0.714943e+06 0.356367e+01
 0.954589e+01 0.714943e+06 0.362674e+01
 0.954589e+01 0.714943e+06 0.368982e+01
 0.954589e+01 0.714943e+06 0.375289e+01
 0.954589e+01 0.714943e+06 0.381597e+01
 0.954589e+01 0.714943e+06 0.387904e+01
 0.954589e+01 0.714943e+06 0.394211e+01
 0.954589e+01 0.714943e+06 0.400519e+01
 0.954589e+01 0.714943e+06 0.406826e+01
 0.954589e+01 0.714943e+06 0.413133e+01
 0.954589e+01 0.714943e+06 0.419441e+01
 0.954589e+01 0.714943e+06 0.425748e+01
 0.954589e+01 0.714943e+06 0.432056e+01
 0.954589e+01 0.714943e+06 0.438363e+01
 0.954589e+01 0.714943e+06 0.444670e+01
 0.954589e+01 0.714943e+06 0.450978e+01
 0.954589e+01 0.714943e+06 0.457285e+01
 0.954589e+01 0.714943e+06 0.463592e+01
 0.954589e+01 0.714943e+06 0.469900e+01
 0.954589e+01 0.714943e+06 0.476207e+01
 0.954589e+01 0.714943e+06 0.482515e+01
 0.954589e+01 0.714943e+06 0.488822e+01
 0.954589e+01 0.714943e+06 0.495129e+01
 0.954589e+01 0.714943e+06 0.501437e+01
 0.954589e+01 0.714943e+06 0.507744e+01
 0.954589e+01 0.714943e+06 0.514052e+01
 0.954589e+01 0.714943e+06 0.520359e+01
 0.954589e+01 0.714943e+06 0.526666e+01
 0.954589e+01 0.714943e+06 0.532974e+01
 0.954589e+01 0.714943e+06 0.539281e+01
 0.954589e+01 0.714943e+06 0.545588e+01
 0.954589e+01 0.714943e+06 0.551896e+01
 0.954589e+01 0.714943e+06 0.558203e+01
 0.954589e+01 0.714943e+06 0.564511e+01
 0.954589e+01 0.714943e+06 0.570818e+01
 0.954589e+01 0.714943e+06 0.577125e+01
 0.954589e+01 0.714943e+06 0.583433e+01
 0.954589e+01 0.714943e+06 0.589740e+01
 0.954589e+01 0.714943e+06 0.596047e+01
 0.954589e+01 0.714943e+06 0.602355e+01
 0.954589e+01 0.714943e+06 0.608662e+01
 0.954589e+01 0.714943e+06 0.614970e+01
 0.954589e+01 0.714943e+06 0.621277e+01
 0.954589e+01 0.714943e+06 0.627584e+01
 0.954589e+01 0.714943e+06 0.633892e+01
 0.954589e+01 0.714943e+06 0.640199e+01
 0.954589e+01 0.714943e+06 0.646507e+01
 0.954589e+01 0.714943e+06 0.652814e+01
 0.954589e+01 0.714943e+06 0.659121e+01
 0.954589e+01 0.714943e+06 0.665429e+01
 0.954589e+01 0.714943e+06 0.671736e+01
 0.954589e+01 0.714943e+06 0.678043e+01
 0.954589e+01 0.714943e+06 0.684351e+01
 0.954589e+01 0.714943e+06 0.690658e+01
 0.954589e+01 0.714943e+06 0.696966e+01
 0.954589e+01 0.714943e+06 0.703273e+01
 0.954589e+01 0.714943e+06 0.709580e+01
 0.954589e+01 0.714943e+06 0.715888e+01
 0.954589e+01 0.714943e+06 0.722195e+01
 0.954589e+01 0.714943e+06 0.728502e+01
 0.954589e+01 0.714943e+06 0.734810e+01
 0.954589e+01 0.714943e+06 0.741117e+01
 0.954589e+01 0.714943e+06 0.747425e+01
 0.954589e+01 0.714943e+06 0.753732e+01
 0.954589e+01 0.714943e+06 0.760039e+01
 0.954589e+01 0.714943e+06 0.766347e+01
 0.954589e+01 0.714943e+06 0.772654e+01
 0.954589e+01 0.714943e+06 0.778961e+01
 0.954589e+01 0.714943e+06 0.785269e+01
 0.954589e+01 0.714943e+06 0.791576e+01
 0.954589e+01 0.714943e+06 0.797884e+01
 0.954589e+01 0.714943e+06 0.804191e+01
 0.954589e+01 0.714943e+06 0.810498e+01
 0.954589e+01 0.714943e+06 0.816806e+01
 0.954589e+01 0.714943e+06 0.823113e+01
 0.954589e+01 0.714943e+06 0.829421e+01
 0.954589e+01 0.714943e+06 0.835728e+01
 0.954589e+01 0.714943e+06 0.842035e+01
 0.954589e+01 0.714943e+06 0.848343e+01
 0.954589e+01 0.714943e+06 0.854650e+01
 0.954589e+01 0.714943e+06 0.860957e+01
 0.954589e+01 0.714943e+06 0.867265e+01
 0.954589e+01 0.714943e+06 0.873572e+01
 0.954589e+01 0.714943e+06 0.879880e+01
 0.954589e+01 0.714943e+06 0.886187e+01
 0.954589e+01 0.714943e+06 0.892494e+01
 0.954589e+01 0.714943e+06 0.898802e+01
 0.954589e+01 0.714943e+06 0.905109e+01
 0.954589e+01 0.714943e+06 0.911416e+01
 0.954589e+01 0.714943e+06 0.917724e+01
 0.954589e+01 0.714943e+06 0.924031e+01
 0.954589e+01 0.714943e+06 0.930339e+01
 0.954589e+01 0.714943e+06 0.936646e+01
 0.954589e+01 0.714943e+06 0.942953e+01
 0.954589e+01 0.714943e+06 0.949261e+01
 0.954589e+01 0.714943e+06 0.955568e+01
 0.954589e+01 0.714943e+06 0.961876e+01
 0.954589e+01 0.714943e+06 0.968183e+01
 0.954589e+01 0.714943e+06 0.974490e+01
 0.954589e+01 0.714943e+06 0.980798e+01
 0.954589e+01 0.714943e+06 0.987105e+01
 0.954589e+01 0.714943e+06 0.993412e+01
 0.954589e+01 0.714943e+06 0.999720e+01
 0.954589e+01 0.714943e+06 0.100603e+02
 0.954589e+01 0.714943e+06 0.101233e+02
 0.954589e+01 0.714943e+06 0.101864e+02
 0.954589e+01 0.714943e+06 0.102495e+02
 0.954589e+01 0.714943e+06 0.103126e+02
 0.954589e+01 0.714943e+06 0.103756e+02
 0.954589e+01 0.714943e+06 0.104387e+02
 0.954589e+01 0.714943e+06 0.105018e+02
 0.954589e+01 0.714943e+06 0.105649e+02
 0.954589e+01 0.714943e+06 0.106279e+02
 0.954589e+01 0.714943e+06 0.106910e+02
 0.954589e+01 0.714943e+06 0.107541e+02
 0.954589e+01 0.714943e+06 0.108172e+02
 0.954589e+01 0.714943e+06 0.108802e+02
 0.954589e+01 0.714943e+06 0.109433e+02
 0.954589e+01 0.714943e+06 0.110064e+02
 0.954589e+01 0.714943e+06 0.110695e+02
 0.954589e+01 0.714943e+06 0.111325e+02
 0.954589e+01 0.714943e+06 0.111956e+02
 0.954589e+01 0.714943e+06 0.112587e+02
 0.954589e+01 0.714943e+06 0.113217e+02
 0.954589e+01 0.714943e+06 0.113848e+02
