 log(Tmax/T) T/MeV k/T
 0.266128e+01 0.698588e+09 0.106272e+02
 0.266128e+01 0.698588e+09 0.106903e+02
 0.266128e+01 0.698588e+09 0.107533e+02
 0.266128e+01 0.698588e+09 0.108164e+02
 0.266128e+01 0.698588e+09 0.108795e+02
 0.266128e+01 0.698588e+09 0.109425e+02
 0.266128e+01 0.698588e+09 0.110056e+02
 0.266128e+01 0.698588e+09 0.110687e+02
 0.266128e+01 0.698588e+09 0.111318e+02
 0.266128e+01 0.698588e+09 0.111948e+02
 0.266128e+01 0.698588e+09 0.112579e+02
 0.266128e+01 0.698588e+09 0.113210e+02
 0.266128e+01 0.698588e+09 0.113840e+02
 0.266128e+01 0.698588e+09 0.114471e+02
 0.266128e+01 0.698588e+09 0.115102e+02
 0.266128e+01 0.698588e+09 0.115732e+02
 0.266128e+01 0.698588e+09 0.116363e+02
 0.266128e+01 0.698588e+09 0.116994e+02
 0.266128e+01 0.698588e+09 0.117624e+02
 0.266128e+01 0.698588e+09 0.118255e+02
 0.266128e+01 0.698588e+09 0.118886e+02
 0.266128e+01 0.698588e+09 0.119517e+02
 0.266128e+01 0.698588e+09 0.120147e+02
 0.266128e+01 0.698588e+09 0.120778e+02
 0.266128e+01 0.698588e+09 0.121409e+02
 0.266128e+01 0.698588e+09 0.122039e+02
 0.266128e+01 0.698588e+09 0.122670e+02
 0.266128e+01 0.698588e+09 0.123301e+02
 0.266128e+01 0.698588e+09 0.123931e+02
 0.266128e+01 0.698588e+09 0.124562e+02
 0.266128e+01 0.698588e+09 0.125193e+02
 0.266128e+01 0.698588e+09 0.125823e+02
 0.271913e+01 0.659319e+09 0.157673e-01
 0.271913e+01 0.659319e+09 0.262788e-01
 0.271913e+01 0.659319e+09 0.367903e-01
 0.271913e+01 0.659319e+09 0.473018e-01
 0.271913e+01 0.659319e+09 0.578133e-01
 0.271913e+01 0.659319e+09 0.683248e-01
 0.271913e+01 0.659319e+09 0.788363e-01
 0.271913e+01 0.659319e+09 0.893478e-01
 0.271913e+01 0.659319e+09 0.998593e-01
 0.271913e+01 0.659319e+09 0.110371e+00
 0.271913e+01 0.659319e+09 0.120882e+00
 0.271913e+01 0.659319e+09 0.131394e+00
 0.271913e+01 0.659319e+09 0.141905e+00
 0.271913e+01 0.659319e+09 0.152417e+00
 0.271913e+01 0.659319e+09 0.162928e+00
 0.271913e+01 0.659319e+09 0.173440e+00
 0.271913e+01 0.659319e+09 0.183951e+00
 0.271913e+01 0.659319e+09 0.194463e+00
 0.271913e+01 0.659319e+09 0.204974e+00
 0.271913e+01 0.659319e+09 0.215486e+00
 0.271913e+01 0.659319e+09 0.225997e+00
 0.271913e+01 0.659319e+09 0.236509e+00
 0.271913e+01 0.659319e+09 0.247020e+00
 0.271913e+01 0.659319e+09 0.257532e+00
 0.271913e+01 0.659319e+09 0.268043e+00
 0.271913e+01 0.659319e+09 0.278555e+00
 0.271913e+01 0.659319e+09 0.289066e+00
 0.271913e+01 0.659319e+09 0.299578e+00
 0.271913e+01 0.659319e+09 0.310089e+00
 0.271913e+01 0.659319e+09 0.320601e+00
 0.271913e+01 0.659319e+09 0.331112e+00
 0.271913e+01 0.659319e+09 0.341624e+00
 0.271913e+01 0.659319e+09 0.352135e+00
 0.271913e+01 0.659319e+09 0.362647e+00
 0.271913e+01 0.659319e+09 0.373158e+00
 0.271913e+01 0.659319e+09 0.383670e+00
 0.271913e+01 0.659319e+09 0.394181e+00
 0.271913e+01 0.659319e+09 0.404693e+00
 0.271913e+01 0.659319e+09 0.415204e+00
 0.271913e+01 0.659319e+09 0.425716e+00
 0.271913e+01 0.659319e+09 0.436227e+00
 0.271913e+01 0.659319e+09 0.446739e+00
 0.271913e+01 0.659319e+09 0.457250e+00
 0.271913e+01 0.659319e+09 0.467762e+00
 0.271913e+01 0.659319e+09 0.478274e+00
 0.271913e+01 0.659319e+09 0.488785e+00
 0.271913e+01 0.659319e+09 0.499297e+00
 0.271913e+01 0.659319e+09 0.509808e+00
 0.271913e+01 0.659319e+09 0.520320e+00
 0.271913e+01 0.659319e+09 0.530831e+00
 0.271913e+01 0.659319e+09 0.541343e+00
 0.271913e+01 0.659319e+09 0.551854e+00
 0.271913e+01 0.659319e+09 0.562366e+00
 0.271913e+01 0.659319e+09 0.572877e+00
 0.271913e+01 0.659319e+09 0.583389e+00
 0.271913e+01 0.659319e+09 0.593900e+00
 0.271913e+01 0.659319e+09 0.604412e+00
 0.271913e+01 0.659319e+09 0.614923e+00
 0.271913e+01 0.659319e+09 0.625435e+00
 0.271913e+01 0.659319e+09 0.662225e+00
 0.271913e+01 0.659319e+09 0.725294e+00
 0.271913e+01 0.659319e+09 0.788363e+00
 0.271913e+01 0.659319e+09 0.851432e+00
 0.271913e+01 0.659319e+09 0.914501e+00
 0.271913e+01 0.659319e+09 0.977570e+00
 0.271913e+01 0.659319e+09 0.104064e+01
 0.271913e+01 0.659319e+09 0.110371e+01
 0.271913e+01 0.659319e+09 0.116678e+01
 0.271913e+01 0.659319e+09 0.122985e+01
 0.271913e+01 0.659319e+09 0.129292e+01
 0.271913e+01 0.659319e+09 0.135598e+01
 0.271913e+01 0.659319e+09 0.141905e+01
 0.271913e+01 0.659319e+09 0.148212e+01
 0.271913e+01 0.659319e+09 0.154519e+01
 0.271913e+01 0.659319e+09 0.160826e+01
 0.271913e+01 0.659319e+09 0.167133e+01
 0.271913e+01 0.659319e+09 0.173440e+01
 0.271913e+01 0.659319e+09 0.179747e+01
 0.271913e+01 0.659319e+09 0.186054e+01
 0.271913e+01 0.659319e+09 0.192361e+01
 0.271913e+01 0.659319e+09 0.198667e+01
 0.271913e+01 0.659319e+09 0.204974e+01
 0.271913e+01 0.659319e+09 0.211281e+01
 0.271913e+01 0.659319e+09 0.217588e+01
 0.271913e+01 0.659319e+09 0.223895e+01
 0.271913e+01 0.659319e+09 0.230202e+01
 0.271913e+01 0.659319e+09 0.236509e+01
 0.271913e+01 0.659319e+09 0.242816e+01
 0.271913e+01 0.659319e+09 0.249123e+01
 0.271913e+01 0.659319e+09 0.255430e+01
 0.271913e+01 0.659319e+09 0.261736e+01
 0.271913e+01 0.659319e+09 0.268043e+01
 0.271913e+01 0.659319e+09 0.274350e+01
 0.271913e+01 0.659319e+09 0.280657e+01
 0.271913e+01 0.659319e+09 0.286964e+01
 0.271913e+01 0.659319e+09 0.293271e+01
 0.271913e+01 0.659319e+09 0.299578e+01
 0.271913e+01 0.659319e+09 0.305885e+01
 0.271913e+01 0.659319e+09 0.312192e+01
 0.271913e+01 0.659319e+09 0.318499e+01
 0.271913e+01 0.659319e+09 0.324806e+01
 0.271913e+01 0.659319e+09 0.331112e+01
 0.271913e+01 0.659319e+09 0.337419e+01
 0.271913e+01 0.659319e+09 0.343726e+01
 0.271913e+01 0.659319e+09 0.350033e+01
 0.271913e+01 0.659319e+09 0.356340e+01
 0.271913e+01 0.659319e+09 0.362647e+01
 0.271913e+01 0.659319e+09 0.368954e+01
 0.271913e+01 0.659319e+09 0.375261e+01
 0.271913e+01 0.659319e+09 0.381568e+01
 0.271913e+01 0.659319e+09 0.387875e+01
 0.271913e+01 0.659319e+09 0.394181e+01
 0.271913e+01 0.659319e+09 0.400488e+01
 0.271913e+01 0.659319e+09 0.406795e+01
 0.271913e+01 0.659319e+09 0.413102e+01
 0.271913e+01 0.659319e+09 0.419409e+01
 0.271913e+01 0.659319e+09 0.425716e+01
 0.271913e+01 0.659319e+09 0.432023e+01
 0.271913e+01 0.659319e+09 0.438330e+01
 0.271913e+01 0.659319e+09 0.444637e+01
 0.271913e+01 0.659319e+09 0.450944e+01
 0.271913e+01 0.659319e+09 0.457250e+01
 0.271913e+01 0.659319e+09 0.463557e+01
 0.271913e+01 0.659319e+09 0.469864e+01
 0.271913e+01 0.659319e+09 0.476171e+01
 0.271913e+01 0.659319e+09 0.482478e+01
 0.271913e+01 0.659319e+09 0.488785e+01
 0.271913e+01 0.659319e+09 0.495092e+01
 0.271913e+01 0.659319e+09 0.501399e+01
 0.271913e+01 0.659319e+09 0.507706e+01
 0.271913e+01 0.659319e+09 0.514013e+01
 0.271913e+01 0.659319e+09 0.520320e+01
 0.271913e+01 0.659319e+09 0.526626e+01
 0.271913e+01 0.659319e+09 0.532933e+01
 0.271913e+01 0.659319e+09 0.539240e+01
 0.271913e+01 0.659319e+09 0.545547e+01
 0.271913e+01 0.659319e+09 0.551854e+01
 0.271913e+01 0.659319e+09 0.558161e+01
 0.271913e+01 0.659319e+09 0.564468e+01
 0.271913e+01 0.659319e+09 0.570775e+01
 0.271913e+01 0.659319e+09 0.577082e+01
 0.271913e+01 0.659319e+09 0.583389e+01
 0.271913e+01 0.659319e+09 0.589695e+01
 0.271913e+01 0.659319e+09 0.596002e+01
 0.271913e+01 0.659319e+09 0.602309e+01
 0.271913e+01 0.659319e+09 0.608616e+01
 0.271913e+01 0.659319e+09 0.614923e+01
 0.271913e+01 0.659319e+09 0.621230e+01
 0.271913e+01 0.659319e+09 0.627537e+01
 0.271913e+01 0.659319e+09 0.633844e+01
 0.271913e+01 0.659319e+09 0.640151e+01
 0.271913e+01 0.659319e+09 0.646458e+01
 0.271913e+01 0.659319e+09 0.652765e+01
 0.271913e+01 0.659319e+09 0.659071e+01
 0.271913e+01 0.659319e+09 0.665378e+01
 0.271913e+01 0.659319e+09 0.671685e+01
 0.271913e+01 0.659319e+09 0.677992e+01
 0.271913e+01 0.659319e+09 0.684299e+01
 0.271913e+01 0.659319e+09 0.690606e+01
 0.271913e+01 0.659319e+09 0.696913e+01
 0.271913e+01 0.659319e+09 0.703220e+01
 0.271913e+01 0.659319e+09 0.709527e+01
 0.271913e+01 0.659319e+09 0.715834e+01
 0.271913e+01 0.659319e+09 0.722140e+01
 0.271913e+01 0.659319e+09 0.728447e+01
 0.271913e+01 0.659319e+09 0.734754e+01
 0.271913e+01 0.659319e+09 0.741061e+01
 0.271913e+01 0.659319e+09 0.747368e+01
 0.271913e+01 0.659319e+09 0.753675e+01
 0.271913e+01 0.659319e+09 0.759982e+01
 0.271913e+01 0.659319e+09 0.766289e+01
 0.271913e+01 0.659319e+09 0.772596e+01
 0.271913e+01 0.659319e+09 0.778903e+01
 0.271913e+01 0.659319e+09 0.785209e+01
 0.271913e+01 0.659319e+09 0.791516e+01
 0.271913e+01 0.659319e+09 0.797823e+01
 0.271913e+01 0.659319e+09 0.804130e+01
 0.271913e+01 0.659319e+09 0.810437e+01
 0.271913e+01 0.659319e+09 0.816744e+01
 0.271913e+01 0.659319e+09 0.823051e+01
 0.271913e+01 0.659319e+09 0.829358e+01
 0.271913e+01 0.659319e+09 0.835665e+01
 0.271913e+01 0.659319e+09 0.841972e+01
 0.271913e+01 0.659319e+09 0.848279e+01
 0.271913e+01 0.659319e+09 0.854585e+01
 0.271913e+01 0.659319e+09 0.860892e+01
 0.271913e+01 0.659319e+09 0.867199e+01
 0.271913e+01 0.659319e+09 0.873506e+01
 0.271913e+01 0.659319e+09 0.879813e+01
 0.271913e+01 0.659319e+09 0.886120e+01
 0.271913e+01 0.659319e+09 0.892427e+01
 0.271913e+01 0.659319e+09 0.898734e+01
 0.271913e+01 0.659319e+09 0.905041e+01
 0.271913e+01 0.659319e+09 0.911348e+01
 0.271913e+01 0.659319e+09 0.917654e+01
 0.271913e+01 0.659319e+09 0.923961e+01
 0.271913e+01 0.659319e+09 0.930268e+01
 0.271913e+01 0.659319e+09 0.936575e+01
 0.271913e+01 0.659319e+09 0.942882e+01
 0.271913e+01 0.659319e+09 0.949189e+01
 0.271913e+01 0.659319e+09 0.955496e+01
 0.271913e+01 0.659319e+09 0.961803e+01
 0.271913e+01 0.659319e+09 0.968110e+01
 0.271913e+01 0.659319e+09 0.974417e+01
 0.271913e+01 0.659319e+09 0.980723e+01
 0.271913e+01 0.659319e+09 0.987030e+01
 0.271913e+01 0.659319e+09 0.993337e+01
 0.271913e+01 0.659319e+09 0.999644e+01
 0.271913e+01 0.659319e+09 0.100595e+02
 0.271913e+01 0.659319e+09 0.101226e+02
 0.271913e+01 0.659319e+09 0.101856e+02
 0.271913e+01 0.659319e+09 0.102487e+02
 0.271913e+01 0.659319e+09 0.103118e+02
 0.271913e+01 0.659319e+09 0.103749e+02
 0.271913e+01 0.659319e+09 0.104379e+02
 0.271913e+01 0.659319e+09 0.105010e+02
 0.271913e+01 0.659319e+09 0.105641e+02
 0.271913e+01 0.659319e+09 0.106271e+02
 0.271913e+01 0.659319e+09 0.106902e+02
 0.271913e+01 0.659319e+09 0.107533e+02
 0.271913e+01 0.659319e+09 0.108163e+02
 0.271913e+01 0.659319e+09 0.108794e+02
 0.271913e+01 0.659319e+09 0.109425e+02
 0.271913e+01 0.659319e+09 0.110055e+02
 0.271913e+01 0.659319e+09 0.110686e+02
 0.271913e+01 0.659319e+09 0.111317e+02
 0.271913e+01 0.659319e+09 0.111948e+02
 0.271913e+01 0.659319e+09 0.112578e+02
 0.271913e+01 0.659319e+09 0.113209e+02
 0.271913e+01 0.659319e+09 0.113840e+02
 0.271913e+01 0.659319e+09 0.114470e+02
 0.271913e+01 0.659319e+09 0.115101e+02
 0.271913e+01 0.659319e+09 0.115732e+02
 0.271913e+01 0.659319e+09 0.116362e+02
 0.271913e+01 0.659319e+09 0.116993e+02
 0.271913e+01 0.659319e+09 0.117624e+02
 0.271913e+01 0.659319e+09 0.118254e+02
 0.271913e+01 0.659319e+09 0.118885e+02
 0.271913e+01 0.659319e+09 0.119516e+02
 0.271913e+01 0.659319e+09 0.120147e+02
 0.271913e+01 0.659319e+09 0.120777e+02
 0.271913e+01 0.659319e+09 0.121408e+02
 0.271913e+01 0.659319e+09 0.122039e+02
 0.271913e+01 0.659319e+09 0.122669e+02
 0.271913e+01 0.659319e+09 0.123300e+02
 0.271913e+01 0.659319e+09 0.123931e+02
 0.271913e+01 0.659319e+09 0.124561e+02
 0.271913e+01 0.659319e+09 0.125192e+02
 0.271913e+01 0.659319e+09 0.125823e+02
 0.277699e+01 0.622257e+09 0.157672e-01
 0.277699e+01 0.622257e+09 0.262786e-01
 0.277699e+01 0.622257e+09 0.367901e-01
 0.277699e+01 0.622257e+09 0.473015e-01
 0.277699e+01 0.622257e+09 0.578129e-01
 0.277699e+01 0.622257e+09 0.683244e-01
 0.277699e+01 0.622257e+09 0.788358e-01
 0.277699e+01 0.622257e+09 0.893473e-01
 0.277699e+01 0.622257e+09 0.998587e-01
 0.277699e+01 0.622257e+09 0.110370e+00
 0.277699e+01 0.622257e+09 0.120882e+00
 0.277699e+01 0.622257e+09 0.131393e+00
 0.277699e+01 0.622257e+09 0.141904e+00
 0.277699e+01 0.622257e+09 0.152416e+00
 0.277699e+01 0.622257e+09 0.162927e+00
 0.277699e+01 0.622257e+09 0.173439e+00
 0.277699e+01 0.622257e+09 0.183950e+00
 0.277699e+01 0.622257e+09 0.194462e+00
 0.277699e+01 0.622257e+09 0.204973e+00
 0.277699e+01 0.622257e+09 0.215485e+00
 0.277699e+01 0.622257e+09 0.225996e+00
 0.277699e+01 0.622257e+09 0.236507e+00
 0.277699e+01 0.622257e+09 0.247019e+00
 0.277699e+01 0.622257e+09 0.257530e+00
 0.277699e+01 0.622257e+09 0.268042e+00
 0.277699e+01 0.622257e+09 0.278553e+00
 0.277699e+01 0.622257e+09 0.289065e+00
 0.277699e+01 0.622257e+09 0.299576e+00
 0.277699e+01 0.622257e+09 0.310088e+00
 0.277699e+01 0.622257e+09 0.320599e+00
 0.277699e+01 0.622257e+09 0.331110e+00
 0.277699e+01 0.622257e+09 0.341622e+00
 0.277699e+01 0.622257e+09 0.352133e+00
 0.277699e+01 0.622257e+09 0.362645e+00
 0.277699e+01 0.622257e+09 0.373156e+00
 0.277699e+01 0.622257e+09 0.383668e+00
 0.277699e+01 0.622257e+09 0.394179e+00
 0.277699e+01 0.622257e+09 0.404691e+00
 0.277699e+01 0.622257e+09 0.415202e+00
 0.277699e+01 0.622257e+09 0.425713e+00
 0.277699e+01 0.622257e+09 0.436225e+00
 0.277699e+01 0.622257e+09 0.446736e+00
 0.277699e+01 0.622257e+09 0.457248e+00
 0.277699e+01 0.622257e+09 0.467759e+00
 0.277699e+01 0.622257e+09 0.478271e+00
 0.277699e+01 0.622257e+09 0.488782e+00
 0.277699e+01 0.622257e+09 0.499294e+00
 0.277699e+01 0.622257e+09 0.509805e+00
 0.277699e+01 0.622257e+09 0.520316e+00
 0.277699e+01 0.622257e+09 0.530828e+00
 0.277699e+01 0.622257e+09 0.541339e+00
 0.277699e+01 0.622257e+09 0.551851e+00
 0.277699e+01 0.622257e+09 0.562362e+00
 0.277699e+01 0.622257e+09 0.572874e+00
 0.277699e+01 0.622257e+09 0.583385e+00
 0.277699e+01 0.622257e+09 0.593897e+00
 0.277699e+01 0.622257e+09 0.604408e+00
 0.277699e+01 0.622257e+09 0.614919e+00
 0.277699e+01 0.622257e+09 0.625431e+00
 0.277699e+01 0.622257e+09 0.662221e+00
 0.277699e+01 0.622257e+09 0.725290e+00
 0.277699e+01 0.622257e+09 0.788358e+00
 0.277699e+01 0.622257e+09 0.851427e+00
 0.277699e+01 0.622257e+09 0.914496e+00
 0.277699e+01 0.622257e+09 0.977564e+00
 0.277699e+01 0.622257e+09 0.104063e+01
 0.277699e+01 0.622257e+09 0.110370e+01
 0.277699e+01 0.622257e+09 0.116677e+01
 0.277699e+01 0.622257e+09 0.122984e+01
 0.277699e+01 0.622257e+09 0.129291e+01
 0.277699e+01 0.622257e+09 0.135598e+01
 0.277699e+01 0.622257e+09 0.141904e+01
 0.277699e+01 0.622257e+09 0.148211e+01
 0.277699e+01 0.622257e+09 0.154518e+01
 0.277699e+01 0.622257e+09 0.160825e+01
 0.277699e+01 0.622257e+09 0.167132e+01
 0.277699e+01 0.622257e+09 0.173439e+01
 0.277699e+01 0.622257e+09 0.179746e+01
 0.277699e+01 0.622257e+09 0.186053e+01
 0.277699e+01 0.622257e+09 0.192359e+01
 0.277699e+01 0.622257e+09 0.198666e+01
 0.277699e+01 0.622257e+09 0.204973e+01
 0.277699e+01 0.622257e+09 0.211280e+01
 0.277699e+01 0.622257e+09 0.217587e+01
 0.277699e+01 0.622257e+09 0.223894e+01
 0.277699e+01 0.622257e+09 0.230201e+01
 0.277699e+01 0.622257e+09 0.236507e+01
 0.277699e+01 0.622257e+09 0.242814e+01
 0.277699e+01 0.622257e+09 0.249121e+01
 0.277699e+01 0.622257e+09 0.255428e+01
 0.277699e+01 0.622257e+09 0.261735e+01
 0.277699e+01 0.622257e+09 0.268042e+01
 0.277699e+01 0.622257e+09 0.274349e+01
 0.277699e+01 0.622257e+09 0.280656e+01
 0.277699e+01 0.622257e+09 0.286962e+01
 0.277699e+01 0.622257e+09 0.293269e+01
 0.277699e+01 0.622257e+09 0.299576e+01
 0.277699e+01 0.622257e+09 0.305883e+01
 0.277699e+01 0.622257e+09 0.312190e+01
 0.277699e+01 0.622257e+09 0.318497e+01
 0.277699e+01 0.622257e+09 0.324804e+01
 0.277699e+01 0.622257e+09 0.331110e+01
 0.277699e+01 0.622257e+09 0.337417e+01
 0.277699e+01 0.622257e+09 0.343724e+01
 0.277699e+01 0.622257e+09 0.350031e+01
 0.277699e+01 0.622257e+09 0.356338e+01
 0.277699e+01 0.622257e+09 0.362645e+01
 0.277699e+01 0.622257e+09 0.368952e+01
 0.277699e+01 0.622257e+09 0.375259e+01
 0.277699e+01 0.622257e+09 0.381565e+01
 0.277699e+01 0.622257e+09 0.387872e+01
 0.277699e+01 0.622257e+09 0.394179e+01
 0.277699e+01 0.622257e+09 0.400486e+01
 0.277699e+01 0.622257e+09 0.406793e+01
 0.277699e+01 0.622257e+09 0.413100e+01
 0.277699e+01 0.622257e+09 0.419407e+01
 0.277699e+01 0.622257e+09 0.425713e+01
 0.277699e+01 0.622257e+09 0.432020e+01
 0.277699e+01 0.622257e+09 0.438327e+01
 0.277699e+01 0.622257e+09 0.444634e+01
 0.277699e+01 0.622257e+09 0.450941e+01
 0.277699e+01 0.622257e+09 0.457248e+01
 0.277699e+01 0.622257e+09 0.463555e+01
 0.277699e+01 0.622257e+09 0.469862e+01
 0.277699e+01 0.622257e+09 0.476168e+01
 0.277699e+01 0.622257e+09 0.482475e+01
 0.277699e+01 0.622257e+09 0.488782e+01
 0.277699e+01 0.622257e+09 0.495089e+01
 0.277699e+01 0.622257e+09 0.501396e+01
 0.277699e+01 0.622257e+09 0.507703e+01
 0.277699e+01 0.622257e+09 0.514010e+01
 0.277699e+01 0.622257e+09 0.520316e+01
 0.277699e+01 0.622257e+09 0.526623e+01
 0.277699e+01 0.622257e+09 0.532930e+01
 0.277699e+01 0.622257e+09 0.539237e+01
 0.277699e+01 0.622257e+09 0.545544e+01
 0.277699e+01 0.622257e+09 0.551851e+01
 0.277699e+01 0.622257e+09 0.558158e+01
 0.277699e+01 0.622257e+09 0.564465e+01
 0.277699e+01 0.622257e+09 0.570771e+01
 0.277699e+01 0.622257e+09 0.577078e+01
 0.277699e+01 0.622257e+09 0.583385e+01
 0.277699e+01 0.622257e+09 0.589692e+01
 0.277699e+01 0.622257e+09 0.595999e+01
 0.277699e+01 0.622257e+09 0.602306e+01
 0.277699e+01 0.622257e+09 0.608613e+01
 0.277699e+01 0.622257e+09 0.614919e+01
 0.277699e+01 0.622257e+09 0.621226e+01
 0.277699e+01 0.622257e+09 0.627533e+01
 0.277699e+01 0.622257e+09 0.633840e+01
 0.277699e+01 0.622257e+09 0.640147e+01
 0.277699e+01 0.622257e+09 0.646454e+01
 0.277699e+01 0.622257e+09 0.652761e+01
 0.277699e+01 0.622257e+09 0.659067e+01
 0.277699e+01 0.622257e+09 0.665374e+01
 0.277699e+01 0.622257e+09 0.671681e+01
 0.277699e+01 0.622257e+09 0.677988e+01
 0.277699e+01 0.622257e+09 0.684295e+01
 0.277699e+01 0.622257e+09 0.690602e+01
 0.277699e+01 0.622257e+09 0.696909e+01
 0.277699e+01 0.622257e+09 0.703216e+01
 0.277699e+01 0.622257e+09 0.709522e+01
 0.277699e+01 0.622257e+09 0.715829e+01
 0.277699e+01 0.622257e+09 0.722136e+01
 0.277699e+01 0.622257e+09 0.728443e+01
 0.277699e+01 0.622257e+09 0.734750e+01
 0.277699e+01 0.622257e+09 0.741057e+01
 0.277699e+01 0.622257e+09 0.747364e+01
 0.277699e+01 0.622257e+09 0.753670e+01
 0.277699e+01 0.622257e+09 0.759977e+01
 0.277699e+01 0.622257e+09 0.766284e+01
 0.277699e+01 0.622257e+09 0.772591e+01
 0.277699e+01 0.622257e+09 0.778898e+01
 0.277699e+01 0.622257e+09 0.785205e+01
 0.277699e+01 0.622257e+09 0.791512e+01
 0.277699e+01 0.622257e+09 0.797819e+01
 0.277699e+01 0.622257e+09 0.804125e+01
 0.277699e+01 0.622257e+09 0.810432e+01
 0.277699e+01 0.622257e+09 0.816739e+01
 0.277699e+01 0.622257e+09 0.823046e+01
 0.277699e+01 0.622257e+09 0.829353e+01
 0.277699e+01 0.622257e+09 0.835660e+01
 0.277699e+01 0.622257e+09 0.841967e+01
 0.277699e+01 0.622257e+09 0.848273e+01
 0.277699e+01 0.622257e+09 0.854580e+01
 0.277699e+01 0.622257e+09 0.860887e+01
 0.277699e+01 0.622257e+09 0.867194e+01
 0.277699e+01 0.622257e+09 0.873501e+01
 0.277699e+01 0.622257e+09 0.879808e+01
 0.277699e+01 0.622257e+09 0.886115e+01
 0.277699e+01 0.622257e+09 0.892422e+01
 0.277699e+01 0.622257e+09 0.898728e+01
 0.277699e+01 0.622257e+09 0.905035e+01
 0.277699e+01 0.622257e+09 0.911342e+01
 0.277699e+01 0.622257e+09 0.917649e+01
 0.277699e+01 0.622257e+09 0.923956e+01
 0.277699e+01 0.622257e+09 0.930263e+01
 0.277699e+01 0.622257e+09 0.936570e+01
 0.277699e+01 0.622257e+09 0.942876e+01
 0.277699e+01 0.622257e+09 0.949183e+01
 0.277699e+01 0.622257e+09 0.955490e+01
 0.277699e+01 0.622257e+09 0.961797e+01
 0.277699e+01 0.622257e+09 0.968104e+01
 0.277699e+01 0.622257e+09 0.974411e+01
 0.277699e+01 0.622257e+09 0.980718e+01
 0.277699e+01 0.622257e+09 0.987025e+01
 0.277699e+01 0.622257e+09 0.993331e+01
 0.277699e+01 0.622257e+09 0.999638e+01
 0.277699e+01 0.622257e+09 0.100595e+02
 0.277699e+01 0.622257e+09 0.101225e+02
 0.277699e+01 0.622257e+09 0.101856e+02
 0.277699e+01 0.622257e+09 0.102487e+02
 0.277699e+01 0.622257e+09 0.103117e+02
 0.277699e+01 0.622257e+09 0.103748e+02
 0.277699e+01 0.622257e+09 0.104379e+02
 0.277699e+01 0.622257e+09 0.105009e+02
 0.277699e+01 0.622257e+09 0.105640e+02
 0.277699e+01 0.622257e+09 0.106271e+02
 0.277699e+01 0.622257e+09 0.106901e+02
 0.277699e+01 0.622257e+09 0.107532e+02
 0.277699e+01 0.622257e+09 0.108163e+02
 0.277699e+01 0.622257e+09 0.108793e+02
 0.277699e+01 0.622257e+09 0.109424e+02
 0.277699e+01 0.622257e+09 0.110055e+02
 0.277699e+01 0.622257e+09 0.110685e+02
 0.277699e+01 0.622257e+09 0.111316e+02
 0.277699e+01 0.622257e+09 0.111947e+02
 0.277699e+01 0.622257e+09 0.112578e+02
 0.277699e+01 0.622257e+09 0.113208e+02
 0.277699e+01 0.622257e+09 0.113839e+02
 0.277699e+01 0.622257e+09 0.114470e+02
 0.277699e+01 0.622257e+09 0.115100e+02
 0.277699e+01 0.622257e+09 0.115731e+02
 0.277699e+01 0.622257e+09 0.116362e+02
 0.277699e+01 0.622257e+09 0.116992e+02
 0.277699e+01 0.622257e+09 0.117623e+02
 0.277699e+01 0.622257e+09 0.118254e+02
 0.277699e+01 0.622257e+09 0.118884e+02
 0.277699e+01 0.622257e+09 0.119515e+02
 0.277699e+01 0.622257e+09 0.120146e+02
 0.277699e+01 0.622257e+09 0.120776e+02
 0.277699e+01 0.622257e+09 0.121407e+02
 0.277699e+01 0.622257e+09 0.122038e+02
 0.277699e+01 0.622257e+09 0.122669e+02
 0.277699e+01 0.622257e+09 0.123299e+02
 0.277699e+01 0.622257e+09 0.123930e+02
 0.277699e+01 0.622257e+09 0.124561e+02
 0.277699e+01 0.622257e+09 0.125191e+02
 0.277699e+01 0.622257e+09 0.125822e+02
 0.283484e+01 0.587279e+09 0.157671e-01
 0.283484e+01 0.587279e+09 0.262785e-01
 0.283484e+01 0.587279e+09 0.367898e-01
 0.283484e+01 0.587279e+09 0.473012e-01
 0.283484e+01 0.587279e+09 0.578126e-01
 0.283484e+01 0.587279e+09 0.683240e-01
 0.283484e+01 0.587279e+09 0.788354e-01
 0.283484e+01 0.587279e+09 0.893467e-01
 0.283484e+01 0.587279e+09 0.998581e-01
 0.283484e+01 0.587279e+09 0.110370e+00
 0.283484e+01 0.587279e+09 0.120881e+00
 0.283484e+01 0.587279e+09 0.131392e+00
 0.283484e+01 0.587279e+09 0.141904e+00
 0.283484e+01 0.587279e+09 0.152415e+00
 0.283484e+01 0.587279e+09 0.162926e+00
 0.283484e+01 0.587279e+09 0.173438e+00
 0.283484e+01 0.587279e+09 0.183949e+00
 0.283484e+01 0.587279e+09 0.194461e+00
 0.283484e+01 0.587279e+09 0.204972e+00
 0.283484e+01 0.587279e+09 0.215483e+00
 0.283484e+01 0.587279e+09 0.225995e+00
 0.283484e+01 0.587279e+09 0.236506e+00
 0.283484e+01 0.587279e+09 0.247017e+00
 0.283484e+01 0.587279e+09 0.257529e+00
 0.283484e+01 0.587279e+09 0.268040e+00
 0.283484e+01 0.587279e+09 0.278552e+00
 0.283484e+01 0.587279e+09 0.289063e+00
 0.283484e+01 0.587279e+09 0.299574e+00
 0.283484e+01 0.587279e+09 0.310086e+00
