M_GeV T_GeV <g1>/T
2.999999999999999889e-01 1.047615752789664111e+05 7.652641136462287608e-03
2.999999999999999889e-01 1.149756995397735591e+05 7.632598264282280942e-03
2.999999999999999889e-01 1.261856883066018490e+05 7.622664292992340808e-03
2.999999999999999889e-01 1.384886371393871668e+05 7.602965376018032406e-03
2.999999999999999889e-01 1.519911082952933211e+05 7.583489410311249068e-03
2.999999999999999889e-01 1.668100537200059043e+05 7.573791325812398618e-03
2.999999999999999889e-01 1.830738280295369623e+05 7.554491125415434966e-03
2.999999999999999889e-01 2.009233002565045899e+05 7.544920137628420044e-03
2.999999999999999889e-01 2.205130739903045469e+05 7.525938543614596292e-03
2.999999999999999889e-01 2.420128264794383431e+05 7.507162505732941152e-03
2.999999999999999889e-01 2.656087782946684165e+05 7.497853689658925957e-03
2.999999999999999889e-01 2.915053062825175584e+05 7.479384476187190753e-03
2.999999999999999889e-01 3.199267137797384639e+05 7.461117227101680092e-03
2.999999999999999889e-01 3.511191734215127653e+05 7.452057752369876248e-03
2.999999999999999889e-01 3.853528593710527639e+05 7.434081716146144492e-03
2.999999999999999889e-01 4.229242874389498611e+05 7.425162873083489962e-03
2.999999999999999889e-01 4.641588833612772287e+05 7.407470023252055863e-03
2.999999999999999889e-01 5.094138014816375216e+05 7.389959991873704462e-03
2.999999999999999889e-01 5.590810182512222091e+05 7.381280409425864351e-03
2.999999999999999889e-01 6.135907273413175717e+05 7.363914641035625673e-03
2.999999999999999889e-01 6.734150657750827959e+05 7.355235107037786518e-03
2.999999999999999889e-01 7.390722033525775187e+05 7.338013227714353451e-03
2.999999999999999889e-01 8.111308307896872284e+05 7.320968401079339626e-03
2.999999999999999889e-01 8.902150854450393235e+05 7.312508847802151081e-03
2.999999999999999889e-01 9.770099572992246831e+05 7.295723695925981390e-03
2.999999999999999889e-01 1.072267222010323079e+06 7.287392736327889461e-03
2.999999999999999889e-01 1.176811952434999170e+06 7.270859029144700718e-03
2.999999999999999889e-01 1.291549665014882572e+06 7.254489954547453483e-03
2.999999999999999889e-01 1.417474162926804740e+06 7.246364890996175208e-03
2.999999999999999889e-01 1.555676143930472201e+06 7.230239027705309685e-03
2.999999999999999889e-01 1.707352647470688680e+06 7.222236719998893772e-03
2.999999999999999889e-01 1.873817422860383056e+06 7.206345522840489071e-03
2.999999999999999889e-01 2.056512308348651510e+06 7.190607709261251194e-03
2.999999999999999889e-01 2.257019719633921515e+06 7.182798437192487728e-03
2.999999999999999889e-01 2.477076355991709046e+06 7.167286633059288294e-03
2.999999999999999889e-01 2.718588242732940242e+06 7.159588604171798244e-03
2.999999999999999889e-01 2.983647240283340216e+06 7.144301004278096577e-03
2.999999999999999889e-01 3.274549162877731491e+06 7.129160842354376193e-03
2.999999999999999889e-01 3.593813663804625627e+06 7.121640570443951018e-03
2.999999999999999889e-01 3.944206059437655844e+06 7.106708293525830153e-03
2.999999999999999889e-01 4.328761281083061360e+06 7.091916524870369581e-03
2.999999999999999889e-01 4.750810162102793343e+06 7.084575240330918434e-03
2.999999999999999889e-01 5.214008287999683991e+06 7.069984996891286178e-03
2.999999999999999889e-01 5.722367659350220114e+06 7.062744621590225612e-03
2.999999999999999889e-01 6.280291441834246740e+06 7.048354761285281073e-03
2.999999999999999889e-01 6.892612104349695146e+06 7.034095950451112536e-03
