M_GeV T_GeV <S1>/T
7.000000000000000666e-01 1.592282793341090610e+03 4.448260273615634029e-09
7.000000000000000666e-01 1.747528400007682876e+03 3.696110772525295852e-09
7.000000000000000666e-01 1.917910261672486740e+03 3.073608776891623219e-09
7.000000000000000666e-01 2.104904144512019684e+03 2.557566412327591762e-09
7.000000000000000666e-01 2.310129700083157786e+03 2.124287804116426303e-09
7.000000000000000666e-01 2.535364493970108924e+03 1.767181588372396974e-09
7.000000000000000666e-01 2.782559402207123185e+03 1.468251013610952659e-09
7.000000000000000666e-01 3.053855508833412387e+03 1.221779407093845004e-09
7.000000000000000666e-01 3.351602650938840725e+03 1.016752365676243641e-09
7.000000000000000666e-01 3.678379771828630510e+03 8.442328051960829308e-10
7.000000000000000666e-01 4.037017258596553802e+03 7.034598005357130878e-10
7.000000000000000666e-01 4.430621457583877600e+03 5.846770293375536427e-10
7.000000000000000666e-01 4.862601580065348571e+03 4.857953275917743831e-10
7.000000000000000666e-01 5.336699231206307559e+03 4.042486581796183545e-10
7.000000000000000666e-01 5.857020818056661483e+03 3.355949596573638977e-10
7.000000000000000666e-01 6.428073117284318869e+03 2.791633709996038414e-10
7.000000000000000666e-01 7.054802310718638182e+03 2.322488900150619685e-10
7.000000000000000666e-01 7.742636826811270112e+03 1.929019089000364744e-10
7.000000000000000666e-01 8.497534359086437689e+03 1.604595009258597213e-10
7.000000000000000666e-01 9.326033468832189101e+03 1.333415062596380407e-10
7.000000000000000666e-01 1.023531021899026928e+04 1.108645774758901294e-10
7.000000000000000666e-01 1.123324032978026480e+04 9.223588920191935773e-11
7.000000000000000666e-01 1.232846739442065882e+04 7.666261674186052024e-11
7.000000000000000666e-01 1.353047774579807628e+04 6.373871919091074717e-11
7.000000000000000666e-01 1.484968262254463480e+04 5.294018598723011266e-11
7.000000000000000666e-01 1.629750834620643400e+04 4.403564458336975693e-11
7.000000000000000666e-01 1.788649529057435211e+04 3.663426839438382719e-11
7.000000000000000666e-01 1.963040650040268520e+04 3.043116046622331363e-11
7.000000000000000666e-01 2.154434690031882201e+04 2.530254952367785841e-11
7.000000000000000666e-01 2.364489412645406992e+04 2.102684074483867502e-11
7.000000000000000666e-01 2.595024211399731939e+04 1.748144002648706141e-11
7.000000000000000666e-01 2.848035868435799057e+04 1.453629064313123277e-11
7.000000000000000666e-01 3.125715849688235176e+04 1.207684822499535919e-11
7.000000000000000666e-01 3.430469286314912461e+04 1.004237879800148154e-11
7.000000000000000666e-01 3.764935806792470976e+04 8.349688994826588252e-12
7.000000000000000666e-01 4.132012400115334458e+04 6.936726093634472227e-12
7.000000000000000666e-01 4.534878508128582325e+04 5.766118121188203709e-12
7.000000000000000666e-01 4.977023564332113892e+04 4.791012140997655895e-12
7.000000000000000666e-01 5.462277217684336938e+04 3.982738304524582913e-12
7.000000000000000666e-01 5.994842503189409035e+04 3.311223273031442997e-12
7.000000000000000666e-01 6.579332246575682075e+04 2.750940313014679378e-12
7.000000000000000666e-01 7.220809018385456875e+04 2.286985516680041273e-12
7.000000000000000666e-01 7.924828983539169712e+04 1.900066098923836984e-12
7.000000000000000666e-01 8.697490026177834079e+04 1.579480253490803759e-12
7.000000000000000666e-01 9.545484566618327517e+04 1.313026549382293323e-12
7.000000000000000666e-01 1.047615752789664111e+05 1.090831084064741665e-12
7.000000000000000666e-01 1.149756995397735591e+05 9.068028579979030803e-13
7.000000000000000666e-01 1.261856883066018490e+05 7.533300250186085308e-13
7.000000000000000666e-01 1.384886371393871668e+05 6.262258481153130756e-13
7.000000000000000666e-01 1.519911082952933211e+05 5.205893709436103288e-13
7.000000000000000666e-01 1.668100537200059043e+05 4.324707857896833934e-13
7.000000000000000666e-01 1.830738280295369623e+05 3.595003706943059464e-13
7.000000000000000666e-01 2.009233002565045899e+05 2.986558211425067007e-13
7.000000000000000666e-01 2.205130739903045469e+05 2.482558515568584432e-13
7.000000000000000666e-01 2.420128264794383431e+05 2.063591568467706584e-13
7.000000000000000666e-01 2.656087782946684165e+05 1.714242612569019566e-13
7.000000000000000666e-01 2.915053062825175584e+05 1.424986391054847108e-13
7.000000000000000666e-01 3.199267137797384639e+05 1.184461996703445876e-13
7.000000000000000666e-01 3.511191734215127653e+05 9.839640209395288579e-14
7.000000000000000666e-01 3.853528593710527639e+05 8.179054678550635361e-14
7.000000000000000666e-01 4.229242874389498611e+05 6.794590958401997027e-14
7.000000000000000666e-01 4.641588833612772287e+05 5.647491175537310099e-14
7.000000000000000666e-01 5.094138014816375216e+05 4.694119437005561572e-14
7.000000000000000666e-01 5.590810182512222091e+05 3.899397495305314922e-14
7.000000000000000666e-01 6.135907273413175717e+05 3.241171893271786783e-14
7.000000000000000666e-01 6.734150657750827959e+05 2.692551391784352413e-14
7.000000000000000666e-01 7.390722033525775187e+05 2.237855424620128919e-14
7.000000000000000666e-01 8.111308307896872284e+05 1.860023226854092770e-14
7.000000000000000666e-01 8.902150854450393235e+05 1.545044499307143008e-14
7.000000000000000666e-01 9.770099572992246831e+05 1.284218650040025024e-14
7.000000000000000666e-01 1.072267222010323079e+06 1.066830886355426823e-14
7.000000000000000666e-01 1.176811952434999170e+06 8.867264261910207422e-15
7.000000000000000666e-01 1.291549665014882572e+06 7.370500092059820881e-15
7.000000000000000666e-01 1.417474162926804740e+06 6.121533566412824684e-15
7.000000000000000666e-01 1.555676143930472201e+06 5.088070873882988443e-15
7.000000000000000666e-01 1.707352647470688680e+06 4.227501504781474376e-15
7.000000000000000666e-01 1.873817422860383056e+06 3.512502016777940836e-15
7.000000000000000666e-01 2.056512308348651510e+06 2.920127077847331626e-15
7.000000000000000666e-01 2.257019719633921515e+06 2.425799013103100210e-15
7.000000000000000666e-01 2.477076355991709046e+06 2.014844555042255124e-15
7.000000000000000666e-01 2.718588242732940242e+06 1.674388198487503484e-15
7.000000000000000666e-01 2.983647240283340216e+06 1.391271606211682394e-15
7.000000000000000666e-01 3.274549162877731491e+06 1.157021115352272750e-15
7.000000000000000666e-01 3.593813663804625627e+06 9.608797115299347853e-16
7.000000000000000666e-01 3.944206059437655844e+06 7.988150506253448656e-16
7.000000000000000666e-01 4.328761281083061360e+06 6.642779885772526611e-16
7.000000000000000666e-01 4.750810162102793343e+06 5.512034732982612963e-16
7.000000000000000666e-01 5.214008287999683991e+06 4.571944182687893585e-16
7.000000000000000666e-01 5.722367659350220114e+06 3.801994702374116752e-16
7.000000000000000666e-01 6.280291441834246740e+06 3.165370336508188394e-16
7.000000000000000666e-01 6.892612104349695146e+06 2.620069643356754770e-16
7.000000000000000666e-01 7.564633275546290912e+06 2.177408862396783736e-16
7.000000000000000666e-01 8.302175681319751777e+06 1.829843932650557359e-16
7.000000000000000666e-01 9.111627561154887080e+06 1.521173013042491386e-16
7.000000000000000666e-01 1.000000000000000000e+07 1.250497473248728808e-16
1.000000000000000000e+00 1.000000000000000000e+02 3.595548807145195359e-04
1.000000000000000000e+00 1.023531021899025859e+02 3.105519980590604754e-04
1.000000000000000000e+00 1.047615752789664043e+02 2.674022512538760206e-04
1.000000000000000000e+00 1.072267222010323167e+02 2.294524957365145536e-04
1.000000000000000000e+00 1.097498765493055686e+02 1.961213829977972696e-04
1.000000000000000000e+00 1.123324032978026565e+02 1.668911401192060991e-04
1.000000000000000000e+00 1.149756995397735579e+02 1.413006094536669417e-04
1.000000000000000000e+00 1.176811952434997863e+02 1.189391747009306772e-04
1.000000000000000000e+00 1.204503540258782408e+02 9.944129381783712457e-05
1.000000000000000000e+00 1.232846739442065882e+02 8.248162127228152998e-05
1.000000000000000000e+00 1.261856883066019748e+02 6.777081590278435030e-05
1.000000000000000000e+00 1.291549665014883885e+02 5.505164722713438031e-05
1.000000000000000000e+00 1.321941148466028721e+02 4.409568727736520399e-05
1.000000000000000000e+00 1.353047774579807481e+02 3.470040693042359883e-05
1.000000000000000000e+00 1.384886371393873219e+02 2.668670537405514357e-05
1.000000000000000000e+00 1.417474162926804695e+02 1.989692086166450010e-05
1.000000000000000000e+00 1.450828778495940128e+02 1.419346297387260230e-05
1.000000000000000000e+00 1.484968262254465117e+02 9.458460002986865078e-06
1.000000000000000000e+00 1.519911082952933157e+02 5.595647842728266179e-06
1.000000000000000000e+00 1.555676143930472222e+02 2.539403639750783277e-06
1.000000000000000000e+00 1.592282793341092315e+02 3.100285800912942316e-07
1.000000000000000000e+00 1.629750834620643332e+02 1.643967977174849878e-06
1.000000000000000000e+00 1.668100537200059250e+02 1.270924763722058233e-06
1.000000000000000000e+00 1.707352647470690385e+02 1.065904554386141183e-06
1.000000000000000000e+00 1.747528400007682876e+02 9.267932466369528135e-07
1.000000000000000000e+00 1.788649529057435075e+02 6.730999964215779833e-07
1.000000000000000000e+00 1.830738280295367701e+02 5.978773049906735009e-07
1.000000000000000000e+00 1.873817422860383033e+02 5.564480043987196325e-07
1.000000000000000000e+00 1.917910261672488730e+02 5.482646284088823054e-07
1.000000000000000000e+00 1.963040650040270521e+02 5.574932235032781148e-07
1.000000000000000000e+00 2.009233002565045751e+02 5.553019737628528671e-07
1.000000000000000000e+00 2.056512308348651459e+02 5.301767893653945540e-07
1.000000000000000000e+00 2.104904144512019570e+02 5.425045624326150094e-07
1.000000000000000000e+00 2.154434690031882269e+02 5.179430561417059245e-07
1.000000000000000000e+00 2.205130739903045480e+02 5.023623972713640707e-07
1.000000000000000000e+00 2.257019719633919124e+02 4.795998580877706600e-07
1.000000000000000000e+00 2.310129700083157900e+02 4.578657577861532190e-07
1.000000000000000000e+00 2.364489412645407072e+02 4.366817884797851279e-07
1.000000000000000000e+00 2.420128264794381039e+02 4.168808887206252474e-07
1.000000000000000000e+00 2.477076355991711409e+02 3.953936462974442880e-07
1.000000000000000000e+00 2.535364493970111255e+02 3.774572072645061808e-07
1.000000000000000000e+00 2.595024211399737055e+02 3.603329580060300618e-07
1.000000000000000000e+00 2.656087782946686957e+02 3.410936748086667807e-07
1.000000000000000000e+00 2.718588242732940330e+02 3.256144111563881979e-07
1.000000000000000000e+00 2.782559402207126027e+02 3.081494227053049966e-07
1.000000000000000000e+00 2.848035868435802058e+02 2.941619206504421703e-07
1.000000000000000000e+00 2.915053062825175516e+02 2.808085581720106812e-07
1.000000000000000000e+00 2.983647240283340238e+02 2.658802716835716551e-07
1.000000000000000000e+00 3.053855508833415229e+02 2.538085938618695755e-07
1.000000000000000000e+00 3.125715849688235153e+02 2.404716112203473124e-07
1.000000000000000000e+00 3.199267137797384635e+02 2.295519832510929457e-07
1.000000000000000000e+00 3.274549162877728463e+02 2.181998194214084604e-07
1.000000000000000000e+00 3.351602650938841066e+02 2.082904235110931359e-07
1.000000000000000000e+00 3.430469286314919373e+02 1.988307087175210422e-07
1.000000000000000000e+00 3.511191734215130964e+02 1.890792212701023720e-07
1.000000000000000000e+00 3.593813663804625662e+02 1.804912227687432364e-07
1.000000000000000000e+00 3.678379771828634262e+02 1.717077313371581774e-07
1.000000000000000000e+00 3.764935806792467474e+02 1.639081438403726514e-07
1.000000000000000000e+00 3.853528593710527161e+02 1.564626362289914589e-07
1.000000000000000000e+00 3.944206059437656222e+02 1.489059454781780334e-07
1.000000000000000000e+00 4.037017258596553688e+02 1.421414802998190340e-07
1.000000000000000000e+00 4.132012400115334572e+02 1.353282642603703417e-07
1.000000000000000000e+00 4.229242874389498752e+02 1.291802635857852195e-07
1.000000000000000000e+00 4.328761281083056929e+02 1.233114445372435185e-07
1.000000000000000000e+00 4.430621457583877714e+02 1.174429525993748198e-07
1.000000000000000000e+00 4.534878508128581984e+02 1.121071286882560261e-07
1.000000000000000000e+00 4.641588833612777307e+02 1.068078861954912298e-07
1.000000000000000000e+00 4.750810162102798131e+02 1.019550529433042558e-07
1.000000000000000000e+00 4.862601580065353346e+02 9.732263354153014253e-08
1.000000000000000000e+00 4.977023564332108663e+02 9.274960981289541957e-08
1.000000000000000000e+00 5.094138014816380178e+02 8.853530480560632205e-08
1.000000000000000000e+00 5.214008287999683944e+02 8.440082614362713506e-08
1.000000000000000000e+00 5.336699231206307559e+02 8.056575312575794830e-08
1.000000000000000000e+00 5.462277217684342077e+02 7.690489488325317331e-08
1.000000000000000000e+00 5.590810182512223037e+02 7.332739437262213366e-08
1.000000000000000000e+00 5.722367659350220492e+02 6.999535762278993159e-08
1.000000000000000000e+00 5.857020818056666940e+02 6.675229207351827913e-08
1.000000000000000000e+00 5.994842503189408944e+02 6.371896250970348964e-08
1.000000000000000000e+00 6.135907273413175744e+02 6.082344350134947785e-08
1.000000000000000000e+00 6.280291441834252737e+02 5.802612026952594151e-08
1.000000000000000000e+00 6.428073117284319551e+02 5.538924421896864338e-08
1.000000000000000000e+00 6.579332246575681893e+02 5.284357775780021075e-08
1.000000000000000000e+00 6.734150657750820983e+02 5.044216965775554744e-08
1.000000000000000000e+00 6.892612104349694846e+02 4.814987254327198680e-08
1.000000000000000000e+00 7.054802310718645231e+02 4.594990000672057686e-08
1.000000000000000000e+00 7.220809018385464242e+02 4.386171856507891500e-08
1.000000000000000000e+00 7.390722033525775032e+02 4.186307674369007061e-08
1.000000000000000000e+00 7.564633275546290179e+02 3.996059424941630181e-08
1.000000000000000000e+00 7.742636826811269657e+02 3.814455954944788953e-08
1.000000000000000000e+00 7.924828983539168803e+02 3.641090653289202898e-08
1.000000000000000000e+00 8.111308307896872520e+02 3.475617040190230206e-08
1.000000000000000000e+00 8.302175681319744172e+02 3.317851935218703277e-08
1.000000000000000000e+00 8.497534359086438371e+02 3.167066697259968446e-08
1.000000000000000000e+00 8.697490026177833897e+02 3.023133438785236491e-08
1.000000000000000000e+00 8.902150854450383122e+02 2.886750576187143271e-08
1.000000000000000000e+00 9.111627561154896284e+02 2.755555612706972162e-08
1.000000000000000000e+00 9.326033468832199560e+02 2.631358732919750599e-08
1.000000000000000000e+00 9.545484566618337112e+02 2.511769647362437790e-08
1.000000000000000000e+00 9.770099572992256753e+02 2.397615162312348440e-08
1.000000000000000000e+00 1.000000000000000000e+03 2.289512063393548128e-08
1.000000000000000000e+00 1.000000000000000000e+03 2.289512063393548128e-08
1.000000000000000000e+00 1.097498765493055544e+03 1.901519908051989076e-08
1.000000000000000000e+00 1.204503540258781186e+03 1.580525582843837059e-08
1.000000000000000000e+00 1.321941148466028608e+03 1.314028236079471068e-08
1.000000000000000000e+00 1.450828778495938650e+03 1.091589639117205885e-08
1.000000000000000000e+00 1.592282793341090610e+03 9.077936230816712788e-09
1.000000000000000000e+00 1.747528400007682876e+03 7.542982124896522805e-09
1.000000000000000000e+00 1.917910261672486740e+03 6.272600614680615619e-09
1.000000000000000000e+00 2.104904144512019684e+03 5.219474292058394547e-09
1.000000000000000000e+00 2.310129700083157786e+03 4.335247286455718867e-09
1.000000000000000000e+00 2.535364493970108924e+03 3.606469385813589525e-09
1.000000000000000000e+00 2.782559402207123185e+03 2.996414248275964221e-09
1.000000000000000000e+00 3.053855508833412387e+03 2.493415938037828705e-09
1.000000000000000000e+00 3.351602650938840725e+03 2.074996866091956126e-09
1.000000000000000000e+00 3.678379771828630510e+03 1.722918570560162286e-09
1.000000000000000000e+00 4.037017258596553802e+03 1.435628393901642409e-09
1.000000000000000000e+00 4.430621457583877600e+03 1.193215742035427397e-09
1.000000000000000000e+00 4.862601580065348571e+03 9.914171742325002659e-10
1.000000000000000000e+00 5.336699231206307559e+03 8.249959657308701755e-10
1.000000000000000000e+00 5.857020818056661483e+03 6.848867753548768252e-10
1.000000000000000000e+00 6.428073117284318869e+03 5.697205370317909982e-10
1.000000000000000000e+00 7.054802310718638182e+03 4.739768892290180923e-10
1.000000000000000000e+00 7.742636826811270112e+03 3.936770607445772325e-10
1.000000000000000000e+00 8.497534359086437689e+03 3.274681569979294089e-10
1.000000000000000000e+00 9.326033468832189101e+03 2.721253779551369053e-10
1.000000000000000000e+00 1.023531021899026928e+04 2.262541371340061004e-10
1.000000000000000000e+00 1.123324032978026480e+04 1.882364368232147453e-10
1.000000000000000000e+00 1.232846739442065882e+04 1.564542686719539877e-10
1.000000000000000000e+00 1.353047774579807628e+04 1.300789869683178144e-10
1.000000000000000000e+00 1.484968262254463480e+04 1.080411718912253622e-10
1.000000000000000000e+00 1.629750834620643400e+04 8.986864642301267144e-11
1.000000000000000000e+00 1.788649529057435211e+04 7.476380236648440573e-11
1.000000000000000000e+00 1.963040650040268520e+04 6.210440196301341272e-11
1.000000000000000000e+00 2.154434690031882201e+04 5.163785179441153826e-11
1.000000000000000000e+00 2.364489412645406992e+04 4.291191483424239900e-11
1.000000000000000000e+00 2.595024211399731939e+04 3.567640478589994276e-11
1.000000000000000000e+00 2.848035868435799057e+04 2.966589897632082776e-11
1.000000000000000000e+00 3.125715849688235176e+04 2.464662497375261274e-11
1.000000000000000000e+00 3.430469286314912461e+04 2.049464971826804225e-11
1.000000000000000000e+00 3.764935806792470976e+04 1.704018296546168332e-11
1.000000000000000000e+00 4.132012400115334458e+04 1.415658451858270982e-11
1.000000000000000000e+00 4.534878508128582325e+04 1.176758923513308882e-11
1.000000000000000000e+00 4.977023564332113892e+04 9.777576000460827387e-12
1.000000000000000000e+00 5.462277217684336938e+04 8.128037839229489795e-12
1.000000000000000000e+00 5.994842503189409035e+04 6.757597329107964991e-12
1.000000000000000000e+00 6.579332246575682075e+04 5.614161558809985328e-12
1.000000000000000000e+00 7.220809018385456875e+04 4.667318579736167933e-12
1.000000000000000000e+00 7.924828983539169712e+04 3.877684815969603065e-12
1.000000000000000000e+00 8.697490026177834079e+04 3.223431179703531524e-12
1.000000000000000000e+00 9.545484566618327517e+04 2.679647721608187597e-12
1.000000000000000000e+00 1.047615752789664111e+05 2.226185214141618576e-12
1.000000000000000000e+00 1.149756995397735591e+05 1.850619578689331153e-12
1.000000000000000000e+00 1.261856883066018490e+05 1.537411625903401528e-12
1.000000000000000000e+00 1.384886371393871668e+05 1.278011336174996092e-12
1.000000000000000000e+00 1.519911082952933211e+05 1.062428172438332618e-12
1.000000000000000000e+00 1.668100537200059043e+05 8.825948583086100600e-13
1.000000000000000000e+00 1.830738280295369623e+05 7.336707701168642457e-13
1.000000000000000000e+00 2.009233002565045899e+05 6.095035801295981233e-13
1.000000000000000000e+00 2.205130739903045469e+05 5.066461800318399136e-13
1.000000000000000000e+00 2.420128264794383431e+05 4.211390389795344121e-13
1.000000000000000000e+00 2.656087782946684165e+05 3.498457891378067181e-13
1.000000000000000000e+00 2.915053062825175584e+05 2.908138612874142690e-13
1.000000000000000000e+00 3.199267137797384639e+05 2.417268421846899544e-13
1.000000000000000000e+00 3.511191734215127653e+05 2.008091885002167499e-13
1.000000000000000000e+00 3.853528593710527639e+05 1.669181927791928350e-13
1.000000000000000000e+00 4.229242874389498611e+05 1.386630317152113644e-13
1.000000000000000000e+00 4.641588833612772287e+05 1.152545008289211666e-13
1.000000000000000000e+00 5.094138014816375216e+05 9.579808681486849766e-14
1.000000000000000000e+00 5.590810182512222091e+05 7.957896644870405466e-14
1.000000000000000000e+00 6.135907273413175717e+05 6.614617542481276936e-14
1.000000000000000000e+00 6.734150657750827959e+05 5.494654362473523795e-14
1.000000000000000000e+00 7.390722033525775187e+05 4.566791495618739036e-14
1.000000000000000000e+00 8.111308307896872284e+05 3.795833946318594643e-14
1.000000000000000000e+00 8.902150854450393235e+05 3.153372636813831548e-14
1.000000000000000000e+00 9.770099572992246831e+05 2.620820108312372980e-14
1.000000000000000000e+00 1.072267222010323079e+06 2.177154498462919776e-14
1.000000000000000000e+00 1.176811952434999170e+06 1.809531377822064011e-14
1.000000000000000000e+00 1.291549665014882572e+06 1.504015638611409651e-14
1.000000000000000000e+00 1.417474162926804740e+06 1.249429619156608947e-14
1.000000000000000000e+00 1.555676143930472201e+06 1.038378102499008155e-14
1.000000000000000000e+00 1.707352647470688680e+06 8.625325320298810385e-15
1.000000000000000000e+00 1.873817422860383056e+06 7.169834846907560241e-15
1.000000000000000000e+00 2.056512308348651510e+06 5.957575726428923757e-15
1.000000000000000000e+00 2.257019719633921515e+06 4.949292041862561371e-15
1.000000000000000000e+00 2.477076355991709046e+06 4.114036862976351551e-15
1.000000000000000000e+00 2.718588242732940242e+06 3.418030985309188379e-15
1.000000000000000000e+00 2.983647240283340216e+06 2.840513099557204008e-15
1.000000000000000000e+00 3.274549162877731491e+06 2.361318952610449669e-15
1.000000000000000000e+00 3.593813663804625627e+06 1.959298758977757291e-15
1.000000000000000000e+00 3.944206059437655844e+06 1.628449184347222150e-15
1.000000000000000000e+00 4.328761281083061360e+06 1.354530136493716129e-15
1.000000000000000000e+00 4.750810162102793343e+06 1.125812481665567974e-15
1.000000000000000000e+00 5.214008287999683991e+06 9.353865247849892891e-16
1.000000000000000000e+00 5.722367659350220114e+06 7.764583836886772016e-16
1.000000000000000000e+00 6.280291441834246740e+06 6.461706506414623313e-16
1.000000000000000000e+00 6.892612104349695146e+06 5.360135872106091890e-16
1.000000000000000000e+00 7.564633275546290912e+06 4.468183280972131007e-16
1.000000000000000000e+00 8.302175681319751777e+06 3.700800460885909059e-16
1.000000000000000000e+00 9.111627561154887080e+06 3.073697218286688717e-16
1.000000000000000000e+00 1.000000000000000000e+07 2.564087148790075652e-16
2.000000000000000000e+00 1.000000000000000000e+02 1.445519805793692766e-03
2.000000000000000000e+00 1.023531021899025859e+02 1.248091914313410574e-03
2.000000000000000000e+00 1.047615752789664043e+02 1.074333035707581221e-03
2.000000000000000000e+00 1.072267222010323167e+02 9.215835826168278450e-04
2.000000000000000000e+00 1.097498765493055686e+02 7.874794301310789751e-04
2.000000000000000000e+00 1.123324032978026565e+02 6.699237451178349486e-04
2.000000000000000000e+00 1.149756995397735579e+02 5.670465685945926112e-04
2.000000000000000000e+00 1.176811952434997863e+02 4.771862893899555700e-04
2.000000000000000000e+00 1.204503540258782408e+02 3.988636890731658835e-04
2.000000000000000000e+00 1.232846739442065882e+02 3.307626453532695374e-04
2.000000000000000000e+00 1.261856883066019748e+02 2.717128994952603023e-04
2.000000000000000000e+00 1.291549665014883885e+02 2.206748772062804822e-04
2.000000000000000000e+00 1.321941148466028721e+02 1.767259003492438897e-04
2.000000000000000000e+00 1.353047774579807481e+02 1.390485462247131258e-04
2.000000000000000000e+00 1.384886371393873219e+02 1.069204357400455806e-04
2.000000000000000000e+00 1.417474162926804695e+02 7.970606463424661635e-05
2.000000000000000000e+00 1.450828778495940128e+02 5.685116763327367827e-05
2.000000000000000000e+00 1.484968262254465117e+02 3.788111440721988213e-05
2.000000000000000000e+00 1.519911082952933157e+02 2.240834538601120659e-05
2.000000000000000000e+00 1.555676143930472222e+02 1.016843056034919253e-05
2.000000000000000000e+00 1.592282793341092315e+02 1.241347813124782766e-06
2.000000000000000000e+00 1.629750834620643332e+02 6.374168330624085397e-06
2.000000000000000000e+00 1.668100537200059250e+02 4.945052138471135091e-06
2.000000000000000000e+00 1.707352647470690385e+02 4.159766853066234910e-06
2.000000000000000000e+00 1.747528400007682876e+02 3.621990115808020347e-06
2.000000000000000000e+00 1.788649529057435075e+02 2.664626809039359951e-06
2.000000000000000000e+00 1.830738280295367701e+02 2.367818138321626832e-06
2.000000000000000000e+00 1.873817422860383033e+02 2.203342258778745065e-06
2.000000000000000000e+00 1.917910261672488730e+02 2.167149455788965777e-06
2.000000000000000000e+00 1.963040650040270521e+02 2.200725716936643591e-06
2.000000000000000000e+00 2.009233002565045751e+02 2.191972505235417602e-06
2.000000000000000000e+00 2.056512308348651459e+02 2.093922453726207089e-06
2.000000000000000000e+00 2.104904144512019570e+02 2.145164467788440056e-06
2.000000000000000000e+00 2.154434690031882269e+02 2.049016266655168677e-06
2.000000000000000000e+00 2.205130739903045480e+02 1.991046044089531198e-06
2.000000000000000000e+00 2.257019719633919124e+02 1.901559273928989419e-06
2.000000000000000000e+00 2.310129700083157900e+02 1.816056013813068263e-06
2.000000000000000000e+00 2.364489412645407072e+02 1.734374403768401048e-06
2.000000000000000000e+00 2.420128264794381039e+02 1.656227415591232539e-06
2.000000000000000000e+00 2.477076355991711409e+02 1.572366332934605168e-06
2.000000000000000000e+00 2.535364493970111255e+02 1.501411531116610540e-06
2.000000000000000000e+00 2.595024211399737055e+02 1.433638543294539270e-06
2.000000000000000000e+00 2.656087782946686957e+02 1.357993632971920060e-06
2.000000000000000000e+00 2.718588242732940330e+02 1.296627320165749528e-06
2.000000000000000000e+00 2.782559402207126027e+02 1.227689594779260425e-06
2.000000000000000000e+00 2.848035868435802058e+02 1.172164450255383800e-06
2.000000000000000000e+00 2.915053062825175516e+02 1.119139505160674797e-06
2.000000000000000000e+00 2.983647240283340238e+02 1.060032654763503312e-06
2.000000000000000000e+00 3.053855508833415229e+02 1.012048993590425335e-06
2.000000000000000000e+00 3.125715849688235153e+02 9.591453878490605897e-07
2.000000000000000000e+00 3.199267137797384635e+02 9.157055224944351482e-07
2.000000000000000000e+00 3.274549162877728463e+02 8.706061542038651173e-07
2.000000000000000000e+00 3.351602650938841066e+02 8.311598775458796107e-07
2.000000000000000000e+00 3.430469286314919373e+02 7.934957732604594788e-07
2.000000000000000000e+00 3.511191734215130964e+02 7.547068439182639670e-07
2.000000000000000000e+00 3.593813663804625662e+02 7.204956345942272466e-07
2.000000000000000000e+00 3.678379771828634262e+02 6.855298522225676650e-07
2.000000000000000000e+00 3.764935806792467474e+02 6.544454378941958527e-07
2.000000000000000000e+00 3.853528593710527161e+02 6.247674300767071417e-07
2.000000000000000000e+00 3.944206059437656222e+02 5.946606476181213108e-07
2.000000000000000000e+00 4.037017258596553688e+02 5.676872884594722072e-07
2.000000000000000000e+00 4.132012400115334572e+02 5.405288735335109793e-07
2.000000000000000000e+00 4.229242874389498752e+02 5.160057506025549011e-07
2.000000000000000000e+00 4.328761281083056929e+02 4.925933350534638925e-07
2.000000000000000000e+00 4.430621457583877714e+02 4.691876536355126118e-07
2.000000000000000000e+00 4.534878508128581984e+02 4.478957441798012723e-07
2.000000000000000000e+00 4.641588833612777307e+02 4.267531756899518612e-07
2.000000000000000000e+00 4.750810162102798131e+02 4.073839606301597472e-07
2.000000000000000000e+00 4.862601580065353346e+02 3.888927078237630558e-07
2.000000000000000000e+00 4.977023564332108663e+02 3.706403717155425814e-07
2.000000000000000000e+00 5.094138014816380178e+02 3.538147144631509091e-07
2.000000000000000000e+00 5.214008287999683944e+02 3.373087858578561034e-07
2.000000000000000000e+00 5.336699231206307559e+02 3.219944730383887109e-07
2.000000000000000000e+00 5.462277217684342077e+02 3.073747351479836466e-07
2.000000000000000000e+00 5.590810182512223037e+02 2.930883106242863075e-07
2.000000000000000000e+00 5.722367659350220492e+02 2.797796993529734534e-07
2.000000000000000000e+00 5.857020818056666940e+02 2.668265523396223605e-07
2.000000000000000000e+00 5.994842503189408944e+02 2.547093661794556416e-07
2.000000000000000000e+00 6.135907273413175744e+02 2.431420008218626694e-07
2.000000000000000000e+00 6.280291441834252737e+02 2.319668879881780596e-07
2.000000000000000000e+00 6.428073117284319551e+02 2.214315474545100627e-07
2.000000000000000000e+00 6.579332246575681893e+02 2.112604531729169613e-07
2.000000000000000000e+00 6.734150657750820983e+02 2.016648905413842293e-07
2.000000000000000000e+00 6.892612104349694846e+02 1.925048830948122240e-07
2.000000000000000000e+00 7.054802310718645231e+02 1.837136245826488834e-07
2.000000000000000000e+00 7.220809018385464242e+02 1.753685070010016415e-07
2.000000000000000000e+00 7.390722033525775032e+02 1.673810150634561713e-07
2.000000000000000000e+00 7.564633275546290179e+02 1.597773960560279695e-07
2.000000000000000000e+00 7.742636826811269657e+02 1.525190104697349064e-07
2.000000000000000000e+00 7.924828983539168803e+02 1.455896980347920223e-07
2.000000000000000000e+00 8.111308307896872520e+02 1.389755295653107140e-07
2.000000000000000000e+00 8.302175681319744172e+02 1.326692886824369433e-07
2.000000000000000000e+00 8.497534359086438371e+02 1.266418468798936969e-07
