M_GeV T_GeV <S0>/T
2.000000000000000000e+00 4.132012400115334458e+04 9.717834308837339232e-11
2.000000000000000000e+00 4.534878508128582325e+04 8.080848408816502670e-11
2.000000000000000000e+00 4.977023564332113892e+04 6.715555737497070856e-11
2.000000000000000000e+00 5.462277217684336938e+04 5.584636488550756782e-11
2.000000000000000000e+00 5.994842503189409035e+04 4.644717135921059378e-11
2.000000000000000000e+00 6.579332246575682075e+04 3.859489567127830338e-11
2.000000000000000000e+00 7.220809018385456875e+04 3.209714172565980061e-11
2.000000000000000000e+00 7.924828983539169712e+04 2.667161059828314709e-11
2.000000000000000000e+00 8.697490026177834079e+04 2.217917335822745564e-11
2.000000000000000000e+00 9.545484566618327517e+04 1.844395706100822098e-11
2.000000000000000000e+00 1.047615752789664111e+05 1.532541790851526051e-11
2.000000000000000000e+00 1.149756995397735591e+05 1.274426899307425585e-11
2.000000000000000000e+00 1.261856883066018490e+05 1.058913876052570158e-11
2.000000000000000000e+00 1.384886371393871668e+05 8.805417150655759372e-12
2.000000000000000000e+00 1.519911082952933211e+05 7.322482516461316206e-12
2.000000000000000000e+00 1.668100537200059043e+05 6.084012902943070351e-12
2.000000000000000000e+00 1.830738280295369623e+05 5.059072486042412029e-12
2.000000000000000000e+00 2.009233002565045899e+05 4.203537460233277360e-12
2.000000000000000000e+00 2.205130739903045469e+05 3.495274731534296902e-12
2.000000000000000000e+00 2.420128264794383431e+05 2.906277309831397482e-12
2.000000000000000000e+00 2.656087782946684165e+05 2.414656317888651565e-12
2.000000000000000000e+00 2.915053062825175584e+05 2.007831822608008321e-12
2.000000000000000000e+00 3.199267137797384639e+05 1.669431334517386287e-12
2.000000000000000000e+00 3.511191734215127653e+05 1.387052052482675378e-12
2.000000000000000000e+00 3.853528593710527639e+05 1.153303438196984392e-12
2.000000000000000000e+00 4.229242874389498611e+05 9.582284325744287979e-13
2.000000000000000000e+00 4.641588833612772287e+05 7.966950630111442085e-13
2.000000000000000000e+00 5.094138014816375216e+05 6.623940682851565993e-13
2.000000000000000000e+00 5.590810182512222091e+05 5.503292457500820349e-13
2.000000000000000000e+00 6.135907273413175717e+05 4.575638592623712893e-13
2.000000000000000000e+00 6.734150657750827959e+05 3.801467052898137207e-13
2.000000000000000000e+00 7.390722033525775187e+05 3.160538357380757050e-13
2.000000000000000000e+00 8.111308307896872284e+05 2.627679720972160744e-13
2.000000000000000000e+00 8.902150854450393235e+05 2.183116901984171140e-13
2.000000000000000000e+00 9.770099572992246831e+05 1.815006063174785365e-13
2.000000000000000000e+00 1.072267222010323079e+06 1.507931329732146425e-13
2.000000000000000000e+00 1.176811952434999170e+06 1.253656306280451263e-13
2.000000000000000000e+00 1.291549665014882572e+06 1.042272110738692050e-13
2.000000000000000000e+00 1.417474162926804740e+06 8.659241348337685581e-14
2.000000000000000000e+00 1.555676143930472201e+06 7.198985450365062312e-14
2.000000000000000000e+00 1.707352647470688680e+06 5.980757310551175015e-14
2.000000000000000000e+00 1.873817422860383056e+06 4.972195299976331367e-14
2.000000000000000000e+00 2.056512308348651510e+06 4.133411160708699104e-14
2.000000000000000000e+00 2.257019719633921515e+06 3.433998421487049346e-14
2.000000000000000000e+00 2.477076355991709046e+06 2.854904467403875218e-14
2.000000000000000000e+00 2.718588242732940242e+06 2.371785167563764409e-14
2.000000000000000000e+00 2.983647240283340216e+06 1.971740521966240572e-14
2.000000000000000000e+00 3.274549162877731491e+06 1.639234935684230333e-14
2.000000000000000000e+00 3.593813663804625627e+06 1.361596852409730698e-14
2.000000000000000000e+00 3.944206059437655844e+06 1.131939311555442776e-14
2.000000000000000000e+00 4.328761281083061360e+06 9.410816688121866498e-15
2.000000000000000000e+00 4.750810162102793343e+06 7.818321843074647766e-15
2.000000000000000000e+00 5.214008287999683991e+06 6.499721731783010555e-15
2.000000000000000000e+00 5.722367659350220114e+06 5.398522420366534327e-15
2.000000000000000000e+00 6.280291441834246740e+06 4.489416628745979476e-15
2.000000000000000000e+00 6.892612104349695146e+06 3.730768767520663720e-15
2.000000000000000000e+00 7.564633275546290912e+06 3.101294743727198849e-15
2.000000000000000000e+00 8.302175681319751777e+06 2.576413505741931324e-15
2.000000000000000000e+00 9.111627561154887080e+06 2.139750661429380846e-15
2.000000000000000000e+00 1.000000000000000000e+07 1.780424301580857397e-15
3.000000000000000000e+00 1.000000000000000000e+02 3.955705105076020266e-03
3.000000000000000000e+00 1.023531021899025859e+02 3.414609454011691830e-03
3.000000000000000000e+00 1.047615752789664043e+02 2.938965173853082952e-03
3.000000000000000000e+00 1.072267222010323167e+02 2.521238511870328106e-03
3.000000000000000000e+00 1.097498765493055686e+02 2.154779691489619366e-03
3.000000000000000000e+00 1.123324032978026565e+02 1.833721812663568129e-03
3.000000000000000000e+00 1.149756995397735579e+02 1.552881668540272283e-03
3.000000000000000000e+00 1.176811952434997863e+02 1.307649544501049421e-03
3.000000000000000000e+00 1.204503540258782408e+02 1.093931836670541035e-03
3.000000000000000000e+00 1.232846739442065882e+02 9.080912793507581052e-04
3.000000000000000000e+00 1.261856883066019748e+02 7.468987644707667092e-04
3.000000000000000000e+00 1.291549665014883885e+02 6.074941838569042915e-04
3.000000000000000000e+00 1.321941148466028721e+02 4.873469489847393073e-04
3.000000000000000000e+00 1.353047774579807481e+02 3.842206094589212142e-04
3.000000000000000000e+00 1.384886371393873219e+02 2.961436798702424744e-04
3.000000000000000000e+00 1.417474162926804695e+02 2.213853929778741955e-04
3.000000000000000000e+00 1.450828778495940128e+02 1.584385842397535574e-04
3.000000000000000000e+00 1.484968262254465117e+02 1.060137832129876727e-04
3.000000000000000000e+00 1.519911082952933157e+02 6.305768826364861854e-05
3.000000000000000000e+00 1.555676143930472222e+02 2.884833925982814560e-05
3.000000000000000000e+00 1.592282793341092315e+02 3.589129016821722209e-06
3.000000000000000000e+00 1.629750834620643332e+02 2.375181088336454768e-05
3.000000000000000000e+00 1.668100537200059250e+02 1.839912839173738783e-05
3.000000000000000000e+00 1.707352647470690385e+02 1.547655322319953938e-05
3.000000000000000000e+00 1.747528400007682876e+02 1.351972124563763138e-05
3.000000000000000000e+00 1.788649529057435075e+02 9.846228162013007191e-06
3.000000000000000000e+00 1.830738280295367701e+02 8.739610148490521127e-06
3.000000000000000000e+00 1.873817422860383033e+02 8.144927324040798352e-06
3.000000000000000000e+00 1.917910261672488730e+02 8.073867816572387636e-06
3.000000000000000000e+00 1.963040650040270521e+02 8.282880369087273378e-06
3.000000000000000000e+00 2.009233002565045751e+02 8.306342760699178784e-06
3.000000000000000000e+00 2.056512308348651459e+02 7.941805183258391409e-06
3.000000000000000000e+00 2.104904144512019570e+02 8.224549348238801942e-06
3.000000000000000000e+00 2.154434690031882269e+02 7.862108694152362655e-06
3.000000000000000000e+00 2.205130739903045480e+02 7.663178434480965714e-06
3.000000000000000000e+00 2.257019719633919124e+02 7.323534746671273502e-06
3.000000000000000000e+00 2.310129700083157900e+02 6.998651605951600969e-06
3.000000000000000000e+00 2.364489412645407072e+02 6.682848207552167918e-06
3.000000000000000000e+00 2.420128264794381039e+02 6.385088043027044919e-06
3.000000000000000000e+00 2.477076355991711409e+02 6.053516652960938117e-06
3.000000000000000000e+00 2.535364493970111255e+02 5.782918817759964003e-06
3.000000000000000000e+00 2.595024211399737055e+02 5.524254495101062451e-06
3.000000000000000000e+00 2.656087782946686957e+02 5.223209778912574582e-06
3.000000000000000000e+00 2.718588242732940330e+02 4.989022245260530520e-06
3.000000000000000000e+00 2.782559402207126027e+02 4.714773991923577981e-06
3.000000000000000000e+00 2.848035868435802058e+02 4.502986028305274540e-06
3.000000000000000000e+00 2.915053062825175516e+02 4.300618361815386912e-06
3.000000000000000000e+00 2.983647240283340238e+02 4.065818451210702212e-06
3.000000000000000000e+00 3.053855508833415229e+02 3.882830541700859676e-06
3.000000000000000000e+00 3.125715849688235153e+02 3.673475792704034223e-06
3.000000000000000000e+00 3.199267137797384635e+02 3.507947019537164474e-06
3.000000000000000000e+00 3.274549162877728463e+02 3.331133351787572641e-06
3.000000000000000000e+00 3.351602650938841066e+02 3.180887641481746458e-06
3.000000000000000000e+00 3.430469286314919373e+02 3.037373569526651704e-06
3.000000000000000000e+00 3.511191734215130964e+02 2.885747427344580996e-06
3.000000000000000000e+00 3.593813663804625662e+02 2.755446663572243480e-06
3.000000000000000000e+00 3.678379771828634262e+02 2.619234093089355789e-06
3.000000000000000000e+00 3.764935806792467474e+02 2.500886435899959465e-06
3.000000000000000000e+00 3.853528593710527161e+02 2.387858430942645409e-06
3.000000000000000000e+00 3.944206059437656222e+02 2.270887248652910410e-06
3.000000000000000000e+00 4.037017258596553688e+02 2.168195265045906567e-06
3.000000000000000000e+00 4.132012400115334572e+02 2.062976228236210956e-06
3.000000000000000000e+00 4.229242874389498752e+02 1.969639251340485576e-06
3.000000000000000000e+00 4.328761281083056929e+02 1.880507905058041681e-06
3.000000000000000000e+00 4.430621457583877714e+02 1.790035797866237679e-06
3.000000000000000000e+00 4.534878508128581984e+02 1.708997426199812581e-06
3.000000000000000000e+00 4.641588833612777307e+02 1.627462677295156372e-06
3.000000000000000000e+00 4.750810162102798131e+02 1.553756443863535398e-06
3.000000000000000000e+00 4.862601580065353346e+02 1.483377468152695754e-06
3.000000000000000000e+00 4.977023564332108663e+02 1.413121212776064020e-06
3.000000000000000000e+00 5.094138014816380178e+02 1.349091784372980561e-06
3.000000000000000000e+00 5.214008287999683944e+02 1.285689875062426160e-06
3.000000000000000000e+00 5.336699231206307559e+02 1.227417637509015152e-06
3.000000000000000000e+00 5.462277217684342077e+02 1.171779707154735261e-06
3.000000000000000000e+00 5.590810182512223037e+02 1.116984321012019230e-06
3.000000000000000000e+00 5.722367659350220492e+02 1.066339714790867595e-06
3.000000000000000000e+00 5.857020818056666940e+02 1.016730127664588043e-06
3.000000000000000000e+00 5.994842503189408944e+02 9.706208476928443576e-07
3.000000000000000000e+00 6.135907273413175744e+02 9.265983573095982925e-07
3.000000000000000000e+00 6.280291441834252737e+02 8.838517922989533490e-07
3.000000000000000000e+00 6.428073117284319551e+02 8.437570157456716951e-07
3.000000000000000000e+00 6.579332246575681893e+02 8.048880095637878100e-07
3.000000000000000000e+00 6.734150657750820983e+02 7.683690083635335631e-07
3.000000000000000000e+00 6.892612104349694846e+02 7.335042178678939869e-07
3.000000000000000000e+00 7.054802310718645231e+02 6.999404848981294306e-07
3.000000000000000000e+00 7.220809018385464242e+02 6.681758864757552162e-07
3.000000000000000000e+00 7.390722033525775032e+02 6.377093848038810652e-07
3.000000000000000000e+00 7.564633275546290179e+02 6.087650283099104901e-07
3.000000000000000000e+00 7.742636826811269657e+02 5.811326816717946426e-07
3.000000000000000000e+00 7.924828983539168803e+02 5.547175111328844917e-07
3.000000000000000000e+00 8.111308307896872520e+02 5.295354686871582184e-07
3.000000000000000000e+00 8.302175681319744172e+02 5.055100210407996729e-07
3.000000000000000000e+00 8.497534359086438371e+02 4.825593647832248141e-07
3.000000000000000000e+00 8.697490026177833897e+02 4.606496031872442841e-07
3.000000000000000000e+00 8.902150854450383122e+02 4.398916034504453402e-07
3.000000000000000000e+00 9.111627561154896284e+02 4.199172454191133079e-07
3.000000000000000000e+00 9.326033468832199560e+02 4.010208046791758774e-07
3.000000000000000000e+00 9.545484566618337112e+02 3.828099366566441911e-07
3.000000000000000000e+00 9.770099572992256753e+02 3.654253574407051572e-07
3.000000000000000000e+00 1.000000000000000000e+03 3.489790345163990712e-07
3.000000000000000000e+00 1.000000000000000000e+03 3.489790345163990712e-07
3.000000000000000000e+00 1.097498765493055544e+03 2.898952539443369232e-07
3.000000000000000000e+00 1.204503540258781186e+03 2.410328449190944622e-07
3.000000000000000000e+00 1.321941148466028608e+03 2.004600097941690280e-07
3.000000000000000000e+00 1.450828778495938650e+03 1.665613639924221011e-07
3.000000000000000000e+00 1.592282793341090610e+03 1.385702245927188964e-07
3.000000000000000000e+00 1.747528400007682876e+03 1.151665918012756718e-07
3.000000000000000000e+00 1.917910261672486740e+03 9.580884300190613589e-08
3.000000000000000000e+00 2.104904144512019684e+03 7.975789267743611674e-08
3.000000000000000000e+00 2.310129700083157786e+03 6.626029597451635283e-08
3.000000000000000000e+00 2.535364493970108924e+03 5.514576965928545952e-08
3.000000000000000000e+00 2.782559402207123185e+03 4.582767032119147156e-08
3.000000000000000000e+00 3.053855508833412387e+03 3.815261226158616058e-08
3.000000000000000000e+00 3.351602650938840725e+03 3.176534664040812517e-08
3.000000000000000000e+00 3.678379771828630510e+03 2.638018721016315998e-08
3.000000000000000000e+00 4.037017258596553802e+03 2.199352259307237060e-08
3.000000000000000000e+00 4.430621457583877600e+03 1.828715791714997132e-08
3.000000000000000000e+00 4.862601580065348571e+03 1.519781426643661083e-08
3.000000000000000000e+00 5.336699231206307559e+03 1.265254067338769557e-08
3.000000000000000000e+00 5.857020818056661483e+03 1.050558645002207871e-08
3.000000000000000000e+00 6.428073117284318869e+03 8.742893858287025602e-09
3.000000000000000000e+00 7.054802310718638182e+03 7.276861516661579061e-09
3.000000000000000000e+00 7.742636826811270112e+03 6.045218238165630164e-09
3.000000000000000000e+00 8.497534359086437689e+03 5.030731401850059015e-09
3.000000000000000000e+00 9.326033468832189101e+03 4.181416949193880317e-09
3.000000000000000000e+00 1.023531021899026928e+04 3.477994965139456853e-09
3.000000000000000000e+00 1.123324032978026480e+04 2.894819328815463561e-09
3.000000000000000000e+00 1.232846739442065882e+04 2.406577619173889266e-09
3.000000000000000000e+00 1.353047774579807628e+04 2.001681564392970097e-09
3.000000000000000000e+00 1.484968262254463480e+04 1.662860675185241300e-09
3.000000000000000000e+00 1.629750834620643400e+04 1.383748313381601428e-09
3.000000000000000000e+00 1.788649529057435211e+04 1.151657761072518744e-09
3.000000000000000000e+00 1.963040650040268520e+04 9.568333717409374763e-10
3.000000000000000000e+00 2.154434690031882201e+04 7.958852800035474610e-10
3.000000000000000000e+00 2.364489412645406992e+04 6.615306093894826168e-10
3.000000000000000000e+00 2.595024211399731939e+04 5.501969488120576763e-10
3.000000000000000000e+00 2.848035868435799057e+04 4.576788917598716621e-10
3.000000000000000000e+00 3.125715849688235176e+04 3.803147091328452587e-10
3.000000000000000000e+00 3.430469286314912461e+04 3.163663853800868444e-10
3.000000000000000000e+00 3.764935806792470976e+04 2.631394394079806013e-10
3.000000000000000000e+00 4.132012400115334458e+04 2.186511943668319513e-10
3.000000000000000000e+00 4.534878508128582325e+04 1.818190356562711044e-10
3.000000000000000000e+00 4.977023564332113892e+04 1.510999678299637529e-10
3.000000000000000000e+00 5.462277217684336938e+04 1.256542967550178141e-10
3.000000000000000000e+00 5.994842503189409035e+04 1.045061176577894007e-10
3.000000000000000000e+00 6.579332246575682075e+04 8.683850520302323909e-11
3.000000000000000000e+00 7.220809018385456875e+04 7.221856128823310087e-11
3.000000000000000000e+00 7.924828983539169712e+04 6.001111804029640779e-11
3.000000000000000000e+00 8.697490026177834079e+04 4.990313720343514391e-11
3.000000000000000000e+00 9.545484566618327517e+04 4.149890017773959120e-11
3.000000000000000000e+00 1.047615752789664111e+05 3.448218935520272588e-11
3.000000000000000000e+00 1.149756995397735591e+05 2.867460155156984492e-11
3.000000000000000000e+00 1.261856883066018490e+05 2.382555886677485795e-11
3.000000000000000000e+00 1.384886371393871668e+05 1.981218704728018625e-11
3.000000000000000000e+00 1.519911082952933211e+05 1.647558651524550341e-11
3.000000000000000000e+00 1.668100537200059043e+05 1.368902473718777453e-11
3.000000000000000000e+00 1.830738280295369623e+05 1.138291588510006367e-11
3.000000000000000000e+00 2.009233002565045899e+05 9.457958361461748668e-12
3.000000000000000000e+00 2.205130739903045469e+05 7.864367624074877027e-12
3.000000000000000000e+00 2.420128264794383431e+05 6.539121828006812384e-12
3.000000000000000000e+00 2.656087782946684165e+05 5.432974067366897216e-12
3.000000000000000000e+00 2.915053062825175584e+05 4.517620233897007265e-12
3.000000000000000000e+00 3.199267137797384639e+05 3.756221012487358941e-12
3.000000000000000000e+00 3.511191734215127653e+05 3.120866868354077572e-12
3.000000000000000000e+00 3.853528593710527639e+05 2.594933111492552084e-12
3.000000000000000000e+00 4.229242874389498611e+05 2.156018167742515308e-12
3.000000000000000000e+00 4.641588833612772287e+05 1.792565928083435665e-12
3.000000000000000000e+00 5.094138014816375216e+05 1.490387669109253810e-12
3.000000000000000000e+00 5.590810182512222091e+05 1.238242081301925751e-12
3.000000000000000000e+00 6.135907273413175717e+05 1.029517330089910002e-12
3.000000000000000000e+00 6.734150657750827959e+05 8.553285852250924071e-13
3.000000000000000000e+00 7.390722033525775187e+05 7.111263195814880865e-13
3.000000000000000000e+00 8.111308307896872284e+05 5.912293936006535597e-13
3.000000000000000000e+00 8.902150854450393235e+05 4.912003246490683757e-13
3.000000000000000000e+00 9.770099572992246831e+05 4.083778135238285376e-13
3.000000000000000000e+00 1.072267222010323079e+06 3.392837182558473005e-13
3.000000000000000000e+00 1.176811952434999170e+06 2.820717523675582568e-13
3.000000000000000000e+00 1.291549665014882572e+06 2.345102242651428271e-13
3.000000000000000000e+00 1.417474162926804740e+06 1.948293805484455599e-13
3.000000000000000000e+00 1.555676143930472201e+06 1.619784126078990818e-13
3.000000000000000000e+00 1.707352647470688680e+06 1.345690573911924000e-13
3.000000000000000000e+00 1.873817422860383056e+06 1.118727850908594886e-13
3.000000000000000000e+00 2.056512308348651510e+06 9.300511031049400784e-14
3.000000000000000000e+00 2.257019719633921515e+06 7.726509356615959156e-14
3.000000000000000000e+00 2.477076355991709046e+06 6.423628872581881338e-14
3.000000000000000000e+00 2.718588242732940242e+06 5.336474020119661781e-14
3.000000000000000000e+00 2.983647240283340216e+06 4.436379938599502151e-14
3.000000000000000000e+00 3.274549162877731491e+06 3.687985247695709633e-14
3.000000000000000000e+00 3.593813663804625627e+06 3.063907115028077857e-14
3.000000000000000000e+00 3.944206059437655844e+06 2.547132604478568976e-14
3.000000000000000000e+00 4.328761281083061360e+06 2.117213129811647874e-14
3.000000000000000000e+00 4.750810162102793343e+06 1.759163439477613454e-14
3.000000000000000000e+00 5.214008287999683991e+06 1.462206803330049949e-14
3.000000000000000000e+00 5.722367659350220114e+06 1.214960907440414101e-14
3.000000000000000000e+00 6.280291441834246740e+06 1.009684581499840328e-14
3.000000000000000000e+00 6.892612104349695146e+06 8.394091712936223493e-15
3.000000000000000000e+00 7.564633275546290912e+06 6.974550010167741510e-15
3.000000000000000000e+00 8.302175681319751777e+06 5.798519582100895425e-15
3.000000000000000000e+00 9.111627561154887080e+06 4.815112722487849337e-15
3.000000000000000000e+00 1.000000000000000000e+07 4.002905711980362116e-15
5.000000000000000000e+00 1.000000000000000000e+02 1.132904437549845690e-02
5.000000000000000000e+00 1.023531021899025859e+02 9.758135888500923255e-03
5.000000000000000000e+00 1.047615752789664043e+02 8.382123852284191143e-03
5.000000000000000000e+00 1.072267222010323167e+02 7.177160334802362186e-03
5.000000000000000000e+00 1.097498765493055686e+02 6.122601387478050598e-03
5.000000000000000000e+00 1.123324032978026565e+02 5.201106289412939405e-03
5.000000000000000000e+00 1.149756995397735579e+02 4.397324517963442300e-03
5.000000000000000000e+00 1.176811952434997863e+02 3.697358560092785934e-03
5.000000000000000000e+00 1.204503540258782408e+02 3.088845464931051776e-03
5.000000000000000000e+00 1.232846739442065882e+02 2.560873681092923349e-03
5.000000000000000000e+00 1.261856883066019748e+02 2.103852394176400093e-03
5.000000000000000000e+00 1.291549665014883885e+02 1.709338840599237269e-03
5.000000000000000000e+00 1.321941148466028721e+02 1.369909163183485705e-03
5.000000000000000000e+00 1.353047774579807481e+02 1.079031298172471350e-03
5.000000000000000000e+00 1.384886371393873219e+02 8.309716517894403555e-04
5.000000000000000000e+00 1.417474162926804695e+02 6.207142683400318018e-04
5.000000000000000000e+00 1.450828778495940128e+02 4.439046543784780645e-04
5.000000000000000000e+00 1.484968262254465117e+02 2.968261667869039836e-04
5.000000000000000000e+00 1.519911082952933157e+02 1.764457192552313920e-04
5.000000000000000000e+00 1.555676143930472222e+02 8.067607470297775626e-05
5.000000000000000000e+00 1.592282793341092315e+02 1.003064459638691336e-05
5.000000000000000000e+00 1.629750834620643332e+02 5.964543887822270664e-05
5.000000000000000000e+00 1.668100537200059250e+02 4.663309751120435764e-05
5.000000000000000000e+00 1.707352647470690385e+02 3.953652304161367118e-05
5.000000000000000000e+00 1.747528400007682876e+02 3.465468838675069609e-05
5.000000000000000000e+00 1.788649529057435075e+02 2.623852174994106083e-05
5.000000000000000000e+00 1.830738280295367701e+02 2.333422291452432021e-05
5.000000000000000000e+00 1.873817422860383033e+02 2.173523849393846978e-05
5.000000000000000000e+00 1.917910261672488730e+02 2.141574147484171791e-05
5.000000000000000000e+00 1.963040650040270521e+02 2.186028949323057640e-05
5.000000000000000000e+00 2.009233002565045751e+02 2.190635578103485500e-05
5.000000000000000000e+00 2.056512308348651459e+02 2.097570235064267019e-05
5.000000000000000000e+00 2.104904144512019570e+02 2.180171466637879360e-05
5.000000000000000000e+00 2.154434690031882269e+02 2.087007548827972194e-05
5.000000000000000000e+00 2.205130739903045480e+02 2.047415104575965448e-05
5.000000000000000000e+00 2.257019719633919124e+02 1.959055038953305946e-05
5.000000000000000000e+00 2.310129700083157900e+02 1.874380856215992103e-05
5.000000000000000000e+00 2.364489412645407072e+02 1.798896421628557870e-05
5.000000000000000000e+00 2.420128264794381039e+02 1.720517657626438162e-05
5.000000000000000000e+00 2.477076355991711409e+02 1.637267722521224426e-05
5.000000000000000000e+00 2.535364493970111255e+02 1.565490215222734873e-05
5.000000000000000000e+00 2.595024211399737055e+02 1.496780897745233585e-05
5.000000000000000000e+00 2.656087782946686957e+02 1.419038909072354119e-05
5.000000000000000000e+00 2.718588242732940330e+02 1.356465657003916905e-05
5.000000000000000000e+00 2.782559402207126027e+02 1.284560533618718853e-05
5.000000000000000000e+00 2.848035868435802058e+02 1.227704988929109766e-05
5.000000000000000000e+00 2.915053062825175516e+02 1.173317343724553352e-05
5.000000000000000000e+00 2.983647240283340238e+02 1.111019489313423265e-05
5.000000000000000000e+00 3.053855508833415229e+02 1.061653851009214284e-05
5.000000000000000000e+00 3.125715849688235153e+02 1.005696903593517692e-05
5.000000000000000000e+00 3.199267137797384635e+02 9.608992408667881474e-06
5.000000000000000000e+00 3.274549162877728463e+02 9.133439112419557528e-06
5.000000000000000000e+00 3.351602650938841066e+02 8.725784298930910345e-06
5.000000000000000000e+00 3.430469286314919373e+02 8.336069855251563839e-06
5.000000000000000000e+00 3.511191734215130964e+02 7.926156123040524381e-06
5.000000000000000000e+00 3.593813663804625662e+02 7.571553817363091826e-06
5.000000000000000000e+00 3.678379771828634262e+02 7.202082026253674362e-06
5.000000000000000000e+00 3.764935806792467474e+02 6.879392464563444966e-06
5.000000000000000000e+00 3.853528593710527161e+02 6.570996001751412731e-06
5.000000000000000000e+00 3.944206059437656222e+02 6.252580146004671224e-06
5.000000000000000000e+00 4.037017258596553688e+02 5.971924548255447405e-06
5.000000000000000000e+00 4.132012400115334572e+02 5.684847830240160360e-06
5.000000000000000000e+00 4.229242874389498752e+02 5.429385205550901406e-06
5.000000000000000000e+00 4.328761281083056929e+02 5.185295263718757013e-06
5.000000000000000000e+00 4.430621457583877714e+02 4.937819714485754458e-06
5.000000000000000000e+00 4.534878508128581984e+02 4.715610852816927899e-06
5.000000000000000000e+00 4.641588833612777307e+02 4.492219922060832221e-06
5.000000000000000000e+00 4.750810162102798131e+02 4.289885280174934504e-06
5.000000000000000000e+00 4.862601580065353346e+02 4.096594422590596447e-06
5.000000000000000000e+00 4.977023564332108663e+02 3.903738352715972167e-06
5.000000000000000000e+00 5.094138014816380178e+02 3.727711399694895519e-06
5.000000000000000000e+00 5.214008287999683944e+02 3.553464705268158056e-06
5.000000000000000000e+00 5.336699231206307559e+02 3.393121320680713379e-06
5.000000000000000000e+00 5.462277217684342077e+02 3.239967972942030838e-06
5.000000000000000000e+00 5.590810182512223037e+02 3.089156255736736793e-06
5.000000000000000000e+00 5.722367659350220492e+02 2.949638682257017349e-06
5.000000000000000000e+00 5.857020818056666940e+02 2.812977124171955765e-06
5.000000000000000000e+00 5.994842503189408944e+02 2.685863350104471158e-06
5.000000000000000000e+00 6.135907273413175744e+02 2.564464388528619033e-06
5.000000000000000000e+00 6.280291441834252737e+02 2.446581568809680123e-06
5.000000000000000000e+00 6.428073117284319551e+02 2.335945055044849982e-06
5.000000000000000000e+00 6.579332246575681893e+02 2.228680381347738181e-06
5.000000000000000000e+00 6.734150657750820983e+02 2.127853768224439163e-06
5.000000000000000000e+00 6.892612104349694846e+02 2.031569694597614489e-06
5.000000000000000000e+00 7.054802310718645231e+02 1.938867838856668571e-06
5.000000000000000000e+00 7.220809018385464242e+02 1.851101879330481431e-06
5.000000000000000000e+00 7.390722033525775032e+02 1.766910239040531325e-06
5.000000000000000000e+00 7.564633275546290179e+02 1.686900495382421711e-06
5.000000000000000000e+00 7.742636826811269657e+02 1.610501580449994183e-06
5.000000000000000000e+00 7.924828983539168803e+02 1.537456385254457346e-06
5.000000000000000000e+00 8.111308307896872520e+02 1.467804603277564037e-06
5.000000000000000000e+00 8.302175681319744172e+02 1.401340442184470848e-06
5.000000000000000000e+00 8.497534359086438371e+02 1.337837590100916895e-06
5.000000000000000000e+00 8.697490026177833897e+02 1.277204569427728959e-06
5.000000000000000000e+00 8.902150854450383122e+02 1.219750004760183974e-06
5.000000000000000000e+00 9.111627561154896284e+02 1.164455494580477978e-06
5.000000000000000000e+00 9.326033468832199560e+02 1.112136615328052533e-06
5.000000000000000000e+00 9.545484566618337112e+02 1.061709334086528560e-06
5.000000000000000000e+00 9.770099572992256753e+02 1.013563518041275632e-06
5.000000000000000000e+00 1.000000000000000000e+03 9.680089896858484892e-07
5.000000000000000000e+00 1.000000000000000000e+03 9.680089896858484892e-07
5.000000000000000000e+00 1.097498765493055544e+03 8.043088096074009220e-07
5.000000000000000000e+00 1.204503540258781186e+03 6.688704938139649612e-07
5.000000000000000000e+00 1.321941148466028608e+03 5.563700760798526111e-07
5.000000000000000000e+00 1.450828778495938650e+03 4.623489806436735847e-07
5.000000000000000000e+00 1.592282793341090610e+03 3.846932611487305776e-07
5.000000000000000000e+00 1.747528400007682876e+03 3.197517658550589398e-07
5.000000000000000000e+00 1.917910261672486740e+03 2.660273237323049658e-07
5.000000000000000000e+00 2.104904144512019684e+03 2.214741445986255616e-07
5.000000000000000000e+00 2.310129700083157786e+03 1.840039715440719319e-07
5.000000000000000000e+00 2.535364493970108924e+03 1.531461475187440378e-07
5.000000000000000000e+00 2.782559402207123185e+03 1.272737380697400950e-07
5.000000000000000000e+00 3.053855508833412387e+03 1.059618006306877444e-07
5.000000000000000000e+00 3.351602650938840725e+03 8.822474409766384710e-08
5.000000000000000000e+00 3.678379771828630510e+03 7.326974958028432205e-08
5.000000000000000000e+00 4.037017258596553802e+03 6.108715423994702921e-08
5.000000000000000000e+00 4.430621457583877600e+03 5.079350279008796593e-08
5.000000000000000000e+00 4.862601580065348571e+03 4.221326776877751014e-08
5.000000000000000000e+00 5.336699231206307559e+03 3.514393595133944579e-08
5.000000000000000000e+00 5.857020818056661483e+03 2.918079113244379342e-08
5.000000000000000000e+00 6.428073117284318869e+03 2.428484476293278496e-08
5.000000000000000000e+00 7.054802310718638182e+03 2.021282692131863789e-08
5.000000000000000000e+00 7.742636826811270112e+03 1.679180344259830860e-08
5.000000000000000000e+00 8.497534359086437689e+03 1.397392666865139472e-08
5.000000000000000000e+00 9.326033468832189101e+03 1.161482026338708430e-08
5.000000000000000000e+00 1.023531021899026928e+04 9.660939062506116430e-09
5.000000000000000000e+00 1.123324032978026480e+04 8.041054645768958649e-09
5.000000000000000000e+00 1.232846739442065882e+04 6.684861489062080409e-09
