M_GeV T_GeV <S0>/T
1.000000000000000056e-01 3.125715849688235176e+04 4.225737612211143886e-13
1.000000000000000056e-01 3.430469286314912461e+04 3.515190258886713161e-13
1.000000000000000056e-01 3.764935806792470976e+04 2.923771773850504893e-13
1.000000000000000056e-01 4.132012400115334458e+04 2.429469843601959366e-13
1.000000000000000056e-01 4.534878508128582325e+04 2.020206165955228322e-13
1.000000000000000056e-01 4.977023564332113892e+04 1.678905069998563090e-13
1.000000000000000056e-01 5.462277217684336938e+04 1.396155853348147530e-13
1.000000000000000056e-01 5.994842503189409035e+04 1.161185456186941337e-13
1.000000000000000056e-01 6.579332246575682075e+04 9.648622012968261107e-14
1.000000000000000056e-01 7.220809018385456875e+04 8.024124949606124878e-14
1.000000000000000056e-01 7.924828983539169712e+04 6.667950493770976994e-14
1.000000000000000056e-01 8.697490026177834079e+04 5.544780461584973394e-14
1.000000000000000056e-01 9.545484566618327517e+04 4.610938745331205468e-14
1.000000000000000056e-01 1.047615752789664111e+05 3.831425267800995088e-14
1.000000000000000056e-01 1.149756995397735591e+05 3.185931750491421456e-14
1.000000000000000056e-01 1.261856883066018490e+05 2.647368810611924611e-14
1.000000000000000056e-01 1.384886371393871668e+05 2.201435217609164984e-14
1.000000000000000056e-01 1.519911082952933211e+05 1.830746420145690808e-14
1.000000000000000056e-01 1.668100537200059043e+05 1.521105475951980307e-14
1.000000000000000056e-01 1.830738280295369623e+05 1.264746096182110083e-14
1.000000000000000056e-01 2.009233002565045899e+05 1.050989102097654816e-14
1.000000000000000056e-01 2.205130739903045469e+05 8.739239513149688563e-15
1.000000000000000056e-01 2.420128264794383431e+05 7.265274593802639882e-15
1.000000000000000056e-01 2.656087782946684165e+05 6.036476103237913248e-15
1.000000000000000056e-01 2.915053062825175584e+05 5.019315545855833316e-15
1.000000000000000056e-01 3.199267137797384639e+05 4.172938781389497768e-15
1.000000000000000056e-01 3.511191734215127653e+05 3.468215085467681983e-15
1.000000000000000056e-01 3.853528593710527639e+05 2.881850214644962934e-15
1.000000000000000056e-01 4.229242874389498611e+05 2.396105981204094540e-15
1.000000000000000056e-01 4.641588833612772287e+05 1.991744625924502238e-15
1.000000000000000056e-01 5.094138014816375216e+05 1.654236424119441596e-15
1.000000000000000056e-01 5.590810182512222091e+05 1.375089121987450629e-15
1.000000000000000056e-01 6.135907273413175717e+05 1.143353110554012047e-15
1.000000000000000056e-01 6.734150657750827959e+05 9.496301600042925684e-16
1.000000000000000056e-01 7.390722033525775187e+05 7.882807354407412496e-16
1.000000000000000056e-01 8.111308307896872284e+05 6.562723405651786908e-16
1.000000000000000056e-01 8.902150854450393235e+05 5.446656042349103689e-16
1.000000000000000056e-01 9.770099572992246831e+05 4.523151249383261758e-16
1.000000000000000056e-01 1.072267222010323079e+06 3.763490595284860666e-16
1.000000000000000056e-01 1.176811952434999170e+06 3.123644445136791832e-16
1.000000000000000056e-01 1.291549665014882572e+06 2.604694816499310958e-16
1.000000000000000056e-01 1.417474162926804740e+06 2.171033331358607500e-16
1.000000000000000056e-01 1.555676143930472201e+06 1.810820058481415687e-16
1.000000000000000056e-01 1.707352647470688680e+06 1.493073943689383733e-16
1.000000000000000056e-01 1.873817422860383056e+06 1.242883409973715076e-16
1.000000000000000056e-01 2.056512308348651510e+06 1.043490112292511612e-16
1.000000000000000056e-01 2.257019719633921515e+06 8.507353099956626963e-17
1.000000000000000056e-01 2.477076355991709046e+06 7.176240801658821825e-17
1.000000000000000056e-01 2.718588242732940242e+06 5.968730769827770482e-17
1.000000000000000056e-01 2.983647240283340216e+06 4.846234810298537466e-17
1.000000000000000056e-01 3.274549162877731491e+06 4.055147122571806098e-17
1.000000000000000056e-01 3.593813663804625627e+06 3.499017333718788861e-17
1.000000000000000056e-01 3.944206059437655844e+06 2.716672085390290740e-17
1.000000000000000056e-01 4.328761281083061360e+06 2.390784672026670765e-17
1.000000000000000056e-01 4.750810162102793343e+06 1.953441234727510269e-17
1.000000000000000056e-01 5.214008287999683991e+06 1.523193381017800446e-17
1.000000000000000056e-01 5.722367659350220114e+06 1.378091205706237443e-17
1.000000000000000056e-01 6.280291441834246740e+06 9.848586395417937773e-18
1.000000000000000056e-01 6.892612104349695146e+06 9.865283042489499753e-18
1.000000000000000056e-01 7.564633275546290912e+06 6.985245315151171931e-18
1.000000000000000056e-01 8.302175681319751777e+06 5.406099840203109674e-18
1.000000000000000056e-01 9.111627561154887080e+06 5.746892916020183931e-18
1.000000000000000056e-01 1.000000000000000000e+07 3.528746263293308991e-18
1.400000000000000133e-01 1.000000000000000000e+02 8.483273242532058533e-06
1.400000000000000133e-01 1.023531021899025859e+02 7.329837327824054730e-06
1.400000000000000133e-01 1.047615752789664043e+02 6.314501126944918952e-06
1.400000000000000133e-01 1.072267222010323167e+02 5.421703660933019760e-06
1.400000000000000133e-01 1.097498765493055686e+02 4.637603306097685978e-06
1.400000000000000133e-01 1.123324032978026565e+02 3.949898250308100059e-06
1.400000000000000133e-01 1.149756995397735579e+02 3.347655019291291809e-06
1.400000000000000133e-01 1.176811952434997863e+02 2.821163216945299103e-06
1.400000000000000133e-01 1.204503540258782408e+02 2.361795395684110723e-06
1.400000000000000133e-01 1.232846739442065882e+02 1.961892259399722249e-06
1.400000000000000133e-01 1.261856883066019748e+02 1.614654231419010329e-06
1.400000000000000133e-01 1.291549665014883885e+02 1.314046917832641517e-06
1.400000000000000133e-01 1.321941148466028721e+02 1.054720278944725188e-06
1.400000000000000133e-01 1.353047774579807481e+02 8.319357506375642525e-07
1.400000000000000133e-01 1.384886371393873219e+02 6.415079826796295547e-07
1.400000000000000133e-01 1.417474162926804695e+02 4.797549051838194338e-07
1.400000000000000133e-01 1.450828778495940128e+02 3.434648589503456351e-07
1.400000000000000133e-01 1.484968262254465117e+02 2.298864844824555209e-07
1.400000000000000133e-01 1.519911082952933157e+02 1.367715336639248873e-07
1.400000000000000133e-01 1.555676143930472222e+02 6.258334642075788228e-08
1.400000000000000133e-01 1.592282793341092315e+02 7.786680648067570885e-09
1.400000000000000133e-01 1.629750834620643332e+02 5.693899980061171772e-08
1.400000000000000133e-01 1.668100537200059250e+02 4.366781903307524316e-08
1.400000000000000133e-01 1.707352647470690385e+02 3.641232831812465798e-08
1.400000000000000133e-01 1.747528400007682876e+02 3.167249907416735388e-08
1.400000000000000133e-01 1.788649529057435075e+02 2.218565819706965098e-08
1.400000000000000133e-01 1.830738280295367701e+02 1.966620664088151106e-08
1.400000000000000133e-01 1.873817422860383033e+02 1.833803920080787529e-08
1.400000000000000133e-01 1.917910261672488730e+02 1.827513984315709108e-08
1.400000000000000133e-01 1.963040650040270521e+02 1.882077870412970005e-08
1.400000000000000133e-01 2.009233002565045751e+02 1.887393503499321399e-08
1.400000000000000133e-01 2.056512308348651459e+02 1.801617746548365158e-08
1.400000000000000133e-01 2.104904144512019570e+02 1.858365276189049350e-08
1.400000000000000133e-01 2.154434690031882269e+02 1.773907394568920165e-08
1.400000000000000133e-01 2.205130739903045480e+02 1.719040091826402301e-08
1.400000000000000133e-01 2.257019719633919124e+02 1.640912674121886049e-08
1.400000000000000133e-01 2.310129700083157900e+02 1.566335770089191501e-08
1.400000000000000133e-01 2.364489412645407072e+02 1.489333504121054741e-08
1.400000000000000133e-01 2.420128264794381039e+02 1.421644700705998480e-08
1.400000000000000133e-01 2.477076355991711409e+02 1.343765925612573800e-08
1.400000000000000133e-01 2.535364493970111255e+02 1.282692423387054168e-08
1.400000000000000133e-01 2.595024211399737055e+02 1.224394563366230976e-08
1.400000000000000133e-01 2.656087782946686957e+02 1.155239841825458845e-08
1.400000000000000133e-01 2.718588242732940330e+02 1.102734280526189291e-08
1.400000000000000133e-01 2.782559402207126027e+02 1.040470638445689107e-08
1.400000000000000133e-01 2.848035868435802058e+02 9.931810724882755913e-09
1.400000000000000133e-01 2.915053062825175516e+02 9.480407630097148982e-09
1.400000000000000133e-01 2.983647240283340238e+02 8.952272513869045039e-09
1.400000000000000133e-01 3.053855508833415229e+02 8.545387990907047731e-09
1.400000000000000133e-01 3.125715849688235153e+02 8.077106545709899070e-09
1.400000000000000133e-01 3.199267137797384635e+02 7.709997467937498504e-09
1.400000000000000133e-01 3.274549162877728463e+02 7.316313485205712428e-09
1.400000000000000133e-01 3.351602650938841066e+02 6.983782023165565148e-09
1.400000000000000133e-01 3.430469286314919373e+02 6.666364070601124413e-09
1.400000000000000133e-01 3.511191734215130964e+02 6.330077088951092162e-09
1.400000000000000133e-01 3.593813663804625662e+02 6.042369898696375824e-09
1.400000000000000133e-01 3.678379771828634262e+02 5.741004995546862282e-09
1.400000000000000133e-01 3.764935806792467474e+02 5.480071149469868665e-09
1.400000000000000133e-01 3.853528593710527161e+02 5.230996819961272365e-09
1.400000000000000133e-01 3.944206059437656222e+02 4.972876487460881195e-09
1.400000000000000133e-01 4.037017258596553688e+02 4.746854298186174201e-09
1.400000000000000133e-01 4.132012400115334572e+02 4.515041375276258241e-09
1.400000000000000133e-01 4.229242874389498752e+02 4.309827983878122453e-09
1.400000000000000133e-01 4.328761281083056929e+02 4.113941663543209867e-09
1.400000000000000133e-01 4.430621457583877714e+02 3.914977637496757380e-09
1.400000000000000133e-01 4.534878508128581984e+02 3.737037502520856264e-09
1.400000000000000133e-01 4.641588833612777307e+02 3.557927836612832115e-09
1.400000000000000133e-01 4.750810162102798131e+02 3.396215865847148100e-09
1.400000000000000133e-01 4.862601580065353346e+02 3.241853832523558300e-09
1.400000000000000133e-01 4.977023564332108663e+02 3.087719221979796002e-09
1.400000000000000133e-01 5.094138014816380178e+02 2.947378619527589982e-09
1.400000000000000133e-01 5.214008287999683944e+02 2.808391207495004563e-09
1.400000000000000133e-01 5.336699231206307559e+02 2.680746316513528862e-09
1.400000000000000133e-01 5.462277217684342077e+02 2.558903005910502485e-09
1.400000000000000133e-01 5.590810182512223037e+02 2.438897082874596294e-09
1.400000000000000133e-01 5.722367659350220492e+02 2.328046063482303267e-09
1.400000000000000133e-01 5.857020818056666940e+02 2.219460507657927124e-09
1.400000000000000133e-01 5.994842503189408944e+02 2.118583109255641195e-09
1.400000000000000133e-01 6.135907273413175744e+02 2.022290701999066689e-09
1.400000000000000133e-01 6.280291441834252737e+02 1.928791792836129586e-09
1.400000000000000133e-01 6.428073117284319551e+02 1.841125613021026052e-09
1.400000000000000133e-01 6.579332246575681893e+02 1.756145599533851489e-09
1.400000000000000133e-01 6.734150657750820983e+02 1.676326385892133798e-09
1.400000000000000133e-01 6.892612104349694846e+02 1.600135051905568627e-09
1.400000000000000133e-01 7.054802310718645231e+02 1.526792743908746096e-09
1.400000000000000133e-01 7.220809018385464242e+02 1.457397897321642845e-09
1.400000000000000133e-01 7.390722033525775032e+02 1.390845214595446119e-09
1.400000000000000133e-01 7.564633275546290179e+02 1.327629350745311336e-09
1.400000000000000133e-01 7.742636826811269657e+02 1.267286725237326663e-09
1.400000000000000133e-01 7.924828983539168803e+02 1.209607826045871505e-09
1.400000000000000133e-01 8.111308307896872520e+02 1.154629431684505048e-09
1.400000000000000133e-01 8.302175681319744172e+02 1.102181682397092747e-09
1.400000000000000133e-01 8.497534359086438371e+02 1.052085948433683450e-09
1.400000000000000133e-01 8.697490026177833897e+02 1.004267130698765291e-09
1.400000000000000133e-01 8.902150854450383122e+02 9.589663251070664486e-10
1.400000000000000133e-01 9.111627561154896284e+02 9.153799194920976128e-10
1.400000000000000133e-01 9.326033468832199560e+02 8.741495868260037226e-10
1.400000000000000133e-01 9.545484566618337112e+02 8.344182162651116482e-10
1.400000000000000133e-01 9.770099572992256753e+02 7.964926917726968525e-10
1.400000000000000133e-01 1.000000000000000000e+03 7.606173714632696563e-10
1.400000000000000133e-01 1.000000000000000000e+03 7.606173714632696563e-10
1.400000000000000133e-01 1.097498765493055544e+03 6.317552926627628472e-10
1.400000000000000133e-01 1.204503540258781186e+03 5.252129041507093713e-10
1.400000000000000133e-01 1.321941148466028608e+03 4.367636736181571317e-10
1.400000000000000133e-01 1.450828778495938650e+03 3.628765185569159020e-10
1.400000000000000133e-01 1.592282793341090610e+03 3.018745630109236351e-10
1.400000000000000133e-01 1.747528400007682876e+03 2.508761178828942946e-10
1.400000000000000133e-01 1.917910261672486740e+03 2.086983260143092846e-10
1.400000000000000133e-01 2.104904144512019684e+03 1.737283758458321682e-10
1.400000000000000133e-01 2.310129700083157786e+03 1.443233530510997438e-10
1.400000000000000133e-01 2.535364493970108924e+03 1.201113684271695365e-10
1.400000000000000133e-01 2.782559402207123185e+03 9.981366670583455970e-11
1.400000000000000133e-01 3.053855508833412387e+03 8.309570971169359804e-11
1.400000000000000133e-01 3.351602650938840725e+03 6.918330294980355344e-11
1.400000000000000133e-01 3.678379771828630510e+03 5.745395201427098472e-11
1.400000000000000133e-01 4.037017258596553802e+03 4.789963213234894151e-11
1.400000000000000133e-01 4.430621457583877600e+03 3.982719737257410693e-11
1.400000000000000133e-01 4.862601580065348571e+03 3.309873329231384073e-11
1.400000000000000133e-01 5.336699231206307559e+03 2.755530698343725428e-11
1.400000000000000133e-01 5.857020818056661483e+03 2.287944538510262821e-11
1.400000000000000133e-01 6.428073117284318869e+03 1.904050661586993309e-11
1.400000000000000133e-01 7.054802310718638182e+03 1.584768573372413483e-11
1.400000000000000133e-01 7.742636826811270112e+03 1.316534960011425312e-11
1.400000000000000133e-01 8.497534359086437689e+03 1.095595734353305773e-11
1.400000000000000133e-01 9.326033468832189101e+03 9.106296851867942936e-12
1.400000000000000133e-01 1.023531021899026928e+04 7.574368967306895954e-12
1.400000000000000133e-01 1.123324032978026480e+04 6.304321674226394375e-12
1.400000000000000133e-01 1.232846739442065882e+04 5.241025315953075620e-12
1.400000000000000133e-01 1.353047774579807628e+04 4.359241551249305256e-12
1.400000000000000133e-01 1.484968262254463480e+04 3.621358000560679707e-12
1.400000000000000133e-01 1.629750834620643400e+04 3.013506649518306067e-12
1.400000000000000133e-01 1.788649529057435211e+04 2.508062003982567750e-12
1.400000000000000133e-01 1.963040650040268520e+04 2.083776498068379619e-12
1.400000000000000133e-01 2.154434690031882201e+04 1.733263664098878451e-12
1.400000000000000133e-01 2.364489412645406992e+04 1.440668973680080027e-12
1.400000000000000133e-01 2.595024211399731939e+04 1.198207255761750819e-12
1.400000000000000133e-01 2.848035868435799057e+04 9.967239652218954450e-13
1.400000000000000133e-01 3.125715849688235176e+04 8.282405421220451667e-13
1.400000000000000133e-01 3.430469286314912461e+04 6.889777040970692389e-13
1.400000000000000133e-01 3.764935806792470976e+04 5.730603943460676508e-13
1.400000000000000133e-01 4.132012400115334458e+04 4.761733061638818041e-13
1.400000000000000133e-01 4.534878508128582325e+04 3.959619496679280057e-13
1.400000000000000133e-01 4.977023564332113892e+04 3.290612991757675377e-13
1.400000000000000133e-01 5.462277217684336938e+04 2.736478227798618840e-13
1.400000000000000133e-01 5.994842503189409035e+04 2.275917738832355995e-13
1.400000000000000133e-01 6.579332246575682075e+04 1.891149459965161576e-13
1.400000000000000133e-01 7.220809018385456875e+04 1.572744891966505672e-13
1.400000000000000133e-01 7.924828983539169712e+04 1.306919810022607739e-13
1.400000000000000133e-01 8.697490026177834079e+04 1.086783293320728172e-13
1.400000000000000133e-01 9.545484566618327517e+04 9.037378477338297256e-14
1.400000000000000133e-01 1.047615752789664111e+05 7.509554859016929420e-14
1.400000000000000133e-01 1.149756995397735591e+05 6.244721180031352979e-14
1.400000000000000133e-01 1.261856883066018490e+05 5.188822606302449999e-14
1.400000000000000133e-01 1.384886371393871668e+05 4.314654988800371391e-14
1.400000000000000133e-01 1.519911082952933211e+05 3.588042070145911267e-14
1.400000000000000133e-01 1.668100537200059043e+05 2.981232543782938833e-14
1.400000000000000133e-01 1.830738280295369623e+05 2.479041881580582974e-14
1.400000000000000133e-01 2.009233002565045899e+05 2.059676220870499275e-14
1.400000000000000133e-01 2.205130739903045469e+05 1.712546955916774570e-14
1.400000000000000133e-01 2.420128264794383431e+05 1.424127639017720657e-14
1.400000000000000133e-01 2.656087782946684165e+05 1.183115032288428976e-14
1.400000000000000133e-01 2.915053062825175584e+05 9.839408162100962019e-15
1.400000000000000133e-01 3.199267137797384639e+05 8.179098591255099176e-15
1.400000000000000133e-01 3.511191734215127653e+05 6.795783476595536976e-15
1.400000000000000133e-01 3.853528593710527639e+05 5.652299755352112806e-15
1.400000000000000133e-01 4.229242874389498611e+05 4.694627639689785926e-15
1.400000000000000133e-01 4.641588833612772287e+05 3.902641911618053407e-15
1.400000000000000133e-01 5.094138014816375216e+05 3.246033521234029481e-15
1.400000000000000133e-01 5.590810182512222091e+05 2.697751996689785558e-15
1.400000000000000133e-01 6.135907273413175717e+05 2.242915374920329203e-15
1.400000000000000133e-01 6.734150657750827959e+05 1.861742675746780369e-15
1.400000000000000133e-01 7.390722033525775187e+05 1.549917314744965844e-15
1.400000000000000133e-01 8.111308307896872284e+05 1.289397983799181904e-15
1.400000000000000133e-01 8.902150854450393235e+05 1.070429199974318108e-15
1.400000000000000133e-01 9.770099572992246831e+05 8.888352237198739297e-16
1.400000000000000133e-01 1.072267222010323079e+06 7.369155129382105278e-16
1.400000000000000133e-01 1.176811952434999170e+06 6.152992609475480609e-16
1.400000000000000133e-01 1.291549665014882572e+06 5.116632185327224906e-16
1.400000000000000133e-01 1.417474162926804740e+06 4.239356247659870658e-16
1.400000000000000133e-01 1.555676143930472201e+06 3.528567484852235924e-16
1.400000000000000133e-01 1.707352647470688680e+06 2.932514215390967382e-16
1.400000000000000133e-01 1.873817422860383056e+06 2.438521573034310622e-16
1.400000000000000133e-01 2.056512308348651510e+06 2.031639721190636852e-16
1.400000000000000133e-01 2.257019719633921515e+06 1.683552604565853494e-16
1.400000000000000133e-01 2.477076355991709046e+06 1.399220889652567783e-16
1.400000000000000133e-01 2.718588242732940242e+06 1.161430788526914846e-16
1.400000000000000133e-01 2.983647240283340216e+06 9.713675932469157012e-17
