1.000000000000000000e+07,7.567751499573318870e+04,2.484227879789254079e+00,8.634466286571788078e+04,3.940829821417637380e+00,5.701424288859599037e+05,2.815496233584630303e+01,4.561364671651713476e-08,6.749130750453734001e-16
9.437880000000000000e+06,7.149427959253615700e+04,2.630548528548432241e+00,8.157562884499083157e+04,4.172418812794503218e+00,5.380898504397630459e+05,2.927254135353318887e+01,4.833030218424213360e-08,8.028305438647194783e-16
8.907350000000000000e+06,6.754240513957462099e+04,2.785445336886263945e+00,7.707016391024013865e+04,4.417542515377197887e+00,5.078384093500302988e+05,3.042923720215407712e+01,5.120879051701484700e-08,9.549948244457639611e-16
8.406650000000000000e+06,6.380922789103111427e+04,2.949406115510226911e+00,7.281384977141582931e+04,4.676958800008160111e+00,4.792877518447672483e+05,3.162605523015029974e+01,5.425865713093160296e-08,1.135996322848902323e-15
7.934100000000000000e+06,6.028262220074745710e+04,3.122930739229574648e+00,6.879287730260196258e+04,4.951452290877197626e+00,4.523420854954651440e+05,3.286404652668693416e+01,5.749011731148183596e-08,1.351300649173438416e-15
7.488100000000000000e+06,5.695101520792258088e+04,3.306629550598830125e+00,6.499407187786087161e+04,5.241981257157458884e+00,4.269101792027824558e+05,3.414431185937920077e+01,6.091411791419445396e-08,1.607419249178243135e-15
7.067180000000000000e+06,5.380374040237157169e+04,3.501005254769413266e+00,6.140528964196258312e+04,5.549329535803659397e+00,4.029082143321444746e+05,3.546783894308807561e+01,6.454193294196497347e-08,1.912073509813758308e-15
6.669920000000000000e+06,5.083060264619287045e+04,3.706695246809152078e+00,5.801492040715283656e+04,5.874495625184380287e+00,3.802552229659203440e+05,3.683571066291187179e+01,6.838580975464061471e-08,2.274469011160453676e-15
6.294990000000000000e+06,4.802186628804073553e+04,3.924346991142273033e+00,5.481187776239525556e+04,6.218484750889714974e+00,3.588753688071997021e+05,3.824897821602522896e+01,7.245858264706902843e-08,2.705549549800233239e-15
5.941130000000000000e+06,4.536844546922443988e+04,4.154695178876084860e+00,5.178581541266565182e+04,6.582449054664967214e+00,3.386968067470376845e+05,3.970870936937489404e+01,7.677395114095058778e-08,3.218340885059510078e-15
