1.000000000000000000e+07,7.567873341216590779e+04,6.909196662523694024e-06,8.634672330916700594e+04,1.096222129408461711e-05,5.701803236734607490e+05,3.297512797902387555e-04,4.561442591791142070e-08,1.874774581834999776e-21
9.437880000000000000e+06,7.149557071966493095e+04,7.317215579692694950e-06,8.157781212696178409e+04,1.160836512759068004e-05,5.381293472825603094e+05,3.461391558705339015e-04,4.833122048338470455e-08,2.230106537226425163e-21
8.907350000000000000e+06,6.754377325568666856e+04,7.749347848125656067e-06,7.707247724212984031e+04,1.229262827296434099e-05,5.078795705342803849e+05,3.633258300313846703e-04,5.120987265257609180e-08,2.652792697292610365e-21
8.406650000000000000e+06,6.381067750180628354e+04,8.206990787809451029e-06,7.281630074347650225e+04,1.301719904683404263e-05,4.793306416915534646e+05,3.813487572795968270e-04,5.425993221647789346e-08,3.155584851725156347e-21
7.934100000000000000e+06,6.028415807099027006e+04,8.691603029463647846e-06,6.879547393961092166e+04,1.378437560013970549e-05,4.523867704598832643e+05,4.002480109776804284e-04,5.749161961191071334e-08,3.753666134854880836e-21
7.488100000000000000e+06,5.695264236216843710e+04,9.204949358967853154e-06,6.499682263722200150e+04,1.459694836450474741e-05,4.269567279874010710e+05,4.200656635819106227e-04,6.091588776291438456e-08,4.465124943704907868e-21
7.067180000000000000e+06,5.380546414023651596e+04,9.748510276225518640e-06,6.140820344092097366e+04,1.545724629346759957e-05,4.029566977663778234e+05,4.408441734960094659e-04,6.454402734208520510e-08,5.311411376233964966e-21
6.669920000000000000e+06,5.083242854515111685e+04,1.032415297836272966e-05,5.801800662284926511e+04,1.636821863376338292e-05,3.803057141907974146e+05,4.626293880898286028e-04,6.838826539818396655e-08,6.318098483166170612e-21
6.294990000000000000e+06,4.802380023397809418e+04,1.093379352800914929e-05,5.481514628702808113e+04,1.733286858190143359e-05,3.589279432774753077e+05,4.854689888910035020e-04,7.246147478185680767e-08,7.515588489730533625e-21
5.941130000000000000e+06,4.537049364720020094e+04,1.157961169294428473e-05,5.178927663170613232e+04,1.835464621263471050e-05,3.387515423055309220e+05,5.094128685662452881e-04,7.677735702273673122e-08,8.940122122418458573e-21
5.607170000000000000e+06,4.286399282449641032e+04,1.226319246618897829e-05,4.893069955567779107e+04,1.943603177959824169e-05,3.197098001770072151e+05,5.345120548651278568e-04,8.135017470825659755e-08,1.063455808011377654e-20
5.291980000000000000e+06,4.049609134350078966e+04,1.298741917600065523e-05,4.623006941954608192e+04,2.058159488260516976e-05,3.017382865152081940e+05,5.608214947319132898e-04,8.619538605741529043e-08,1.265016048083048856e-20
4.994510000000000000e+06,3.825915772729753371e+04,1.375424045605700846e-05,4.367869658660564892e+04,2.179436577885742374e-05,2.847771323860227712e+05,5.883976417576513044e-04,9.132913120526831883e-08,1.504776348638936061e-20
4.713750000000000000e+06,3.614584651796115213e+04,1.456651314628352759e-05,4.126821325622869335e+04,2.307887273208982445e-05,2.687687495766857173e+05,6.173011673879123459e-04,9.676886960115497834e-08,1.789991552154009229e-20
4.448780000000000000e+06,3.414943568023318221e+04,1.542659635604145098e-05,3.899096459849613166e+04,2.443881197021381200e-05,2.536606814972828142e+05,6.475920556139461767e-04,1.025324378969512242e-07,2.129255749306716163e-20
4.198710000000000000e+06,3.226346983415420254e+04,1.633747509229706602e-05,3.683959814066581748e+04,2.587888831036664567e-05,2.394021820989095140e+05,6.793351841877566131e-04,1.086391437012995127e-07,2.532812140076728634e-20
3.962690000000000000e+06,3.048171020719373337e+04,1.730213210767292661e-05,3.480700850336826261e+04,2.740381947342479540e-05,2.259447860539269750e+05,7.125999470829826347e-04,1.151097509597943766e-07,3.012869498126071373e-20
3.739940000000000000e+06,2.879849451788215083e+04,1.832393775096998565e-05,3.288674520862847567e+04,2.901890322602199295e-05,2.132440192969808413e+05,7.474556543962630403e-04,1.219656622858376074e-07,3.583906847029542008e-20
3.529710000000000000e+06,2.720830858333808283e+04,1.940569623654290395e-05,3.107252694030644852e+04,3.072850082701024269e-05,2.012571183036666480e+05,7.839768029716093732e-04,1.292299534480387538e-07,4.263178740129121745e-20
3.331290000000000000e+06,2.570598772234547869e+04,2.055146075506801052e-05,2.935847052040504423e+04,3.253903211765380018e-05,1.899436002708828892e+05,8.222418749031245883e-04,1.369272140695905870e-07,5.071229838064357654e-20
3.144040000000000000e+06,2.428681729142937911e+04,2.176489858918055655e-05,2.773920704047250183e+04,3.445625984959494945e-05,1.792669736577988369e+05,8.623265227538724808e-04,1.450822059920876878e-07,6.032348579632941186e-20
2.967300000000000000e+06,2.294596647667435172e+04,2.305024235124208961e-05,2.620923063643245769e+04,3.648684591016198837e-05,1.691896065628979122e+05,9.043218893279404225e-04,1.537236743480919113e-07,7.175732618003571290e-20
