1.000000000000000000e+07,7.567873341556020023e+04,6.216362346645900646e-09,8.634672331490894430e+04,9.864236970502505391e-09,5.701803240080230171e+05,4.889606376051055543e-07,4.561442592067051142e-08,1.687303005670993652e-24
9.437880000000000000e+06,7.149557072326343041e+04,6.586478922134150314e-09,8.157781213304902485e+04,1.044872672946044981e-08,5.381293476348416880e+05,5.142089292116744627e-07,4.833122048666671899e-08,2.007103295520738210e-24
8.907350000000000000e+06,6.754377325950161321e+04,6.972318967647294782e-09,7.707247724858295987e+04,1.106134269994307737e-08,5.078795709051914164e+05,5.409191092287613110e-07,5.120987265648017915e-08,2.387522767467535920e-24
8.406650000000000000e+06,6.381067750585076283e+04,7.385710192625152329e-09,7.281630075031775050e+04,1.171508960245828296e-08,4.793306420820721542e+05,5.690990855145679065e-07,5.425993222112194350e-08,2.840038135594912868e-24
7.934100000000000000e+06,6.028415807527805737e+04,7.822289269863393332e-09,6.879547394686362532e+04,1.240572831155292370e-08,4.523867708710160805e+05,5.982912519106285823e-07,5.749161961743492326e-08,3.378314351080147134e-24
7.488100000000000000e+06,5.695264236671421531e+04,8.283853045691117165e-09,6.499682264491095702e+04,1.313655005334313989e-08,4.269567284202176961e+05,6.295011925018407118e-07,6.091588776948566616e-08,4.018631255326194031e-24
7.067180000000000000e+06,5.380546414505579014e+04,8.774054989746478252e-09,6.140820344907245453e+04,1.391190805803101756e-08,4.029566982220048667e+05,6.620396416190024522e-07,6.454402734990196924e-08,4.780293938474674575e-24
6.669920000000000000e+06,5.083242855026031611e+04,9.292267603118893461e-09,5.801800663149106549e+04,1.473167046828194637e-08,3.803057146704354673e+05,6.962847395039538164e-07,6.838826540748225750e-08,5.686318503146808891e-24
6.294990000000000000e+06,4.802380023939484090e+04,9.840930665892385004e-09,5.481514629618979234e+04,1.560017018332393832e-08,3.589279437823581393e+05,7.322373687251918956e-07,7.246147479291743007e-08,6.764067282187559112e-24
5.941130000000000000e+06,4.537049365294285235e+04,1.042332639414289778e-08,5.178927664141903369e+04,1.652086819645270593e-08,3.387515428369519650e+05,7.701293144106714054e-07,7.677735703589374693e-08,8.046108446382549987e-24
5.607170000000000000e+06,4.286399283058472793e+04,1.103609644786585466e-08,4.893069956597511191e+04,1.749196888632382629e-08,3.197098007363367360e+05,8.097152587112747724e-07,8.135017472390722532e-08,9.571100427278372335e-24
5.291980000000000000e+06,4.049609134995556087e+04,1.168815763878318436e-08,4.623006943046308152e+04,1.852286220206647476e-08,3.017382871038694284e+05,8.516343874943995147e-07,8.619538607603225405e-08,1.138514210771756013e-23
