M_GeV T_GeV <g0>/T
7.000000000000000666e-01 2.257019719633919124e+02 1.069393639859010647e-02
7.000000000000000666e-01 2.310129700083157900e+02 1.069394731415558054e-02
7.000000000000000666e-01 2.364489412645407072e+02 1.073324145973249093e-02
7.000000000000000666e-01 2.420128264794381039e+02 1.073325148791630206e-02
7.000000000000000666e-01 2.477076355991711409e+02 1.077740821739085926e-02
7.000000000000000666e-01 2.535364493970111539e+02 1.077741742010412604e-02
7.000000000000000666e-01 2.595024211399737055e+02 1.077742620673532298e-02
7.000000000000000666e-01 2.656087782946686957e+02 1.082154165997188319e-02
7.000000000000000666e-01 2.718588242732940330e+02 1.082154970757096511e-02
7.000000000000000666e-01 2.782559402207126027e+02 1.086260389424836652e-02
7.000000000000000666e-01 2.848035868435802058e+02 1.086261124093516536e-02
7.000000000000000666e-01 2.915053062825175516e+02 1.086261825498747308e-02
7.000000000000000666e-01 2.983647240283340238e+02 1.090109983890062174e-02
7.000000000000000666e-01 3.053855508833415797e+02 1.090110623514953594e-02
7.000000000000000666e-01 3.125715849688235153e+02 1.093496553134292761e-02
7.000000000000000666e-01 3.199267137797384635e+02 1.093497135898733111e-02
7.000000000000000666e-01 3.274549162877728463e+02 1.096505835449316547e-02
7.000000000000000666e-01 3.351602650938841066e+02 1.096506366436329760e-02
7.000000000000000666e-01 3.430469286314919373e+02 1.096506873350683656e-02
7.000000000000000666e-01 3.511191734215130964e+02 1.099129785601913982e-02
7.000000000000000666e-01 3.593813663804625662e+02 1.099130247524189238e-02
7.000000000000000666e-01 3.678379771828634262e+02 1.101355747344431521e-02
7.000000000000000666e-01 3.764935806792467474e+02 1.101356168302878788e-02
7.000000000000000666e-01 3.853528593710527161e+02 1.101356570165200333e-02
7.000000000000000666e-01 3.944206059437656222e+02 1.103019716676891665e-02
7.000000000000000666e-01 4.037017258596553688e+02 1.103020082572885377e-02
7.000000000000000666e-01 4.132012400115334572e+02 1.104315820694084377e-02
7.000000000000000666e-01 4.229242874389498752e+02 1.104316153863163508e-02
7.000000000000000666e-01 4.328761281083056929e+02 1.104316471911772658e-02
7.000000000000000666e-01 4.430621457583877714e+02 1.105275428956194704e-02
7.000000000000000666e-01 4.534878508128581984e+02 1.105275718586683914e-02
7.000000000000000666e-01 4.641588833612777307e+02 1.105882396420854175e-02
7.000000000000000666e-01 4.750810162102798131e+02 1.105882660138900707e-02
7.000000000000000666e-01 4.862601580065353346e+02 1.105882911884412990e-02
7.000000000000000666e-01 4.977023564332108663e+02 1.106186342843236241e-02
7.000000000000000666e-01 5.094138014816380178e+02 1.106186572076913767e-02
7.000000000000000666e-01 5.214008287999683944e+02 1.106230278486346197e-02
7.000000000000000666e-01 5.336699231206307559e+02 1.106230487232666600e-02
7.000000000000000666e-01 5.462277217684342077e+02 1.106230686499706621e-02
7.000000000000000666e-01 5.590810182512223037e+02 1.106038434942230135e-02
7.000000000000000666e-01 5.722367659350220492e+02 1.106038616414041671e-02
7.000000000000000666e-01 5.857020818056666940e+02 1.105632789744983788e-02
7.000000000000000666e-01 5.994842503189408944e+02 1.105632955018150641e-02
7.000000000000000666e-01 6.135907273413175744e+02 1.105633112784717639e-02
7.000000000000000666e-01 6.280291441834252737e+02 1.105034248287892901e-02
7.000000000000000666e-01 6.428073117284319551e+02 1.105034391980220555e-02
7.000000000000000666e-01 6.579332246575681893e+02 1.104262998439403849e-02
7.000000000000000666e-01 6.734150657750820983e+02 1.104263129315327142e-02
7.000000000000000666e-01 6.892612104349694846e+02 1.104263254246056966e-02
7.000000000000000666e-01 7.054802310718645231e+02 1.103337721986826295e-02
7.000000000000000666e-01 7.220809018385464242e+02 1.103337835781216178e-02
7.000000000000000666e-01 7.390722033525775032e+02 1.102276196459936290e-02
7.000000000000000666e-01 7.564633275546290179e+02 1.102276300113794703e-02
7.000000000000000666e-01 7.742636826811269657e+02 1.102276399058501992e-02
7.000000000000000666e-01 7.924828983539169940e+02 1.101092457923143718e-02
7.000000000000000666e-01 8.111308307896872520e+02 1.101092548052238877e-02
7.000000000000000666e-01 8.302175681319744172e+02 1.099801446914891283e-02
7.000000000000000666e-01 8.497534359086438371e+02 1.099801529014313682e-02
7.000000000000000666e-01 8.697490026177833897e+02 1.099801607383493578e-02
7.000000000000000666e-01 8.902150854450383122e+02 1.098416365071485518e-02
7.000000000000000666e-01 9.111627561154896284e+02 1.098416436460545112e-02
7.000000000000000666e-01 9.326033468832199560e+02 1.096948059273418659e-02
7.000000000000000666e-01 9.545484566618337112e+02 1.096948124304496057e-02
7.000000000000000666e-01 9.770099572992256753e+02 1.096948186380629527e-02
7.000000000000000666e-01 1.000000000000000000e+03 1.095409497885832181e-02
7.000000000000000666e-01 1.000000000000000000e+03 1.095409497885832181e-02
7.000000000000000666e-01 1.097498765493055544e+03 1.093806693915641039e-02
7.000000000000000666e-01 1.204503540258781186e+03 1.090448284649240575e-02
7.000000000000000666e-01 1.321941148466028608e+03 1.086930505610607216e-02
7.000000000000000666e-01 1.450828778495938650e+03 1.085126715885974952e-02
7.000000000000000666e-01 1.592282793341090610e+03 1.081455009677162980e-02
7.000000000000000666e-01 1.747528400007682876e+03 1.079594422417195186e-02
7.000000000000000666e-01 1.917910261672486740e+03 1.075841610475932950e-02
7.000000000000000666e-01 2.104904144512019684e+03 1.072063470457144951e-02
7.000000000000000666e-01 2.310129700083158241e+03 1.070170888493151770e-02
7.000000000000000666e-01 2.535364493970108924e+03 1.066387384483089874e-02
7.000000000000000666e-01 2.782559402207123185e+03 1.064499795432795673e-02
7.000000000000000666e-01 3.053855508833412387e+03 1.060738614701764448e-02
7.000000000000000666e-01 3.351602650938840725e+03 1.056972843209916073e-02
7.000000000000000666e-01 3.678379771828630510e+03 1.055099275962858608e-02
7.000000000000000666e-01 4.037017258596553802e+03 1.051377777185436013e-02
7.000000000000000666e-01 4.430621457583877600e+03 1.047693289656975724e-02
7.000000000000000666e-01 4.862601580065348571e+03 1.045866735723458875e-02
7.000000000000000666e-01 5.336699231206307559e+03 1.042244260949108312e-02
7.000000000000000666e-01 5.857020818056661483e+03 1.040448937958151319e-02
7.000000000000000666e-01 6.428073117284318869e+03 1.036892233728552333e-02
7.000000000000000666e-01 7.054802310718638182e+03 1.033379041055490673e-02
7.000000000000000666e-01 7.742636826811270112e+03 1.031610626814135658e-02
7.000000000000000666e-01 8.497534359086437689e+03 1.028101989069982528e-02
7.000000000000000666e-01 9.326033468832189101e+03 1.026364784780433095e-02
7.000000000000000666e-01 1.023531021899026928e+04 1.022924333485352409e-02
7.000000000000000666e-01 1.123324032978026480e+04 1.019530409940368719e-02
7.000000000000000666e-01 1.232846739442065882e+04 1.017850455783636879e-02
7.000000000000000666e-01 1.353047774579807628e+04 1.014524266612884529e-02
7.000000000000000666e-01 1.484968262254463480e+04 1.012877240220200030e-02
7.000000000000000666e-01 1.629750834620643400e+04 1.009617379216752771e-02
7.000000000000000666e-01 1.788649529057435211e+04 1.006400845004329012e-02
7.000000000000000666e-01 1.963040650040268520e+04 1.004808322186924452e-02
7.000000000000000666e-01 2.154434690031882201e+04 1.001655339834712360e-02
7.000000000000000666e-01 2.364489412645407356e+04 1.000094081285155499e-02
7.000000000000000666e-01 2.595024211399731939e+04 9.970031606845133898e-03
7.000000000000000666e-01 2.848035868435799057e+04 9.939524915975397890e-03
7.000000000000000666e-01 3.125715849688235176e+04 9.924417723492192853e-03
7.000000000000000666e-01 3.430469286314912461e+04 9.894499826926658401e-03
7.000000000000000666e-01 3.764935806792470976e+04 9.864963827272366093e-03
7.000000000000000666e-01 4.132012400115334458e+04 9.850338172901863115e-03
7.000000000000000666e-01 4.534878508128582325e+04 9.821361481854709585e-03
7.000000000000000666e-01 4.977023564332113892e+04 9.807014726431920876e-03
7.000000000000000666e-01 5.462277217684336938e+04 9.778375234612319764e-03
7.000000000000000666e-01 5.994842503189409035e+04 9.749997467315267910e-03
7.000000000000000666e-01 6.579332246575682075e+04 9.735937186758967729e-03
7.000000000000000666e-01 7.220809018385456875e+04 9.708084974623942820e-03
7.000000000000000666e-01 7.924828983539169712e+04 9.694283636671853846e-03
7.000000000000000666e-01 8.697490026177834079e+04 9.666941202547733869e-03
7.000000000000000666e-01 9.545484566618327517e+04 9.639926279378074545e-03
7.000000000000000666e-01 1.047615752789664111e+05 9.626544404199218266e-03
7.000000000000000666e-01 1.149756995397735591e+05 9.600015110697249915e-03
7.000000000000000666e-01 1.261856883066018490e+05 9.586871625463223162e-03
7.000000000000000666e-01 1.384886371393871668e+05 9.560816604654015852e-03
7.000000000000000666e-01 1.519911082952933211e+05 9.535068207294527740e-03
7.000000000000000666e-01 1.668100537200059043e+05 9.522230060522511932e-03
7.000000000000000666e-01 1.830738280295369623e+05 9.496647328276651076e-03
7.000000000000000666e-01 2.009233002565045899e+05 9.483964936443923383e-03
7.000000000000000666e-01 2.205130739903045760e+05 9.458822918751287265e-03
7.000000000000000666e-01 2.420128264794383431e+05 9.433965878450804171e-03
7.000000000000000666e-01 2.656087782946684165e+05 9.421646847644706696e-03
7.000000000000000666e-01 2.915053062825175584e+05 9.397214283034562021e-03
7.000000000000000666e-01 3.199267137797384639e+05 9.373060895564600675e-03
7.000000000000000666e-01 3.511191734215127653e+05 9.361086637613130063e-03
7.000000000000000666e-01 3.853528593710527639e+05 9.337336367242298971e-03
7.000000000000000666e-01 4.229242874389499193e+05 9.325557478787561624e-03
7.000000000000000666e-01 4.641588833612772287e+05 9.302198780851454046e-03
7.000000000000000666e-01 5.094138014816375216e+05 9.279092945568256576e-03
7.000000000000000666e-01 5.590810182512222091e+05 9.267644191260351536e-03
7.000000000000000666e-01 6.135907273413175717e+05 9.244671597357013992e-03
7.000000000000000666e-01 6.734150657750827959e+05 9.233156768969724010e-03
7.000000000000000666e-01 7.390722033525775187e+05 9.210317587986261226e-03
7.000000000000000666e-01 8.111308307896872284e+05 9.187724802561686790e-03
7.000000000000000666e-01 8.902150854450393235e+05 9.176516453001616266e-03
7.000000000000000666e-01 9.770099572992246831e+05 9.154285902639293024e-03
7.000000000000000666e-01 1.072267222010323079e+06 9.143256211403485642e-03
7.000000000000000666e-01 1.176811952434999170e+06 9.121375767701016615e-03
7.000000000000000666e-01 1.291549665014882805e+06 9.099724438799553991e-03
7.000000000000000666e-01 1.417474162926804740e+06 9.088981991167777510e-03
7.000000000000000666e-01 1.555676143930472201e+06 9.067669102452859120e-03
7.000000000000000666e-01 1.707352647470688680e+06 9.057096698712678584e-03
7.000000000000000666e-01 1.873817422860383056e+06 9.036110519535839672e-03
7.000000000000000666e-01 2.056512308348651510e+06 9.015337723891216071e-03
7.000000000000000666e-01 2.257019719633921515e+06 9.005034153728009791e-03
7.000000000000000666e-01 2.477076355991709046e+06 8.984575757414587499e-03
7.000000000000000666e-01 2.718588242732940242e+06 8.974426805440029534e-03
7.000000000000000666e-01 2.983647240283340216e+06 8.954279741843051282e-03
7.000000000000000666e-01 3.274549162877731491e+06 8.934337007242592471e-03
7.000000000000000666e-01 3.593813663804625627e+06 8.924435702232223419e-03
7.000000000000000666e-01 3.944206059437655844e+06 8.904782402555114218e-03
7.000000000000000666e-01 4.328761281083061360e+06 8.885323791263348772e-03
7.000000000000000666e-01 4.750810162102793343e+06 8.875670276367425907e-03
7.000000000000000666e-01 5.214008287999684922e+06 8.856492042045886401e-03
7.000000000000000666e-01 5.722367659350220114e+06 8.846978258379482873e-03
7.000000000000000666e-01 6.280291441834246740e+06 8.828078114027387846e-03
7.000000000000000666e-01 6.892612104349695146e+06 8.809359693261248000e-03
7.000000000000000666e-01 7.564633275546290912e+06 8.800073127474576304e-03
7.000000000000000666e-01 8.302175681319751777e+06 8.781623988253842161e-03
7.000000000000000666e-01 9.111627561154887080e+06 8.772466401493025923e-03
7.000000000000000666e-01 1.000000000000000000e+07 8.754273673125981953e-03
1.000000000000000000e+00 1.000000000000000000e+02 2.457104643572546182e-02
1.000000000000000000e+00 1.023531021899025859e+02 2.367736715928542637e-02
